贫血伴发的精神障碍,Treatment_of_department,心理咨询
贫血伴发的精神障碍,Treatment_of_department,精神病科
呼吸系统疾病伴发的精神障碍,Treatment_of_department,呼吸内科
呼吸系统疾病伴发的精神障碍,Treatment_of_department,心理咨询
呼吸系统疾病伴发的精神障碍,Treatment_of_department,精神病科
气功所致精神障碍,Treatment_of_department,精神病科
气功所致精神障碍,Treatment_of_department,心理咨询
硬皮症伴发的精神障碍,Treatment_of_department,风湿科
硬皮症伴发的精神障碍,Treatment_of_department,心理咨询
硬皮症伴发的精神障碍,Treatment_of_department,精神病科
系统性红斑狼疮伴发的精神障碍,Treatment_of_department,风湿科
系统性红斑狼疮伴发的精神障碍,Treatment_of_department,心理咨询
系统性红斑狼疮伴发的精神障碍,Treatment_of_department,精神病科
其他类精神活性物质依赖,Treatment_of_department,成瘾医学科
其他类精神活性物质依赖,Treatment_of_department,心理咨询
其他类精神活性物质依赖,Treatment_of_department,精神病科
白血病伴发的精神障碍,Treatment_of_department,血液科
白血病伴发的精神障碍,Treatment_of_department,心理咨询
白血病伴发的精神障碍,Treatment_of_department,精神病科
散发性脑炎伴发的精神障碍,Treatment_of_department,神经内科
散发性脑炎伴发的精神障碍,Treatment_of_department,精神病科
非依赖性物质伴发依赖,Treatment_of_department,心理咨询
非依赖性物质伴发依赖,Treatment_of_department,精神病科
结节性液化性脂膜炎,Treatment_of_department,风湿科
结节性液化性脂膜炎,Treatment_of_department,中医科
哕,Treatment_of_department,中医科
哕,Treatment_of_department,消化内科
五积,Treatment_of_department,中医科
皮肤行为症,Treatment_of_department,精神病科
水逆,Treatment_of_department,中医科
蓐劳,Treatment_of_department,中医科
肾疳,Treatment_of_department,中医科
三痹,Treatment_of_department,中医科
虫臌,Treatment_of_department,中医科
聚星障,Treatment_of_department,中医科
聚星障,Treatment_of_department,眼科
脓窠疮,Treatment_of_department,中医科
伏暑,Treatment_of_department,中医科
子满,Treatment_of_department,中医科
虫证,Treatment_of_department,中医科
掌指骨结核,Treatment_of_department,骨科
掌指骨结核,Treatment_of_department,针灸科
奶麻,Treatment_of_department,中医科
奶麻,Treatment_of_department,儿科
流痰,Treatment_of_department,中医科
女劳疸,Treatment_of_department,中医科
顿呛,Treatment_of_department,呼吸内科
顿呛,Treatment_of_department,中医科
严重联合免疫缺陷病,Treatment_of_department,中医科
严重联合免疫缺陷病,Treatment_of_department,中西医结合科
走黄,Treatment_of_department,中医科
食瘕,Treatment_of_department,中医科
赤丝虬脉,Treatment_of_department,中医科
桡神经感觉支卡压,Treatment_of_department,骨科
桡神经感觉支卡压,Treatment_of_department,针灸科
关格,Treatment_of_department,中医科
赤膜下垂,Treatment_of_department,中医科
前骨间神经卡压综合征,Treatment_of_department,骨科
前骨间神经卡压综合征,Treatment_of_department,针灸科
胎死不下,Treatment_of_department,中医科
胎死不下,Treatment_of_department,产科
食管痹,Treatment_of_department,中医科
食管痹,Treatment_of_department,消化内科
食管痹,Treatment_of_department,胃肠外科
痨瘵,Treatment_of_department,中医科
心血管疾病伴发的精神障碍,Treatment_of_department,心血管内科
心血管疾病伴发的精神障碍,Treatment_of_department,心理咨询
心血管疾病伴发的精神障碍,Treatment_of_department,精神病科
经行尿感,Treatment_of_department,中医科
乳泣,Treatment_of_department,中医科
急喉风,Treatment_of_department,中医科
痰厥,Treatment_of_department,中医科
痰厥,Treatment_of_department,呼吸内科
风秘,Treatment_of_department,中医科
弥漫性特发性骨肥厚,Treatment_of_department,骨科
弥漫性特发性骨肥厚,Treatment_of_department,中医科
肝厥,Treatment_of_department,中医科
肝厥,Treatment_of_department,肝病
痉病,Treatment_of_department,中医科
脉痿,Treatment_of_department,中医科
小儿疳痢,Treatment_of_department,中医科
小儿疳痢,Treatment_of_department,儿科
伏梁,Treatment_of_department,中医科
婴儿闷热综合症,Treatment_of_department,儿科
婴儿闷热综合症,Treatment_of_department,中医科
垂痈,Treatment_of_department,中医科
胰痈,Treatment_of_department,中医科
指疔,Treatment_of_department,中医科
节育手术并发症,Treatment_of_department,中医科
节育手术并发症,Treatment_of_department,妇科
粟疮,Treatment_of_department,中医科
小儿乳积,Treatment_of_department,儿科
小儿乳积,Treatment_of_department,中医科
太阳中风,Treatment_of_department,中医科
三焦咳,Treatment_of_department,中医科
胸长神经卡压症,Treatment_of_department,骨科
胸长神经卡压症,Treatment_of_department,针灸科
光感型药疹,Treatment_of_department,皮肤科
光感型药疹,Treatment_of_department,中医科
急黄,Treatment_of_department,中医科
游走性结节性脂膜炎,Treatment_of_department,风湿科
游走性结节性脂膜炎,Treatment_of_department,中医科
天疤疮,Treatment_of_department,中医科
五软,Treatment_of_department,中医科
副神经损伤与卡压,Treatment_of_department,骨科
副神经损伤与卡压,Treatment_of_department,针灸科
枕颈关节损伤,Treatment_of_department,骨科
枕颈关节损伤,Treatment_of_department,中医科
混睛帐,Treatment_of_department,中医科
混睛帐,Treatment_of_department,眼科
五硬,Treatment_of_department,中医科
假单胞菌感染,Treatment_of_department,传染科
假单胞菌感染,Treatment_of_department,中医科
狐惑,Treatment_of_department,中医科
四边孔综合征,Treatment_of_department,骨科
四边孔综合征,Treatment_of_department,针灸科
短骨骨干结核,Treatment_of_department,骨科
短骨骨干结核,Treatment_of_department,针灸科
水臌,Treatment_of_department,中医科
团癣,Treatment_of_department,中医科
团癣,Treatment_of_department,皮肤科
克罗恩病关节炎,Treatment_of_department,骨科
克罗恩病关节炎,Treatment_of_department,中医科
偻附,Treatment_of_department,中医科
巴尔通体病,Treatment_of_department,传染科
巴尔通体病,Treatment_of_department,中医科
息贲,Treatment_of_department,中医科
热哮,Treatment_of_department,中医科
乳疬,Treatment_of_department,中医科
小儿疳渴,Treatment_of_department,中医科
小儿疳渴,Treatment_of_department,儿科
经行流涎,Treatment_of_department,中医科
类鼻疽,Treatment_of_department,传染科
类鼻疽,Treatment_of_department,中医科
寄生虫性关节炎,Treatment_of_department,骨科
寄生虫性关节炎,Treatment_of_department,中医科
脏寒,Treatment_of_department,中医科
虚疟,Treatment_of_department,中医科
明癣,Treatment_of_department,中医科
妊娠合并急性膀胱炎,Treatment_of_department,泌尿外科
妊娠合并急性膀胱炎,Treatment_of_department,外科
妊娠合并急性膀胱炎,Treatment_of_department,中医科
胞痹,Treatment_of_department,肾内科
胞痹,Treatment_of_department,中医科
胞痹,Treatment_of_department,泌尿外科
非淋球菌性细菌性关节炎,Treatment_of_department,骨科
非淋球菌性细菌性关节炎,Treatment_of_department,中医科
产褥中暑,Treatment_of_department,产科
产褥中暑,Treatment_of_department,中医科
痞气,Treatment_of_department,中医科
肤胀,Treatment_of_department,中医科
疫毒痢,Treatment_of_department,中医科
癔病性昏厥,Treatment_of_department,中医科
金疮,Treatment_of_department,中医科
椒疮,Treatment_of_department,中医科
瞀瘛,Treatment_of_department,中医科
组织细胞吞噬性脂膜炎,Treatment_of_department,风湿科
组织细胞吞噬性脂膜炎,Treatment_of_department,中医科
煎厥,Treatment_of_department,中医科
肺络张,Treatment_of_department,呼吸内科
肺络张,Treatment_of_department,中医科
睥翻粘睑,Treatment_of_department,中医科
小儿头疖,Treatment_of_department,中医科
斑痧,Treatment_of_department,中医科
实喘,Treatment_of_department,中医科
赤脉贯布,Treatment_of_department,中医科
跖骨头骨软骨病,Treatment_of_department,骨科
跖骨头骨软骨病,Treatment_of_department,针灸科
非霍乱弧菌感染,Treatment_of_department,传染科
非霍乱弧菌感染,Treatment_of_department,中医科
壮热,Treatment_of_department,中医科
失荣,Treatment_of_department,中医科
尸厥,Treatment_of_department,中医科
回归热型结节性非化脓性脂膜炎,Treatment_of_department,风湿科
回归热型结节性非化脓性脂膜炎,Treatment_of_department,中医科
混合性厌氧菌感染,Treatment_of_department,中医科
混合性厌氧菌感染,Treatment_of_department,消化内科
上干型胸廓出口综合征,Treatment_of_department,骨科
上干型胸廓出口综合征,Treatment_of_department,针灸科
上干型胸廓出口综合征,Treatment_of_department,神经内科
色厥色脱,Treatment_of_department,中医科
筋骨懈堕,Treatment_of_department,中医科
酒胀,Treatment_of_department,中医科
脊疳,Treatment_of_department,中医科
花翳自陷,Treatment_of_department,中医科
花翳自陷,Treatment_of_department,眼科
噤口痢,Treatment_of_department,中医科
子悬,Treatment_of_department,中医科
气瘿,Treatment_of_department,中医科
气痢,Treatment_of_department,中医科
瘀证,Treatment_of_department,中医科
狼疮样综合征,Treatment_of_department,风湿科
狼疮样综合征,Treatment_of_department,中医科
神昏,Treatment_of_department,中医科
中毒性坏死性表皮松解型药疹,Treatment_of_department,皮肤科
中毒性坏死性表皮松解型药疹,Treatment_of_department,中医科
赤白游风,Treatment_of_department,皮肤科
赤白游风,Treatment_of_department,中医科
肥气,Treatment_of_department,中医科
筋瘤,Treatment_of_department,中医科
血劳,Treatment_of_department,中医科
血劳,Treatment_of_department,儿科
血劳,Treatment_of_department,血液科
髂腹股沟神经干痛,Treatment_of_department,针灸科
髂腹股沟神经干痛,Treatment_of_department,神经内科
小儿盘肠气痛,Treatment_of_department,中医科
湿热痢,Treatment_of_department,中医科
夹阴伤寒,Treatment_of_department,中医科
人工关节置换术后关节感染,Treatment_of_department,骨科
人工关节置换术后关节感染,Treatment_of_department,中医科
小儿黄水疮,Treatment_of_department,中医科
小儿黄水疮,Treatment_of_department,儿科
虚寒呕吐,Treatment_of_department,消化内科
虚寒呕吐,Treatment_of_department,中医科
猫眼疮,Treatment_of_department,皮肤科
猫眼疮,Treatment_of_department,中医科
梨状肌症候群,Treatment_of_department,骨科
梨状肌症候群,Treatment_of_department,针灸科
肾虚,Treatment_of_department,肾内科
肾虚,Treatment_of_department,中医科
虚寒泄泻,Treatment_of_department,消化内科
虚寒泄泻,Treatment_of_department,中医科
臀上皮神经干痛,Treatment_of_department,针灸科
臀上皮神经干痛,Treatment_of_department,神经内科
水渍疮,Treatment_of_department,中医科
腓总神经卡压症,Treatment_of_department,骨科
腓总神经卡压症,Treatment_of_department,针灸科
小儿热疮,Treatment_of_department,中医科
小儿热疮,Treatment_of_department,儿科
血厥,Treatment_of_department,中医科
乳发,Treatment_of_department,中医科
房事头疼症,Treatment_of_department,中医科
锁喉痈,Treatment_of_department,中医科
风邪致病,Treatment_of_department,中医科
坐骨神经盆腔出口狭窄症,Treatment_of_department,骨科
坐骨神经盆腔出口狭窄症,Treatment_of_department,针灸科
水疥,Treatment_of_department,中医科
水疥,Treatment_of_department,皮肤科
膀胱咳,Treatment_of_department,泌尿外科
膀胱咳,Treatment_of_department,中医科
交肠,Treatment_of_department,中医科
经行泄水,Treatment_of_department,中医科
肠道短路关节炎皮炎综合征,Treatment_of_department,骨科
肠道短路关节炎皮炎综合征,Treatment_of_department,中医科
脱疽,Treatment_of_department,中医科
视瞻昏渺,Treatment_of_department,中医科
痰毒,Treatment_of_department,中医科
痰毒,Treatment_of_department,呼吸内科
反复紧张性损伤症,Treatment_of_department,中医科
妊娠恶阻,Treatment_of_department,中医科
妊娠恶阻,Treatment_of_department,产科
肺衰,Treatment_of_department,中医科
热汗,Treatment_of_department,中医科
暴痢,Treatment_of_department,消化内科
暴痢,Treatment_of_department,中医科
太阳病,Treatment_of_department,中医科
热秘,Treatment_of_department,中医科
聤耳,Treatment_of_department,中医科
聤耳,Treatment_of_department,耳鼻喉科
肉痉,Treatment_of_department,中医科
消中,Treatment_of_department,中医科
药物性狼疮,Treatment_of_department,风湿科
药物性狼疮,Treatment_of_department,中医科
维生素Ａ缺乏症所致的角膜溃疡病,Treatment_of_department,眼科
维生素Ａ缺乏症所致的角膜溃疡病,Treatment_of_department,中医科
肥疮,Treatment_of_department,中医科
肥疮,Treatment_of_department,皮肤科
运动员胸背与腰背痛,Treatment_of_department,骨科
运动员胸背与腰背痛,Treatment_of_department,针灸科
血证,Treatment_of_department,中医科
颈丛神经卡压症,Treatment_of_department,针灸科
颈丛神经卡压症,Treatment_of_department,神经内科
第一掌骨基底部骨折脱位,Treatment_of_department,骨科
第一掌骨基底部骨折脱位,Treatment_of_department,中医科
白痢,Treatment_of_department,消化内科
白痢,Treatment_of_department,中医科
节段性透明性血管炎,Treatment_of_department,风湿科
节段性透明性血管炎,Treatment_of_department,中医科
息积,Treatment_of_department,中医科
小儿疳眼,Treatment_of_department,中医科
小儿疳眼,Treatment_of_department,儿科
脾疳,Treatment_of_department,中医科
真菌性关节炎,Treatment_of_department,骨科
真菌性关节炎,Treatment_of_department,中医科
化脓性角膜炎,Treatment_of_department,眼科
化脓性角膜炎,Treatment_of_department,中医科
心厥,Treatment_of_department,中医科
心厥,Treatment_of_department,心血管内科
阴结,Treatment_of_department,中医科
科干综合征,Treatment_of_department,风湿科
科干综合征,Treatment_of_department,中医科
瓜藤缠,Treatment_of_department,皮肤科
瓜藤缠,Treatment_of_department,中医科
旋前圆肌综合征,Treatment_of_department,骨科
旋前圆肌综合征,Treatment_of_department,针灸科
囊痈,Treatment_of_department,中医科
儿童顿咳,Treatment_of_department,儿科
儿童顿咳,Treatment_of_department,中医科
痿证,Treatment_of_department,中医科
喉疮,Treatment_of_department,中医科
脏躁,Treatment_of_department,中医科
产后目病,Treatment_of_department,眼科
产后目病,Treatment_of_department,中医科
赤游丹,Treatment_of_department,中医科
锁喉毒,Treatment_of_department,中医科
淋病性关节炎,Treatment_of_department,骨科
淋病性关节炎,Treatment_of_department,中医科
肥大性骨关节病,Treatment_of_department,骨科
肥大性骨关节病,Treatment_of_department,中医科
丹痧,Treatment_of_department,中医科
嗜酸性粒细胞增多-肌痛综合征,Treatment_of_department,风湿科
嗜酸性粒细胞增多-肌痛综合征,Treatment_of_department,中医科
往来寒热,Treatment_of_department,中医科
视网膜色素上皮炎,Treatment_of_department,眼科
视网膜色素上皮炎,Treatment_of_department,中医科
有头疽,Treatment_of_department,中医科
脱囊,Treatment_of_department,中医科
脱囊,Treatment_of_department,皮肤科
脊髓灰质炎后遗症,Treatment_of_department,中医科
流注,Treatment_of_department,中医科
心瘅,Treatment_of_department,中医科
心瘅,Treatment_of_department,心血管内科
赤痢,Treatment_of_department,中医科
赤痢,Treatment_of_department,消化内科
飞扬喉,Treatment_of_department,中医科
跗骨与周围关节结核,Treatment_of_department,骨科
跗骨与周围关节结核,Treatment_of_department,针灸科
桡管综合征,Treatment_of_department,骨科
桡管综合征,Treatment_of_department,针灸科
肘关节强直与纤维性僵硬,Treatment_of_department,骨科
肘关节强直与纤维性僵硬,Treatment_of_department,中医科
办公室综合症,Treatment_of_department,中医科
办公室综合症,Treatment_of_department,体检保健科
脑痨,Treatment_of_department,中医科
脑痨,Treatment_of_department,神经内科
脑痨,Treatment_of_department,儿科
赤脉传睛,Treatment_of_department,眼科
赤脉传睛,Treatment_of_department,中医科
气瘤,Treatment_of_department,中医科
凉燥,Treatment_of_department,中医科
非结核性分枝杆菌关节炎,Treatment_of_department,骨科
非结核性分枝杆菌关节炎,Treatment_of_department,中医科
骨与关节结核,Treatment_of_department,骨科
骨与关节结核,Treatment_of_department,中医科
经行失眠,Treatment_of_department,中医科
子嗽,Treatment_of_department,中医科
复发性髌骨脱位,Treatment_of_department,骨科
复发性髌骨脱位,Treatment_of_department,中医科
鼠咬伤,Treatment_of_department,传染科
鼠咬伤,Treatment_of_department,中医科
婴幼儿舌下囊肿,Treatment_of_department,口腔科
婴幼儿舌下囊肿,Treatment_of_department,中医科
离位皮炎,Treatment_of_department,中医科
胎萎不长,Treatment_of_department,中医科
胎萎不长,Treatment_of_department,产科
慢性创伤性滑囊炎,Treatment_of_department,骨科
慢性创伤性滑囊炎,Treatment_of_department,中医科
中满,Treatment_of_department,中医科
精子增多症,Treatment_of_department,中医科
精子增多症,Treatment_of_department,肾内科
热入血室,Treatment_of_department,中医科
肩袖间隙分裂,Treatment_of_department,骨科
肩袖间隙分裂,Treatment_of_department,中医科
脉痹,Treatment_of_department,中医科
重舌,Treatment_of_department,中医科
麻疹样红斑型药疹,Treatment_of_department,皮肤科
麻疹样红斑型药疹,Treatment_of_department,中医科
肝著,Treatment_of_department,消化内科
肝著,Treatment_of_department,中医科
功能性呕吐,Treatment_of_department,消化内科
功能性呕吐,Treatment_of_department,内科
功能性呕吐,Treatment_of_department,中医科
输卵管结扎术后并发症,Treatment_of_department,中医科
虫积,Treatment_of_department,中医科
虫积,Treatment_of_department,儿科
气臌,Treatment_of_department,中医科
口糜,Treatment_of_department,中医科
五迟,Treatment_of_department,中医科
子痰,Treatment_of_department,中医科
子痰,Treatment_of_department,肾内科
子痰,Treatment_of_department,传染科
淋证,Treatment_of_department,中医科
休息痢,Treatment_of_department,中医科
休息痢,Treatment_of_department,消化内科
肛廔,Treatment_of_department,中医科
肛廔,Treatment_of_department,肛肠外科
内伤发热,Treatment_of_department,中医科
脾水,Treatment_of_department,中医科
圆翳内障,Treatment_of_department,中医科
圆翳内障,Treatment_of_department,眼科
肺痿,Treatment_of_department,中医科
颞骨和下颔骨关节异常,Treatment_of_department,骨科
颞骨和下颔骨关节异常,Treatment_of_department,中医科
营养缺乏性神经病变,Treatment_of_department,中医科
疰夏,Treatment_of_department,中医科
髋关节后脱位,Treatment_of_department,骨科
髋关节后脱位,Treatment_of_department,中医科
肩胛上神经卡压症,Treatment_of_department,骨科
肩胛上神经卡压症,Treatment_of_department,针灸科
妊娠热病,Treatment_of_department,中医科
膀胱气痛,Treatment_of_department,肾内科
膀胱气痛,Treatment_of_department,中医科
膀胱气痛,Treatment_of_department,泌尿外科
Morton跖头痛,Treatment_of_department,骨科
Morton跖头痛,Treatment_of_department,针灸科
经行舌麻,Treatment_of_department,中医科
阴痹,Treatment_of_department,中医科
肘内翻,Treatment_of_department,骨科
肘内翻,Treatment_of_department,中医科
肘内翻,Treatment_of_department,体检保健科
肩关节不稳定,Treatment_of_department,骨科
肩关节不稳定,Treatment_of_department,中医科
特发性股骨头坏死,Treatment_of_department,骨科
特发性股骨头坏死,Treatment_of_department,中医科
鼻疔,Treatment_of_department,耳鼻喉科
鼻疔,Treatment_of_department,中医科
白秃疮,Treatment_of_department,皮肤科
白秃疮,Treatment_of_department,中医科
肠道感染后反应性关节炎,Treatment_of_department,骨科
肠道感染后反应性关节炎,Treatment_of_department,中医科
长骨骨干结核,Treatment_of_department,骨科
长骨骨干结核,Treatment_of_department,针灸科
色素性紫癜性苔藓样皮病,Treatment_of_department,风湿科
色素性紫癜性苔藓样皮病,Treatment_of_department,中医科
痰浊眩晕,Treatment_of_department,中医科
痰浊眩晕,Treatment_of_department,呼吸内科
风痹,Treatment_of_department,中医科
尺管综合征,Treatment_of_department,骨科
尺管综合征,Treatment_of_department,针灸科
耳疮,Treatment_of_department,中医科
胆咳,Treatment_of_department,中医科
小儿泄泻,Treatment_of_department,中医科
小儿泄泻,Treatment_of_department,儿科
牙宣,Treatment_of_department,口腔科
牙宣,Treatment_of_department,中医科
慢脾风,Treatment_of_department,中医科
股外侧皮神经卡压综合征,Treatment_of_department,骨科
股外侧皮神经卡压综合征,Treatment_of_department,中医科
乙型肝炎病毒性关节炎,Treatment_of_department,骨科
乙型肝炎病毒性关节炎,Treatment_of_department,中医科
风轮湿热,Treatment_of_department,中医科
产后喘促,Treatment_of_department,中医科
产后喘促,Treatment_of_department,产科
黧黑斑,Treatment_of_department,中医科
颤证,Treatment_of_department,神经内科
颤证,Treatment_of_department,中医科
溃疡性结肠炎性关节炎,Treatment_of_department,骨科
溃疡性结肠炎性关节炎,Treatment_of_department,中医科
耳疖,Treatment_of_department,中医科
耳疖,Treatment_of_department,耳鼻喉科
姜片虫病,Treatment_of_department,中医科
姜片虫病,Treatment_of_department,传染科
产后血虚热,Treatment_of_department,中医科
雪盲,Treatment_of_department,眼科
雪盲,Treatment_of_department,中医科
阴茎痰核,Treatment_of_department,中医科
多发性肌炎-皮肌炎,Treatment_of_department,风湿科
多发性肌炎-皮肌炎,Treatment_of_department,中医科
心血瘀阻,Treatment_of_department,中医科
桡骨茎突部狭窄性腱鞘炎,Treatment_of_department,骨科
桡骨茎突部狭窄性腱鞘炎,Treatment_of_department,中医科
血疸,Treatment_of_department,中医科
湿痹,Treatment_of_department,中医科
外伤后头痛,Treatment_of_department,神经内科
外伤后头痛,Treatment_of_department,脑外科
外伤后头痛,Treatment_of_department,中医科
中心性渗出性脉络膜视网膜炎,Treatment_of_department,眼科
中心性渗出性脉络膜视网膜炎,Treatment_of_department,中医科
脑萎,Treatment_of_department,神经内科
脑萎,Treatment_of_department,中医科
复发性多软骨炎,Treatment_of_department,骨科
复发性多软骨炎,Treatment_of_department,中医科
症瘕,Treatment_of_department,中医科
症瘕,Treatment_of_department,妇科
寒湿泄泻,Treatment_of_department,消化内科
寒湿泄泻,Treatment_of_department,中医科
小肠虚寒,Treatment_of_department,中医科
溢饮,Treatment_of_department,中医科
气疝,Treatment_of_department,中医科
喉气囊肿,Treatment_of_department,耳鼻喉科
喉气囊肿,Treatment_of_department,中医科
下消,Treatment_of_department,中医科
脾约,Treatment_of_department,中医科
面游风,Treatment_of_department,中医科
耳痈,Treatment_of_department,中医科
耳痈,Treatment_of_department,耳鼻喉科
产后痉症,Treatment_of_department,产科
产后痉症,Treatment_of_department,中医科
白膜侵睛,Treatment_of_department,眼科
白膜侵睛,Treatment_of_department,中医科
阳虚发热,Treatment_of_department,中医科
阴缩,Treatment_of_department,中医科
痹证,Treatment_of_department,中医科
心咳,Treatment_of_department,中医科
抗磷脂抗体综合征,Treatment_of_department,风湿科
抗磷脂抗体综合征,Treatment_of_department,中医科
伤食泄泻,Treatment_of_department,中医科
伤食泄泻,Treatment_of_department,消化内科
髌骨骨软骨病,Treatment_of_department,骨科
髌骨骨软骨病,Treatment_of_department,中医科
巴特综合征,Treatment_of_department,肾内科
巴特综合征,Treatment_of_department,中医科
股神经卡压综合征,Treatment_of_department,骨科
股神经卡压综合征,Treatment_of_department,针灸科
小肠实热,Treatment_of_department,中医科
气虚眩晕,Treatment_of_department,中医科
肝咳,Treatment_of_department,中医科
急淋,Treatment_of_department,中医科
产后伤食,Treatment_of_department,中医科
慢惊风,Treatment_of_department,中医科
慢惊风,Treatment_of_department,神经内科
精瘀证,Treatment_of_department,中医科
热毒冲心,Treatment_of_department,中医科
髌骨不稳定,Treatment_of_department,骨科
髌骨不稳定,Treatment_of_department,中医科
目劄病,Treatment_of_department,中医科
胃纳呆滞,Treatment_of_department,消化内科
胃纳呆滞,Treatment_of_department,中医科
弹响肩胛,Treatment_of_department,骨科
弹响肩胛,Treatment_of_department,中医科
妇女咳嗽性遗尿,Treatment_of_department,中医科
耳疔,Treatment_of_department,中医科
耳疔,Treatment_of_department,耳鼻喉科
水疝,Treatment_of_department,中医科
吸烟中毒症,Treatment_of_department,中医科
厥阴头痛,Treatment_of_department,中医科
痰积,Treatment_of_department,中医科
痰积,Treatment_of_department,呼吸内科
筋痿,Treatment_of_department,中医科
脾劳,Treatment_of_department,中医科
阴部神经干痛,Treatment_of_department,针灸科
阴部神经干痛,Treatment_of_department,神经内科
癃闭,Treatment_of_department,中医科
百合病,Treatment_of_department,中医科
胎盘部分残留,Treatment_of_department,中医科
胎盘部分残留,Treatment_of_department,产科
跖管综合征,Treatment_of_department,骨科
跖管综合征,Treatment_of_department,针灸科
漆疮,Treatment_of_department,中医科
棘上韧带损伤,Treatment_of_department,骨科
棘上韧带损伤,Treatment_of_department,针灸科
寒冷性脂膜炎,Treatment_of_department,风湿科
寒冷性脂膜炎,Treatment_of_department,中医科
羊胡疮,Treatment_of_department,皮肤科
羊胡疮,Treatment_of_department,中医科
肺胀,Treatment_of_department,中医科
肺胀,Treatment_of_department,呼吸内科
行经泄泻,Treatment_of_department,中医科
跟骨骨骺骨软骨病,Treatment_of_department,骨科
跟骨骨骺骨软骨病,Treatment_of_department,针灸科
毒热侵肤,Treatment_of_department,中医科
回奶,Treatment_of_department,中医科
回奶,Treatment_of_department,产科
项痹,Treatment_of_department,中医科
项痹,Treatment_of_department,神经内科
硬肿症,Treatment_of_department,风湿科
硬肿症,Treatment_of_department,中医科
踝关节结核,Treatment_of_department,骨科
踝关节结核,Treatment_of_department,针灸科
小儿流涎症,Treatment_of_department,中医科
疳,Treatment_of_department,中医科
疳,Treatment_of_department,儿科
浸淫疮,Treatment_of_department,中医科
网状青斑和青斑性血管炎,Treatment_of_department,风湿科
网状青斑和青斑性血管炎,Treatment_of_department,中医科
郁证,Treatment_of_department,中医科
胎漏,Treatment_of_department,中医科
胎漏,Treatment_of_department,产科
夹色伤寒,Treatment_of_department,中医科
干血痨,Treatment_of_department,中医科
气秘,Treatment_of_department,中医科
喉痹,Treatment_of_department,耳鼻喉科
喉痹,Treatment_of_department,中医科
外耳道疖肿,Treatment_of_department,耳鼻喉科
外耳道疖肿,Treatment_of_department,中医科
肝热病,Treatment_of_department,中医科
肝热病,Treatment_of_department,肝病
干呕,Treatment_of_department,中医科
肘管综合征,Treatment_of_department,骨科
肘管综合征,Treatment_of_department,针灸科
心血虚,Treatment_of_department,中医科
肺咳,Treatment_of_department,中医科
肺咳,Treatment_of_department,呼吸内科
秋燥,Treatment_of_department,中医科
疔疮,Treatment_of_department,中医科
疔疮,Treatment_of_department,皮肤科
色欲伤,Treatment_of_department,中医科
过敏性眼睑皮肤炎,Treatment_of_department,眼科
过敏性眼睑皮肤炎,Treatment_of_department,皮肤科
过敏性眼睑皮肤炎,Treatment_of_department,中医科
视网膜中央静脉阻塞,Treatment_of_department,眼科
视网膜中央静脉阻塞,Treatment_of_department,中医科
大疱性类天疱疮,Treatment_of_department,皮肤科
大疱性类天疱疮,Treatment_of_department,中医科
肠郁,Treatment_of_department,中医科
肠郁,Treatment_of_department,消化内科
阴虚发热,Treatment_of_department,中医科
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,Treatment_of_department,骨科
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,Treatment_of_department,中医科
阴汗,Treatment_of_department,中医科
舌咽神经痛,Treatment_of_department,神经内科
舌咽神经痛,Treatment_of_department,脑外科
舌咽神经痛,Treatment_of_department,针灸科
皲裂疮,Treatment_of_department,中医科
皲裂疮,Treatment_of_department,皮肤科
燥邪犯肺,Treatment_of_department,中医科
燥邪犯肺,Treatment_of_department,呼吸内科
温热,Treatment_of_department,中医科
瘰疬,Treatment_of_department,中医科
慢性肠炎,Treatment_of_department,中医科
慢性肠炎,Treatment_of_department,消化内科
五更泄,Treatment_of_department,中医科
肾咳,Treatment_of_department,中医科
痰火,Treatment_of_department,中医科
痰火,Treatment_of_department,呼吸内科
产后劳伤,Treatment_of_department,产科
产后劳伤,Treatment_of_department,中医科
中风后遗症,Treatment_of_department,中医科
肝火犯肺,Treatment_of_department,中医科
肝火犯肺,Treatment_of_department,呼吸内科
多形性日光疹,Treatment_of_department,皮肤科
多形性日光疹,Treatment_of_department,中医科
急性蜂窝组织炎,Treatment_of_department,皮肤科
急性蜂窝组织炎,Treatment_of_department,中医科
暑湿,Treatment_of_department,中医科
食滞胃脘主证,Treatment_of_department,中医科
女子梦交,Treatment_of_department,中医科
荨麻疹型药疹,Treatment_of_department,皮肤科
荨麻疹型药疹,Treatment_of_department,中医科
细菌性咽扁桃体炎,Treatment_of_department,耳鼻喉科
细菌性咽扁桃体炎,Treatment_of_department,呼吸内科
细菌性咽扁桃体炎,Treatment_of_department,儿科
混合性结缔组织病,Treatment_of_department,风湿科
混合性结缔组织病,Treatment_of_department,中医科
白睛溢血,Treatment_of_department,眼科
白睛溢血,Treatment_of_department,中医科
月劳病,Treatment_of_department,中医科
小儿食积,Treatment_of_department,中医科
未分化结缔组织病,Treatment_of_department,风湿科
未分化结缔组织病,Treatment_of_department,中医科
时行感冒,Treatment_of_department,中医科
时行感冒,Treatment_of_department,呼吸内科
时行感冒,Treatment_of_department,儿科
宿醉,Treatment_of_department,中医科
宿醉,Treatment_of_department,神经内科
