illness_name,complication,sickness
纵隔畸胎瘤,Treatment_of_department,脑脊液漏
原发性中枢神经系统淋巴瘤,Treatment_of_department,中枢神经系统白血病
多发性遗传性骨软骨瘤,Treatment_of_department,高钙血症
侵袭性指趾乳头状腺癌,Treatment_of_department,肺转移瘤
泪腺多形性腺瘤,Treatment_of_department,上睑下垂
黏膜相关样组织淋巴瘤,Treatment_of_department,功能性消化不良
脑室内脑膜瘤,Treatment_of_department,脑室炎
脑室内脑膜瘤,Treatment_of_department,脑脊液漏
脑室内脑膜瘤,Treatment_of_department,脑积水
咽畸胎瘤,Treatment_of_department,食管受压性吞咽困难
小儿颅内肿瘤,Treatment_of_department,脑干肿瘤
小儿颅内肿瘤,Treatment_of_department,癫痫
小儿颅内肿瘤,Treatment_of_department,脑疝
大肠血管瘤,Treatment_of_department,贫血
大肠血管瘤,Treatment_of_department,肠套叠
大肠血管瘤,Treatment_of_department,肠扭转
冬眠瘤,Treatment_of_department,恶性黑色素瘤
皮肤黏液瘤,Treatment_of_department,黏液纤维肉瘤
少枝胶质细胞瘤及间变少枝胶质细胞瘤,Treatment_of_department,脑出血
颅内脊索瘤,Treatment_of_department,眩晕
小肠平滑肌瘤,Treatment_of_department,消化道出血
小肠平滑肌瘤,Treatment_of_department,腹膜炎
小肠平滑肌瘤,Treatment_of_department,肠梗阻
神经鞘源性肿瘤,Treatment_of_department,多重肺部感染
小肠血管瘤,Treatment_of_department,肠套叠
小肠血管瘤,Treatment_of_department,肠梗阻
小肠血管瘤,Treatment_of_department,贫血
骨旁骨肉瘤,Treatment_of_department,贫血
脾良性肿瘤,Treatment_of_department,休克
继发性白血病,Treatment_of_department,多重肺部感染
继发性白血病,Treatment_of_department,脑出血
单发性毛鞘瘤,Treatment_of_department,败血症
乳头侵蚀性腺瘤病,Treatment_of_department,月经不调
乳头侵蚀性腺瘤病,Treatment_of_department,性冷淡
小儿肝肿瘤,Treatment_of_department,贫血
小儿肝肿瘤,Treatment_of_department,骨质疏松
小儿肝肿瘤,Treatment_of_department,黄疸
嗜酸性腺瘤,Treatment_of_department,肾嗜酸细胞瘤
实体肿瘤的肾损害,Treatment_of_department,肾病综合征
实体肿瘤的肾损害,Treatment_of_department,高尿酸血症
消化系癌伴血液病综合征,Treatment_of_department,贫血
继发性皮肤CD30阳性大细胞淋巴瘤,Treatment_of_department,细菌感染性肺炎
小脑幕脑膜瘤,Treatment_of_department,脑干损伤
枕骨大孔脑膜瘤,Treatment_of_department,球麻痹
副肿瘤性边缘系统脑炎,Treatment_of_department,遗忘综合征
毛发腺瘤,Treatment_of_department,结节病
心包间皮瘤,Treatment_of_department,心力衰竭
心包间皮瘤,Treatment_of_department,心肌梗塞
小儿色素沉着息肉综合征,Treatment_of_department,贫血
小儿色素沉着息肉综合征,Treatment_of_department,肠套叠
小儿色素沉着息肉综合征,Treatment_of_department,肠梗阻
毛盘瘤,Treatment_of_department,皮肤瘙痒症
淋巴管肉瘤,Treatment_of_department,细菌性肺炎
淋巴管肉瘤,Treatment_of_department,病毒性肺炎
骨良性纤维组织细胞瘤,Treatment_of_department,骨折
眼眶神经纤维瘤,Treatment_of_department,神经纤维瘤
外阴神经鞘瘤,Treatment_of_department,神经纤维瘤
胸腺小细胞癌,Treatment_of_department,重症肌无力
眼内转移性肿瘤,Treatment_of_department,眼球突出
眼内转移性肿瘤,Treatment_of_department,角膜葡萄肿
眼内转移性肿瘤,Treatment_of_department,角膜病变
毛囊皮脂腺囊性错构瘤,Treatment_of_department,脓毒症和菌血症
蝶骨脑膜瘤的眼眶病变,Treatment_of_department,面瘫
蝶骨脑膜瘤的眼眶病变,Treatment_of_department,癫痫
蝶骨脑膜瘤的眼眶病变,Treatment_of_department,脑梗死
膀胱嗜铬细胞瘤,Treatment_of_department,高血压危象
小儿卵巢肿瘤,Treatment_of_department,性早熟
恶性小汗腺螺旋腺瘤,Treatment_of_department,咯血
蝶骨嵴脑膜瘤眼部病变,Treatment_of_department,面瘫
蝶骨嵴脑膜瘤眼部病变,Treatment_of_department,癫痫
植物神经系统肿瘤,Treatment_of_department,贫血
小肠纤维瘤,Treatment_of_department,肠梗阻
小肠纤维瘤,Treatment_of_department,消化道出血
网膜肿瘤,Treatment_of_department,贫血
网膜肿瘤,Treatment_of_department,便秘
骨膜性软骨肉瘤,Treatment_of_department,皮肤软骨瘤
急性杂合性白血病,Treatment_of_department,中枢神经系统白血病
Turcot综合征,Treatment_of_department,肠梗阻
原发性心脏肿瘤,Treatment_of_department,贫血
膀胱葡萄状肉瘤,Treatment_of_department,神经纤维瘤病
涎腺的未分化癌,Treatment_of_department,淋巴结炎
涎腺的未分化癌,Treatment_of_department,淋巴管炎
获得性免疫缺陷综合征相关淋巴瘤,Treatment_of_department,消化道出血
小儿松果体区肿瘤,Treatment_of_department,脑积水
小儿松果体区肿瘤,Treatment_of_department,尿崩症
小儿松果体区肿瘤,Treatment_of_department,性早熟
小儿髓母细胞瘤,Treatment_of_department,脑积水
家族性黏液血管纤维瘤,Treatment_of_department,骨折
嗅沟脑膜瘤,Treatment_of_department,脑脊液漏
矢状窦旁脑膜瘤,Treatment_of_department,空气栓塞
副肿瘤性小脑变性,Treatment_of_department,痴呆
心包胸腺瘤,Treatment_of_department,心包积液
脉络膜骨瘤,Treatment_of_department,视网膜下新生血管膜
枕叶肿瘤,Treatment_of_department,视束病变
枕叶肿瘤,Treatment_of_department,视神经萎缩
生殖道肿瘤皮肤转移,Treatment_of_department,子宫内膜癌
皮肤脑膜瘤,Treatment_of_department,多重肺部感染
皮肤脑膜瘤,Treatment_of_department,脊柱侧凸
肢端纤维角化瘤,Treatment_of_department,内伤发热
左房恶性黏液瘤,Treatment_of_department,动脉栓塞
小肠脂肪瘤,Treatment_of_department,消化道出血
小肠脂肪瘤,Treatment_of_department,贫血
小肠脂肪瘤,Treatment_of_department,肠套叠
右心房与下腔静脉平滑肌瘤,Treatment_of_department,胸腔积液
眼眶嗜酸性肉芽肿,Treatment_of_department,角膜炎
眼眶嗜酸性肉芽肿,Treatment_of_department,泪腺炎
骨外软骨肉瘤,Treatment_of_department,贫血
骨神经纤维瘤,Treatment_of_department,先天性胫骨假关节
肉瘤皮肤转移,Treatment_of_department,肝癌
十二指肠平滑肌肉瘤,Treatment_of_department,黄疸
外伤性乳糜胸,Treatment_of_department,脱水
软骨样汗管瘤,Treatment_of_department,营养代谢障碍疾病
顶叶肿瘤,Treatment_of_department,褥疮
骨外骨肉瘤,Treatment_of_department,贫血
纵隔非霍奇金淋巴瘤,Treatment_of_department,食管源性胸痛
小汗腺汗管纤维腺瘤,Treatment_of_department,化脓性汗腺炎
外阴肿瘤合并妊娠,Treatment_of_department,阴道炎
岩骨斜坡脑膜瘤,Treatment_of_department,脑脊液漏
岩骨斜坡脑膜瘤,Treatment_of_department,脑干损伤
软骨黏液样纤维瘤,Treatment_of_department,骨折
软骨黏液样纤维瘤,Treatment_of_department,软骨肉瘤
反分化软骨肉瘤,Treatment_of_department,软骨肉瘤
左心室恶性施万瘤,Treatment_of_department,心绞痛
梭形细胞血管内皮细胞瘤,Treatment_of_department,血管内皮瘤
弥漫型间皮瘤,Treatment_of_department,肺癌
弥漫型间皮瘤,Treatment_of_department,胸腔积液
心脏转移性恶性黑色素瘤,Treatment_of_department,心包炎
心脏转移性恶性黑色素瘤,Treatment_of_department,心力衰竭
脑膜肉瘤,Treatment_of_department,高颅压性脑积水
颅内黑色素瘤,Treatment_of_department,脑疝
颅内黑色素瘤,Treatment_of_department,脑积水
囊周围纤维瘤毛,Treatment_of_department,结肠息肉
囊周围纤维瘤毛,Treatment_of_department,纤维毛囊瘤
眼眶神经鞘瘤,Treatment_of_department,神经纤维瘤
胰岛细胞类癌,Treatment_of_department,贫血
周围性软骨肉瘤,Treatment_of_department,周围性软骨肉瘤
周围性软骨肉瘤,Treatment_of_department,肿胀
胆道华支睾吸虫病,Treatment_of_department,胆囊炎
胆道华支睾吸虫病,Treatment_of_department,急性胆囊炎
胆道华支睾吸虫病,Treatment_of_department,慢性胆囊炎
骨外尤文氏瘤,Treatment_of_department,转移性骨肿瘤
小儿颅咽管瘤,Treatment_of_department,意识障碍
小儿颅咽管瘤,Treatment_of_department,癫痫
小儿颅咽管瘤,Treatment_of_department,尿崩症
脑膜转移瘤,Treatment_of_department,婴儿指趾纤维瘤病
脑膜转移瘤,Treatment_of_department,筋瘤
脑膜转移瘤,Treatment_of_department,脑血管瘤
眼眶转移性肿瘤,Treatment_of_department,眼球内陷
睫状体黑色素瘤,Treatment_of_department,前房积血与青光眼
睫状体黑色素瘤,Treatment_of_department,继发于无晶状体眼和人工晶状体眼的青光眼
睫状体黑色素瘤,Treatment_of_department,脉络膜脱离型视网膜脱离
淋巴瘤引起的肾损害,Treatment_of_department,肾衰
淋巴瘤引起的肾损害,Treatment_of_department,肾静脉血栓
微囊肿腺癌,Treatment_of_department,结节病
转移性小肠肿瘤,Treatment_of_department,肠梗阻
转移性小肠肿瘤,Treatment_of_department,腹膜炎
小儿软骨营养障碍-血管瘤综合征,Treatment_of_department,营养不良
结肠平滑肌瘤,Treatment_of_department,消化道出血
结肠平滑肌瘤,Treatment_of_department,肠梗阻
神经纤维肉瘤,Treatment_of_department,脑脊液漏
非典型纤维黄色瘤,Treatment_of_department,结节病
眼部神经纤维瘤病,Treatment_of_department,眼眶神经鞘瘤
眼部神经纤维瘤病,Treatment_of_department,脑膜瘤
外阴神经纤维瘤,Treatment_of_department,神经纤维瘤
眼眶脂肪肉瘤,Treatment_of_department,角膜炎
眼眶脂肪肉瘤,Treatment_of_department,眼球突出症
胸壁骨肿瘤,Treatment_of_department,胸壁软组织肿瘤
毛囊漏斗肿瘤,Treatment_of_department,肿胀
透明细胞软骨肉瘤,Treatment_of_department,软骨肉瘤
透明细胞软骨肉瘤,Treatment_of_department,骨膜性软骨肉瘤
鼻窦鳞状细胞癌的眼部病变,Treatment_of_department,视神经萎缩
生乳头汗管囊腺瘤,Treatment_of_department,皮脂腺痣
胸壁软组织肿瘤,Treatment_of_department,肺脓肿
嗜碱性粒细胞增多症,Treatment_of_department,急性粒细胞缺乏
胃肠道癌皮肤转移,Treatment_of_department,肝癌
胃肠道癌皮肤转移,Treatment_of_department,肺癌
肺假性淋巴瘤,Treatment_of_department,高尿酸血症
椎管内脊膜瘤,Treatment_of_department,脑脊液漏
毛根鞘癌,Treatment_of_department,鳞状细胞癌
良性纤维组织细胞瘤,Treatment_of_department,骨折
卵巢宫内膜样肿瘤,Treatment_of_department,经行发热
老年人大肠肿瘤,Treatment_of_department,肠梗阻
老年人大肠肿瘤,Treatment_of_department,急性腹膜炎
骨神经鞘瘤,Treatment_of_department,骨折
老年人胆囊癌,Treatment_of_department,肝脓肿
老年人胆囊癌,Treatment_of_department,胰腺炎
小儿骶尾部畸胎瘤,Treatment_of_department,便秘
骨的原发性淋巴瘤,Treatment_of_department,贫血
胰岛功能性β细胞瘤,Treatment_of_department,黄疸
腹壁纤维肉瘤,Treatment_of_department,贫血
青少年及小儿阴道透明细胞癌,Treatment_of_department,尿路感染
膀胱平滑肌瘤,Treatment_of_department,子宫肌瘤
眼眶脂肪瘤,Treatment_of_department,眼球突出
阴道转移性肿瘤,Treatment_of_department,外阴炎
脉络丛乳头状瘤,Treatment_of_department,蛛网膜下腔出血
膀胱平滑肌肉瘤,Treatment_of_department,急性失血性贫血
皮肤平滑肌瘤,Treatment_of_department,软组织肿瘤
皮肤平滑肌瘤,Treatment_of_department,脂肪瘤
遗传性多发性骨软骨瘤,Treatment_of_department,骨折
头部鳞状细胞癌,Treatment_of_department,淋巴癌
良性脂肪母细胞瘤,Treatment_of_department,血管瘤
良性脂肪母细胞瘤,Treatment_of_department,红细胞增多症
第三脑室肿瘤,Treatment_of_department,性早熟
皮肤软骨瘤,Treatment_of_department,骨折
脾脏原发性恶性肿瘤,Treatment_of_department,肠梗阻
咽部神经鞘膜瘤,Treatment_of_department,消化道出血
血管周细胞瘤,Treatment_of_department,软组织肿瘤
胃肠道癌转移卵巢,Treatment_of_department,输卵管炎
胸腺类癌,Treatment_of_department,重症肌无力
肝上皮样血管内皮细胞瘤,Treatment_of_department,肉瘤
掌跖纤维瘤病,Treatment_of_department,肝硬化
掌跖纤维瘤病,Treatment_of_department,糖尿病
掌跖纤维瘤病,Treatment_of_department,癫痫
卵巢纤维组织来源肿瘤,Treatment_of_department,纤维肉瘤
老年人非霍奇金恶性淋巴肿瘤,Treatment_of_department,肠梗阻
老年人非霍奇金恶性淋巴肿瘤,Treatment_of_department,高原脑水肿
老年人非霍奇金恶性淋巴肿瘤,Treatment_of_department,高血压
皮肤腺样囊性癌,Treatment_of_department,肺转移瘤
上皮样囊肿,Treatment_of_department,脑膜炎
上皮样囊肿,Treatment_of_department,脑脊液漏
阴道粒细胞肉瘤,Treatment_of_department,DF-2败血症的皮肤表现
软骨母细胞瘤,Treatment_of_department,动脉瘤样骨囊肿
复发性腹膜后肿瘤,Treatment_of_department,低钾血症
复发性腹膜后肿瘤,Treatment_of_department,贫血
复发性腹膜后肿瘤,Treatment_of_department,急性腹膜炎
泪腺混合瘤,Treatment_of_department,眼球突出
泪腺混合瘤,Treatment_of_department,肝癌
血管内皮瘤,Treatment_of_department,肺转移性肿瘤
毛细淋巴管瘤,Treatment_of_department,蜂窝织炎
毛细淋巴管瘤,Treatment_of_department,淋巴管炎
外阴梅克尔细胞癌,Treatment_of_department,毛发上皮瘤
外阴恶性颗粒细胞瘤,Treatment_of_department,肺转移瘤
外阴淋巴管瘤,Treatment_of_department,脉管炎
心包肿瘤,Treatment_of_department,胸腔积液
心包肿瘤,Treatment_of_department,肺不张
心包肿瘤,Treatment_of_department,心包积液
椎管内转移性肿瘤,Treatment_of_department,脊椎结核并发截瘫
外阴尤因肉瘤,Treatment_of_department,脂肪瘤
蝶骨嵴脑膜瘤,Treatment_of_department,锥体外系疾病
恶性蓝痣,Treatment_of_department,青光眼
恶性蓝痣,Treatment_of_department,白内障
皮脂腺上皮瘤,Treatment_of_department,脓毒症和菌血症
骨纤维肉瘤,Treatment_of_department,骨折
皮肤神经瘤,Treatment_of_department,皮肤神经瘤
颞叶肿瘤,Treatment_of_department,癫痫
胰高血糖素瘤,Treatment_of_department,口角炎
胰高血糖素瘤,Treatment_of_department,贫血
胰高血糖素瘤,Treatment_of_department,痴呆
眼睑基底细胞癌,Treatment_of_department,结膜炎
颅内生殖细胞瘤,Treatment_of_department,意识障碍
颅内生殖细胞瘤,Treatment_of_department,应激性溃疡
小肠原发性恶性淋巴瘤,Treatment_of_department,贫血
小肠原发性恶性淋巴瘤,Treatment_of_department,肠梗阻
小肠原发性恶性淋巴瘤,Treatment_of_department,肠套叠
髓内肿瘤,Treatment_of_department,脑脊液漏
外阴纤维瘤,Treatment_of_department,外阴肿瘤
头-面血管瘤综合征,Treatment_of_department,青光眼
头-面血管瘤综合征,Treatment_of_department,视神经萎缩
头-面血管瘤综合征,Treatment_of_department,脊柱裂
多发内生软骨瘤病,Treatment_of_department,肿胀
原发性腹膜后肿瘤,Treatment_of_department,贫血
原发性腹膜后肿瘤,Treatment_of_department,低钾血症
原发性腹膜后肿瘤,Treatment_of_department,拉肚子
肾盂肿瘤,Treatment_of_department,贫血
上皮样肉瘤,Treatment_of_department,气胸
骨纤维结构不良,Treatment_of_department,骨折
非骨化性纤维瘤,Treatment_of_department,骨折
淋巴瘤样肉芽肿,Treatment_of_department,呼吸性细支气管炎间质肺病
淋巴瘤样肉芽肿,Treatment_of_department,老年人呼吸衰竭
淋巴瘤样肉芽肿,Treatment_of_department,小儿呼吸衰竭
CD30阳性皮肤T细胞淋巴瘤,Treatment_of_department,细菌感染性肺炎
外阴血管瘤,Treatment_of_department,血管瘤
食管其他恶性肿瘤,Treatment_of_department,食道癌
甲良性肿瘤,Treatment_of_department,平滑肌瘤
甲良性肿瘤,Treatment_of_department,甲状腺瘤
颅骨纤维异常增生症,Treatment_of_department,脑脊液漏
骨母细胞瘤,Treatment_of_department,骨肉瘤
硬纤维瘤,Treatment_of_department,创伤性溃疡
肺转移性肿瘤,Treatment_of_department,肺炎
原发性鼻腔淋巴瘤,Treatment_of_department,结节病
外阴恶性淋巴瘤,Treatment_of_department,外阴炎
外阴卵黄囊瘤,Treatment_of_department,急性女阴溃疡
外阴脂肪瘤,Treatment_of_department,脂肪瘤
黑棘皮瘤,Treatment_of_department,色素痣
室管膜肿瘤,Treatment_of_department,脑出血
外阴假上皮瘤样增生,Treatment_of_department,外阴癌
老年人肾癌,Treatment_of_department,贫血
老年人肾癌,Treatment_of_department,血尿
多发性软骨瘤,Treatment_of_department,骨软骨瘤
颌面部神经纤维瘤,Treatment_of_department,结节病
肝脏炎性假瘤,Treatment_of_department,门静脉高压
自主性高功能性甲状腺腺瘤,Treatment_of_department,甲亢
阑尾腺癌,Treatment_of_department,肠梗阻
皮下T细胞淋巴瘤,Treatment_of_department,细菌感染性肺炎
腺泡细胞癌,Treatment_of_department,淋巴瘤
乳腺癌肉瘤,Treatment_of_department,乳头内陷
原发性乳腺恶性淋巴瘤,Treatment_of_department,颈部淋巴结转移癌
腹膜假黏液瘤,Treatment_of_department,肠梗阻
腹膜假黏液瘤,Treatment_of_department,腹膜炎
腹膜假黏液瘤,Treatment_of_department,幽门梗阻
卵巢卵黄囊瘤,Treatment_of_department,卵巢癌
子宫颈残端癌,Treatment_of_department,输卵管炎
光化性角化病,Treatment_of_department,高分化鳞癌
外阴汗腺腺癌,Treatment_of_department,外阴炎
颅内脂肪瘤,Treatment_of_department,漏斗胸
颅内脂肪瘤,Treatment_of_department,唇裂
阴道平滑肌肉瘤,Treatment_of_department,尿毒症
乳头状囊腺癌,Treatment_of_department,面瘫
多发性骨髓瘤病肾病,Treatment_of_department,肺炎
多发性骨髓瘤病肾病,Treatment_of_department,败血症
卵巢浆液性肿瘤,Treatment_of_department,肠炎
眼眶假瘤,Treatment_of_department,暴露性角膜炎
眼眶假瘤,Treatment_of_department,角膜炎
外阴良性肿瘤,Treatment_of_department,外阴卵黄囊瘤
外阴良性肿瘤,Treatment_of_department,外阴淋巴管瘤
外阴良性肿瘤,Treatment_of_department,外阴表皮内瘤变
恶性肿瘤所致贫血,Treatment_of_department,微血管病性溶血性贫血
大脑凸面脑膜瘤,Treatment_of_department,脑膜炎
骨化性纤维瘤,Treatment_of_department,骨髓炎
颅内转移瘤,Treatment_of_department,眼球震颤
恶性脑膜瘤,Treatment_of_department,高颅压性脑积水
小肠腺癌,Treatment_of_department,消化道出血
小肠腺癌,Treatment_of_department,贫血
小肠腺癌,Treatment_of_department,黄疸
生殖细胞瘤,Treatment_of_department,慢性淋巴结炎
阴道内胚窦瘤,Treatment_of_department,外阴炎
阴道内胚窦瘤,Treatment_of_department,肺转移瘤
原发性甲状腺恶性淋巴瘤,Treatment_of_department,结节性甲状腺肿
原发性甲状腺恶性淋巴瘤,Treatment_of_department,甲状腺炎
皮肤淋巴细胞瘤,Treatment_of_department,小螺菌感染
上皮样血管内皮细胞瘤,Treatment_of_department,结节病
脑膜癌病,Treatment_of_department,癫痫发作与癫痫综合征
脑膜癌病,Treatment_of_department,脑瘤
妊娠合并宫颈癌,Treatment_of_department,尿毒症
原发性纵隔肿瘤,Treatment_of_department,重症肌无力
原发性纵隔肿瘤,Treatment_of_department,甲亢
骨恶性淋巴瘤,Treatment_of_department,骨折
外阴平滑肌瘤,Treatment_of_department,肉瘤
外阴平滑肌肉瘤,Treatment_of_department,外阴炎
外阴汗管瘤,Treatment_of_department,汗管瘤
成人T细胞白血病,Treatment_of_department,败血症肾损害
胃肠道伴癌综合征,Treatment_of_department,褥疮
青少年及小儿阴道肉瘤,Treatment_of_department,尿毒症
阴道横纹肌肉瘤,Treatment_of_department,血尿
海绵状淋巴管瘤,Treatment_of_department,肺炎
绝经后卵巢恶性肿瘤,Treatment_of_department,休克
绝经后卵巢恶性肿瘤,Treatment_of_department,腹膜炎
原发性乳腺淋巴瘤,Treatment_of_department,乳房结核
外阴基底细胞癌,Treatment_of_department,恶性黑色素瘤
外阴基底细胞癌,Treatment_of_department,乳腺癌
外阴基底细胞癌,Treatment_of_department,皮肤癌
腹膜后脂肪瘤,Treatment_of_department,急性肠梗阻
腹膜后脂肪瘤,Treatment_of_department,小肠梗阻
腹膜后脂肪瘤,Treatment_of_department,肾盂输尿管连接部梗阻
阴道上皮内瘤样变,Treatment_of_department,直肠损伤
咽部脊索瘤,Treatment_of_department,耳聋
骨膜软骨瘤,Treatment_of_department,软骨瘤
卵巢黏液性肿瘤,Treatment_of_department,腹膜假黏液瘤
卵巢黏液性肿瘤,Treatment_of_department,肠梗阻
大肠平滑肌肉瘤,Treatment_of_department,肠梗阻
输卵管癌三联症,Treatment_of_department,宫腔积脓
尿道旁腺癌,Treatment_of_department,阴道炎
中枢神经细胞瘤,Treatment_of_department,高原脑水肿
中枢神经细胞瘤,Treatment_of_department,脑膜炎
腺泡状软组织肉瘤,Treatment_of_department,骨肉瘤
肝血管平滑肌脂肪瘤,Treatment_of_department,气腹痛
卵巢支持-间质细胞瘤,Treatment_of_department,老年人急腹症
卵巢支持-间质细胞瘤,Treatment_of_department,性早熟
外科颈动脉体瘤,Treatment_of_department,动脉瘤
外科颈动脉体瘤,Treatment_of_department,神经纤维瘤
外科颈动脉体瘤,Treatment_of_department,淋巴瘤
多发性脑膜瘤,Treatment_of_department,脑出血
小儿神经母细胞瘤,Treatment_of_department,贫血
小儿神经母细胞瘤,Treatment_of_department,高血压
小儿神经母细胞瘤,Treatment_of_department,锥体外系疾病
小肠类癌,Treatment_of_department,肠梗阻
小肠类癌,Treatment_of_department,肠套叠
小肠类癌,Treatment_of_department,哮喘
原发性脾淋巴瘤,Treatment_of_department,休克
皮下脂膜炎性T细胞淋巴瘤,Treatment_of_department,皮下T细胞淋巴瘤
成软骨细胞瘤,Treatment_of_department,贫血
外科淋巴管瘤,Treatment_of_department,败血症肾损害
额叶肿瘤,Treatment_of_department,褥疮
浅表性皮肤脂肪瘤痣,Treatment_of_department,胶样粟丘疹
涎腺混合瘤,Treatment_of_department,面瘫
涎腺混合瘤,Treatment_of_department,涎瘘
肝错构瘤,Treatment_of_department,贫血
脾动脉瘤,Treatment_of_department,肠梗阻
视神经胶质瘤,Treatment_of_department,癫痫
视神经胶质瘤,Treatment_of_department,呕吐
中枢神经系统淋巴瘤,Treatment_of_department,癫痫
第四脑室肿瘤,Treatment_of_department,视神经萎缩
侧脑室肿瘤,Treatment_of_department,脑积水
侧脑室肿瘤,Treatment_of_department,脑疝
大肠脂肪瘤,Treatment_of_department,贫血
大肠脂肪瘤,Treatment_of_department,肠梗阻
大肠脂肪瘤,Treatment_of_department,肠套叠
肾嗜酸细胞瘤,Treatment_of_department,腰痛-血尿综合征
绿色瘤,Treatment_of_department,肿胀
蕈样肉芽肿,Treatment_of_department,脓毒症和菌血症
鼻窦鳞状细胞癌,Treatment_of_department,视神经萎缩
乳头状汗腺腺瘤,Treatment_of_department,脓毒症和菌血症
成纤维性纤维瘤,Treatment_of_department,骨纤维肉瘤
外阴浸润性鳞癌,Treatment_of_department,阴道炎
外阴大汗腺瘤,Treatment_of_department,腺瘤
大颗粒淋巴细胞白血病,Treatment_of_department,骨髓纤维化
网膜囊肿,Treatment_of_department,肠梗阻
网膜囊肿,Treatment_of_department,肠扭转
网膜囊肿,Treatment_of_department,网膜炎
食管肉瘤,Treatment_of_department,食管裂孔疝
食管肉瘤,Treatment_of_department,食道癌
浆细胞白血病,Treatment_of_department,多发性骨髓瘤
血管纤维瘤,Treatment_of_department,慢性肉芽肿病
毛囊瘤,Treatment_of_department,纤维毛囊瘤
外阴纤维肉瘤,Treatment_of_department,外阴血管瘤
转移性胸膜肿瘤,Treatment_of_department,肺炎
转移性胸膜肿瘤,Treatment_of_department,胸腔积液
残胃淋巴瘤,Treatment_of_department,拉肚子
Gardner综合征,Treatment_of_department,消化道出血
十二指肠良性肿瘤,Treatment_of_department,黄疸
角化棘皮瘤,Treatment_of_department,红斑狼疮
角化棘皮瘤,Treatment_of_department,白血病
腹膜肿瘤,Treatment_of_department,复发性腹膜后肿瘤
腹膜肿瘤,Treatment_of_department,腹膜后脂肪瘤
腹膜肿瘤,Treatment_of_department,腹膜转移癌
尤文氏肉瘤,Treatment_of_department,贫血
尤文氏肉瘤,Treatment_of_department,胸腔积液
肠系膜肿瘤,Treatment_of_department,肠系膜动脉瘤
肠系膜肿瘤,Treatment_of_department,肠系膜囊肿
肠系膜肿瘤,Treatment_of_department,腹膜炎
肝血管肉瘤,Treatment_of_department,肝硬化
肝血管肉瘤,Treatment_of_department,溶血性贫血
肝血管肉瘤,Treatment_of_department,弥散性血管内凝血
胰岛素瘤,Treatment_of_department,垂体瘤
宫颈微小型浸润癌,Treatment_of_department,宫颈复发癌
急性髓细胞白血病,Treatment_of_department,中枢神经系统白血病
遗传性乳腺癌-卵巢癌综合征,Treatment_of_department,乳腺癌
乳房外湿疹样癌,Treatment_of_department,瘙痒症
慢性泪腺炎,Treatment_of_department,白血病
慢性泪腺炎,Treatment_of_department,淋巴瘤
乳腺纤维肉瘤,Treatment_of_department,肾衰
乳腺纤维肉瘤,Treatment_of_department,应激性溃疡
原发气管支气管肿瘤,Treatment_of_department,肺不张
膀胱腺癌,Treatment_of_department,急性失血性贫血
心肌梗塞并发左心室室壁瘤,Treatment_of_department,休克
心肌梗塞并发左心室室壁瘤,Treatment_of_department,高血压
心肌梗塞并发左心室室壁瘤,Treatment_of_department,咯血
精索恶性肿瘤,Treatment_of_department,精囊恶性肿瘤
脉络膜黑色素瘤,Treatment_of_department,青光眼
脉络膜黑色素瘤,Treatment_of_department,原发性视网膜脱离
原发性腹膜癌,Treatment_of_department,气腹痛
食管血管瘤,Treatment_of_department,食管破裂
肝海绵状血管瘤,Treatment_of_department,休克
肝海绵状血管瘤,Treatment_of_department,心力衰竭
阑尾肿瘤,Treatment_of_department,贫血
大肠类癌,Treatment_of_department,结肠息肉
卵巢未成熟畸胎瘤,Treatment_of_department,腹膜转移癌
眶脑膜瘤,Treatment_of_department,角膜炎
眶脑膜瘤,Treatment_of_department,肝脏肿瘤
老年人甲状腺癌,Treatment_of_department,结节性甲状腺肿
肛周肿瘤,Treatment_of_department,肠瘘
阴囊癌,Treatment_of_department,前列腺癌
阴囊癌,Treatment_of_department,膀胱癌
阴囊癌,Treatment_of_department,结肠癌
肺癌皮肤转移,Treatment_of_department,血管瘤
脑结核瘤,Treatment_of_department,脑积水
脑结核瘤,Treatment_of_department,血虚头痛
脑结核瘤,Treatment_of_department,偏头痛
中耳癌,Treatment_of_department,耳聋
中耳癌,Treatment_of_department,面瘫
背部弹力纤维瘤,Treatment_of_department,纤维瘤
淋巴管瘤,Treatment_of_department,恶性淋巴瘤
耳部恶性肿瘤,Treatment_of_department,中耳炎
外阴乳头状瘤,Treatment_of_department,阴道炎
腹膜转移癌,Treatment_of_department,肠扭转
腹膜转移癌,Treatment_of_department,肠梗阻
壶腹周围癌,Treatment_of_department,黄疸
壶腹周围癌,Treatment_of_department,胆汁性肝硬化
外阴肿瘤,Treatment_of_department,外阴肿瘤合并妊娠
颌骨癌,Treatment_of_department,口腔癌
多形性脂肪瘤,Treatment_of_department,缺血性坏死
绝经后子宫颈癌,Treatment_of_department,贫血
绝经后子宫颈癌,Treatment_of_department,休克
泌尿道肿瘤,Treatment_of_department,泌尿道肿瘤皮肤转移
复发性卵巢恶性肿瘤,Treatment_of_department,肠梗阻
星形细胞瘤,Treatment_of_department,小儿颅内出血
星形细胞瘤,Treatment_of_department,新生儿颅内出血
星形细胞瘤,Treatment_of_department,小儿脑水肿与颅内高压综合征
肾母细胞瘤,Treatment_of_department,肾病综合征
肾母细胞瘤,Treatment_of_department,肾衰
