name,detail,info_match
睫状血管检查法,睫状血管检查法是部检查的一种方法，主要是检查出是否有急性。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：乱用药。  2、检查时要求：不要粗暴行为。  不合宜人群：角膜没有充血或睫状充血。'}}"
巴氏或H-E染色检查,巴氏或H-E染色检查是对肿瘤细胞检查方法之一，两者的详细介绍：  (1)巴氏染色法：本法染色特点是细胞具有多色性颜色，色彩鲜艳多彩。涂片染色的透明性好，胞质颗粒分明，胞核结构清晰，如鳞状上皮过度角化细胞胞质呈橘黄色;角化细胞显粉红色;而角化前细胞显浅绿色或浅蓝色，适用于上皮细胞染色或观察阴道涂片中激素水平对上皮细胞的影响。此方法的缺点是染色程序比较复杂。  (2)苏木精—伊红(hemotoxylin eosin，HE)染色法：该方法染色透明度好，核与胞质对比鲜明。染色步骤简便，效果稳定。适用于痰液涂片，觖质核呈紫蓝色，胞质淡玫瑰红色，红细胞呈淡朱红色。,"{'price': {'price': '￥5-￥60'}, 'notice': {'notice': '不合宜人群： 没有  检查前禁忌：注意正常的生活饮食习惯，注意个人卫生。  检查时要求：积极配合医生'}}"
尿道抬举试验,是一项用于检查尿道功能是否正常的辅助检查方法。张力性的原因之一是后尿道支持组织削弱，颈下移，尿道膀胱后角消失，在腹压增加时，进一步下移的膀胱壁牵拉尿道括约肌使之开放，致尿失禁发生。抬高膀胱颈，重建尿道膀胱后角，可治疗尿失禁。  本试验通过抬高膀胱颈，观察有失禁，以判断是否有后尿道下垂。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：急性尿道炎、膀胱炎、阴道感染时禁做该试验。  检查前禁忌： 保持正常的睡眠及饮食。  检查时要求：试验时如手指压迫尿道，可能出现假阳性。'}}"
血管壁的检测,血管壁的检测是采用出血时间(BT)测定皮肤受特定条件外伤后，出血自然停止所需要的时间。用于检查血小板和血管功能。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：检查前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。体检前一天 的晚八时以后，应禁食。  2、检查时要求：抽血时应放松心情，避免因恐惧造成血管的收缩、增加采血的困难。  不合宜人群：无。'}}"
前锯肌肌力试验,前锯肌肌力试验是检查该肌有否瘫痪及瘫痪程度的方法。前锯肌的主要功能是该肌全部收缩时使肩胛骨靠近胸壁。该肌瘫痪时，则肩胛骨下角离开胸壁，呈“翼状肩畸形”。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：手臂或手掌本身损伤、残疾的患者。  检查前禁忌：检查前要选择光滑的墙壁，太过粗糙或凹凸不平的墙壁会使手掌擦伤。  检查时要求：手掌用力推抵墙壁时不要过度用力而使手臂受伤。'}}"
精液酸度,是指精液的酸碱值。精子在酸性环境下活动减弱，pH降低可能是慢性炎症所致，pH低于6时，即可导致精子死亡。,"{'price': {'price': '￥4-￥30'}, 'notice': {'notice': '精液检查各项指标是否准确，标本采集是最重要的一关。受检者在检查前应禁欲3～7天；采集精液以手淫法为好，禁止用性交中断采集（因失去一部分精液）；不能用避孕套采样（避孕套内滑石粉，可影响精子活动力）。应将一次射出精液全部留在清洁、干燥的容器中，精液采集后应保持在25～35℃条件下立即送检（＜25℃或＞35℃，超过2h后精子的活动力都会受到影响）。冬天送检时最好把标本放置在贴身的内衣口袋中。'}}"
肺吸虫皮内试验,吸虫是一项用于检查吸血虫的辅助检查方法。用稀释的肺吸虫成虫抗原做皮内注射，可检测病人有否相应的。若皮试阳性，说明病人有肺吸虫感染的可能。本试验可协助诊断，并用于流行病学调查。通过此项检查可以判断相应的病征。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌： 保持正常饮食及睡眠。  2、检查时要求：  （1）消毒用碘酒痕迹，需用75%乙醇脱碘拭去，以免影响皮试效果。  （2）注射30min后皮肤变化便开始消退，只有红晕尚可保持24h。  （3）若出现较重的全身反应，如脸部潮红、全身瘙痒、气喘、心悸或淋巴管炎等，需要脱敏、吸氧等对症处理。试验前应备好氧气，抢救药品及器械。  不合宜人群：急性感染，发热，急性传染病，皮肤病，局部损害等。'}}"
精液柠檬酸,精浆中的柠檬酸来自，以精浆含量最高，其作用是络和钙离子，通过与钙离子结合，而调节精浆钙离子的浓度，并影响射精后精液凝固与液化过程;具有前列腺激活剂的作用从而影响精子的活力。,"{'price': {'price': '￥20-￥35'}, 'notice': {'notice': '采集精液前：采集精液前必须停止性生活2～7天，并且不得有自慰、梦遗等情况，还应禁烟戒酒，忌服对生精功能有影响的药物等。  采集精液是：采精时间以晨起为佳，采精前用温水将双手、阴部，尤其是龟头洗净。可采用自慰法或电动按摩射精法引起排精  不适宜人群：没有'}}"
暗适应曲线,暗适应曲线(dark-adaptation curve)，描述暗适应过程中光刺激阈变化的曲线。,"{'price': {'price': '￥30-￥50'}, 'notice': {'notice': '不合宜人群：视网膜被破坏的人群。  检查前禁忌：眼睛应正常适应。  检查时要求：只要配合好医生。'}}"
库姆斯氏试验,库姆斯氏试验(Coombs test)亦称为抗球蛋白试验。主要用于诊断小儿先天性性和性疾病的试验。即用抗IgG直接与患者已结合抗体的红细胞反应(直接试验)，或用Rh阳性红细胞与患者血清反应(间接试验)，可出现凝集现象。,"{'price': {'price': ''}, 'notice': {'notice': '1.检查前禁忌：禁忌暴饮暴食，和剧烈运动，一般是早晨空腹检测。  2.检查时要求：应用直接抗人球蛋白微柱凝胶免疫试验检测病人红细胞时，一定要用适量EDTA的试管采血液标本，该标本不能放入4℃-10℃冰箱保存，以避免红细胞在病人体外致敏所致假阳性反应。注意血清标本不被污染，会导致结果呈假阳性。  不合宜人群：用头孢菌素类抗生素治疗期间的人去，库姆斯氏试验呈直接阳性。影响检查结果。'}}"
餐后血清锌浓度反应试验,是给予标准饮食(按全天总热量的20%计算，含蛋白质10%～15%，脂肪30%～35%，碳水化合物50%～60%)，测空腹(A0)和餐后2小时血清锌浓度(A2)。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：无。  检查前禁忌：应该空腹。  检查时要求：给服标准饮食。'}}"
低钠试验,低钠试验是正常人当食物中氯化钠摄入少于20～40mmol/d，一周后，增高，降低，但尿钾不降低。但在原醛症者，由于继续贮钠排钾，则尿钠降低，原已增高的醛固酮不进一步升高，而尿钾也同时降低。尿钾降低的原因是由于尿钠降低，限制了与钾的交换。,"{'price': {'price': '￥10-￥83'}, 'notice': {'notice': '1、检查前禁忌：注意正常的饮食，注意正常的作息，防止内分泌混乱。  2、检查时要求：积极配合医生的要求。  不合宜人群：暂时不明。'}}"
血清淋球菌抗体,是用淋球菌抗原固相硝酸纤维素膜，应用渗滤式间接法原理，检测血清中淋球菌。主要用于检测。,"{'price': {'price': '￥70'}, 'notice': {'notice': '不合宜人群：其他疾病的干扰，孕妇应当小心谨慎。  检查前禁忌：避免剧烈运动后和饮食辛辣食物后检查。  检查时要求：听从医生的要求。'}}"
血管视诊,血管视诊是用于检查血管是否正常的一项辅助检查方法。血管视诊是医生用视觉来观察患者全身或局部血管情况的检查方法。  视诊观察的内容包括：颈静脉检查，颈动脉搏动检查，肝-颈静脉返流征。视诊方法简单但有时可对某些疾病的诊断提供重要线索。视诊时被检查部位应充分暴露、在自然光线下进行。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：严重的血管及心功能不全者。  检查前禁忌：保持正常的饮食和作息时间。  检查时要求：检查时患者积极配合医生，在适宜的灯光下进行检查。'}}"
胸腔积液免疫化学检查,免疫化学检查是对胸腔中的游离的液体进行癌胚抗原、补体、进行鉴别的检查方法。对鉴别结核性和有一定临床意义,"{'price': {'price': '￥20'}, 'notice': {'notice': '1、检查前禁忌：注意正常的生活饮食习惯，注意个人卫生。  2、检查时要求：积极配合医生  胸腔积液标本采集是通过胸腔穿刺方法获取。抽取标本后要立即送检，以免细胞变性、破坏或出现凝块而影响结果。  不合宜人群： 暂时不明确。'}}"
图形觉,图形觉(graphesthesia) 嘱病人闭目，检查者用竹签或笔杆在病人皮肤上画一几何图形(圆形、方形、三角形等)或数字，看病人能否辨别。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：检查前要准备好检查时所要用到的竹签或笔杆。  2、检查时要求：  （1）检查时要闭目。  （2）检查时要正确向检查者描述自己所感受到的图的形状。  不合宜人群：皮肤有严重损伤的患者。'}}"
水坑试验,水坑试验是指通过检查腹腔中腹水来判断腹水是否异常的辅助诊断方法。此方法是：测定微量腹水时，嘱患者取肘膝位数分钟，使腹水积聚于腹内最低处的脐区。将膜式听诊器体件贴于此处腹壁，医师以手指在一侧腹壁轻弹，听其声响。然后将体件向对侧腹部移动，继续轻弹，如声音突然减弱此体件所在处即为腹水边缘之上，称为水坑征阳性。同样方法可以检查对侧以确定腹水边缘。用此法检查可鉴定出少至120ml的游离腹水。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群： 无不适合人群。  检查前禁忌：精神紧张  检查时要求：采用仰卧位，头垫低枕，两手平放于躯干两侧，患者取肘膝位数分钟，使腹水积聚于腹内最低处的脐区。将膜式听诊器体件贴于此处腹壁，医师以手指在一侧腹壁轻弹，听其声响。对于精神紧张的病人，病人谈话，转移其注意力使腹肌放松。'}}"
趾长屈肌肌力试验,趾长屈肌肌力试验是检查该肌有否瘫痪及瘫痪程度的方法。趾长屈肌的主要功能是使第2～5趾末节屈曲。该肌瘫痪时，足外侧4趾末节不能屈曲。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：足部本身损伤、残疾的患者。  检查前禁忌：检查前调整好情绪，不要因过度紧张而影响肌力的检查结果。  检查时要求：足外侧4趾末节不能屈曲不要过度拉伸。'}}"
积液β2-微球蛋白,β2-MG是人体白细胞抗原(HIA)分子的一个β轻链。体内几乎所有有核细胞(除红细胞和胎盘滋养层细胞)均能合成β2-MG，并附着于细胞表面，同一个体每日生成量保持恒定，并分泌于各种体液中，主要功能是参与细胞表面识别及杀伤细胞受体有关。,"{'price': {'price': '￥20-￥35'}, 'notice': {'notice': '检查前：以空腹为宜    检查时：采集标本后立即送检，标本应适当加入碱性缓冲液，防止β2-MG分解。'}}"
双色法试验,双色法试验是在检影验光后试镜时，判断试镜片矫正程度的一种方法。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群： 色觉异常患者慎用。  检查前禁忌：照度至少在200lx以上，且保持恒定。  检查时要求：遮盖一眼。先右眼、后左眼依次进行。'}}"
羟赖氨酸,羟赖氨酸是胶原降解的另一种产物，它主要有两种糖甙形式：GHYL(糖甙羟赖氨酸)和Glc.GHYL。羟赖氨酸和它的糖甙产物在尿中含量不如羟脯氨酸高，但由于其含量所占比例固定，且不受食物来源影响，组织特异性高，所以较尿羟脯氨酸有更好的代表性。骨和皮肤中有三分之一的羟赖氨酸是糖基化了的，在皮肤Glc. gHYL/GHYL为1.6：1，而骨中为1：7。现在已研制出GHYL的单克隆抗体用于临床检测，是反映骨吸收的较为灵敏的指标。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：休息不良，饮食不当。  2、检查时要求：积极配合医生的工作。  不合宜人群：无。'}}"
脑脊液谷氨酰胺,在脑组织氨基酸代谢过程中氨基作用所产生的游离氨，可借合成酶的作用合成谷氨酰胺以消除氨对中枢的毒性作用。脑脊液中氨大约是血中的1/3。,"{'price': {'price': ''}, 'notice': {'notice': '检测前：停止吃一切能影响到检测结果的药物。  检测时：受试者要谨遵医师指导操作。  不适宜人群：没有。'}}"
尿胆汁酸,胆汁酸由胆固醇演变而来，是胆汁的主要成分。其是分泌到胆汁中最大量的有机酸。肝细胞以胆固醇为原料合成的胆酸和鹅氧胆酸称为原胆汁酸。随胆汁排入肠道后经肠道细菌丛酶作用分别生成脱氧胆汁酸和胆石酸，又称次级胆汁酸。次级胆汁酸分别与与牛磺酸结合形成初级结合胆汁酸和甘氨鹅脱氧胆酸，其中95%的初级胆汁酸在回肠末端被重吸收，经门至肝后，肝细胞再次将其摄取后贮存在胆囊中，消化食物时再排入肠腔将脂肪消化，形成肝肠循环。当肝细胞受损时或胆管病变时，即引起胆酸的改变。是一种敏感的肝功能指标，肝细胞只有轻微时，总胆汁酸即可升高，其变化早于胆红素和氨基转移酶(ALT)，甚至早于肝组织学活检所见。,"{'price': {'price': ''}, 'notice': {'notice': '检查前：禁止剧烈运动、重体力劳动，停止服用利尿剂、两性霉素B等药物。  检查时：放松身体，消除紧张焦虑的情绪。  不适宜人群：没有。'}}"
非必需微量元素,是按生物学活性分为惰性微量元素与毒性微量元素，惰性非必需微量元素常见的有铝、枷、错等， 对人体是否有特殊生理功能尚不清楚， 毒性非必需微量元素主要指被、镐、汞、铅、砷、佗等。,"{'price': {'price': '￥60'}, 'notice': {'notice': '不合宜人群：无。  检查前禁忌：无。  检查时要求：积极配合医生的工作。'}}"
胸腔积液一般性状,一般性状检查是对胸腔积液的积液量、积液的颜色及透明度、胸腔积液的比密与凝固性进行测定并给出油临床指导意义的判定结果。,"{'price': {'price': '￥17'}, 'notice': {'notice': '1、检查前禁忌：注意正常的生活饮食习惯，注意个人卫生。  2、检查时要求：积极配合医生  胸腔积液标本采集是通过胸腔穿刺方法获取。抽取标本后要立即送检，以免细胞变性、破坏或出现凝块而影响结果。  不合宜人群： 暂时不明确。'}}"
过氯酸钾释放试验,过氯酸钾释放试验是口服过氯酸钾，定时测摄I率，判断机能是否正常的一种检查。,"{'price': {'price': '￥46.4-￥58'}, 'notice': {'notice': '本试验在服用抗甲状腺药物(如硫脲类、他巴唑、PAS、D860等)，服用I治疗后的甲亢患者也可呈阳性反应。'}}"
尿谷草转氨酶,是一种氨基转移酶。有两种同工酶，都是由两条相同的多肽链亚单位组成的二聚体。s-GOT每个亚单位的氨基酸的残基为412个，整个酶由824个氨基酸组成，分子量92 000。m-GOT，每个亚单位有401个氨基酸残基，整个酶由802个氨基酸组成，分子量89 262。此酶广泛存在于人和动物的大多数组织中，在心、肝、肾和中含量特别丰富。通常都从动物中提取制得，用于医学、生化研究、诊断。,"{'price': {'price': ''}, 'notice': {'notice': '检查前：不得做剧烈运动，保持正常饮食和作息。  检查时：先排出一部分尿弃去，以冲掉留在尿道口及前尿道的细菌，然后将中段尿留取送检。  不适宜人群：月经期中的女性，感冒患者。'}}"
血红蛋白S溶解度试验,是对血红细胞进行温育后，观察是否出现镰状红细胞。用于检测镰状细胞性,"{'price': {'price': '￥4-￥5'}, 'notice': {'notice': '不合宜人群：无。  检查前禁忌：检查前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。体检前一天 的晚八时以后，应禁食。  检查时要求：抽血时应放松心情，避免因恐惧造成血管的收缩、增加采血的困难。'}}"
尿含铁血黄素试验,是一项用于检查尿液是否正常的辅助检查。尿液检查的一种。 这是用于诊断血管内的定性实验，主要用于判断症。当尿中含有含铁血黄素时，其中高铁离子与亚铁氰化物作用，在酸性环境中产生蓝色的亚铁氰化铁沉淀称为普鲁士蓝反应。通过此项检查可以判断相应的病征。,"{'price': {'price': '￥4.5'}, 'notice': {'notice': '检查前：禁止剧烈运动，保持良好的饮食和作息。  检查时：即先排出一部分尿弃去，以冲掉留在尿道口及前尿道的细菌，然后将中段尿留取送检。  不适宜人群：月经期中的女性。'}}"
胆汁溶菌试验,是根据下述原理进行的，胆汁或胆盐可溶解链球菌，可能是由于胆汁降低细胞膜表面的张力，使细胞膜破损或使菌体裂解;或者是由于胆汁加速了炎链球菌本身自溶过程，促使细菌发生自溶。试剂：10%去氧胆酸钠或纯牛胆汁。,"{'price': {'price': '￥6'}, 'notice': {'notice': '不合宜人群：暂时不明  检查前禁忌：注意正常的饮食，注意正常的作息，防止内分泌混乱。  检查时要求：积极配合医生的要求。'}}"
硝酸盐还原试验,硝酸盐还原试验是根据某些细菌能还原硝酸盐为亚硝酸盐，亚硝酸盐与醋酸作用，生成亚硝酸，亚硝酸与试剂中的对氨基苯磺酸作用生成重氮基苯磺酸，后者与α-萘胺结合生成N-α萘胺偶苯磺酸这个原理进行的试验方法。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：注意正常的生活饮食习惯，注意个人卫生。  2、检查时要求：积极配合医生。  不合宜人群： 没有。'}}"
凝固酶试验,凝固酶试验是鉴定葡萄球菌致病性的重要试验。致病性葡萄球菌可产生两种凝固酶，一种是与细胞壁结合的凝聚因子，称结合凝固酶，它直接作用于血浆中纤维蛋白原，使发生沉淀，包围于细菌外面而凝聚成块，玻片法阳性结果是由此凝聚因子所致;另一种凝固酶是分泌至菌体外，称为游离凝固酶，它能使凝血酶原变成凝血酶类产物，使纤维蛋白原变为纤维蛋白，从而使血浆凝固。试管法可同时测定结合型和游离型凝固酶。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：注意正常的生活饮食习惯，注意个人卫生。  2、检查时要求：积极配合医生。  不合宜人群： 没有。'}}"
Schiφtz氏压陷眼压计测量法,Schiφtz氏压陷眼压计测量法，此法是以一定重量的砝码压陷角膜中央部，以测量眼压。,"{'price': {'price': '￥10'}, 'notice': {'notice': '1、检查前禁忌：情绪紧张。  2、检查时要求：配合医生。  不合宜人群： 眼压正常者。'}}"
小指对掌肌肌力试验,小指对掌肌肌力试验是检查该肌有否瘫痪及瘫痪程度的方法。小指对掌肌的主要功能是牵引小指至腕中线而使其对拇指，该肌瘫痪时，小指不能伸向拇指侧。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：小指和拇指本身损伤、残疾的患者。  检查前禁忌：检查前要放松下小指和拇指的关节，使检查结果跟准确。  检查时要求：小指不能伸向拇指侧时不要太过用力拉伸而使小指受伤。'}}"
肾盂镜,是一项用于检查是否正常的辅助诊断方法。肾盂镜检查是泌尿内腔镜技术上的重要发展，它改变了长期以来一直认为输尿管部位难以进行直观检查及输尿管疾患必需行开放手术治疗的传统概念。输尿管镜根据使用用途可分为诊断用和治疗用两种。,"{'price': {'price': '￥600'}, 'notice': {'notice': '不合宜人群：  1.尿道急性炎症期不宜作此检查，以免感染扩散。  2.病变以下尿路有器质性梗阻。若勉强进行检查易导致检查失败及损伤。  3.全身出血性疾病。  4.前列腺增生影响输尿管肾镜进入。  5.膀胱挛缩。  检查前准备.  1.熟悉病情：术者在操作前要详细询问病史，查体，重阅影像学检查资料，明确检查的目的和作用。尤其要仔细分析影像学检查资料，以全面了解输尿管的走行方向，屈曲和狭窄的部位。  2.病人准备：术前全面检查心、肝、肺、肾等功能情况，若有异常应作相应的处理。行小便常规化验，若白细胞增高，应控制尿路感染。  3.器械准备：检查输尿管肾镜各部件是否齐全，功能状况是否良好。尤其要检查输尿管肾镜的视野清晰度情况。发现问题及时纠正。检查配件是否齐全。备好各种型号的输尿管扩张导管、活检钳等配件。其他如灌水装置等亦应在术前做好准备  检查时要求：术前灌肠，给以镇静剂。向病人、家属全面介绍操作目的、过程，可能出现的问题及处理方法等，争取患者的密切配合，提高成功率。'}}"
螯合剂驱铅试验,是挑拨试验或铅代谢试验，主要通过观察机体对鳌合剂CaNa2EDTA的驱铅反应，判断机体的铅负荷。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：无。  检查前禁忌：排空膀胱。  检查时要求：积极配合医生的工作要求。'}}"
实际碳酸氢根,实际碳酸氢根(AB)是指在隔绝空气的条件下，取血分离血浆测得的HCO3实际含量。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：避免乱吃药。  2、检查时要求：保持轻松状态，测量动脉血压。  不合宜人群：酸碱代谢平衡，不属于这项检查。'}}"
孕酮撤血试验,孕酮撤血试验是连续使用孕酮油剂，停药后检查是否出现撤药性出血。是估计内源性雌激素水平较简单又快速的方法。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌： 不要服用含雌激素类的药物或是食物。  2、检查时要求：检查放松心情，检查可能会对身体及心理造成负担，应该积极面对，并积极配合检查。临床检查与化验无明显异常，对这些患者在药物治疗同时精神安慰和鼓励，旦大脑皮质抑制解除，内分泌功能恢复正常而受孕。  不合宜人群：对黄体酮过敏的人群。'}}"
闭目难立征,闭目难立(Romberg)征是平衡性的检查。患者双足并拢站立，两手向前平伸，闭后倾斜欲倒为异常。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：下肢残疾或本身有疾病的患者。  检查前禁忌：保持正常的饮食和作息时间，注意做好手腕、膝盖等的保护，防止闭目时站不稳而跌伤。  检查时要求：患者出现身体摇晃不稳有跌倒的趋势时要及时扶住患者或叫其睁眼停止检查。'}}"
血清可溶性转铁蛋白受体,可溶性转铁蛋白受体测定是对人体内的可溶性转铁蛋白经常受体检查，可溶性转铁蛋白受体(sTfR)是通过细胞表面受体的蛋白水解作用衍生过来的。在血清中sTfR和不同的转铁蛋白以复合物的形式存在，血清中的sTfR大约80%来源于早期的红细胞，当红细胞生成活性增加特别是铁缺乏时会引起sTfR合成的增加，从而使血清中sTfR浓度的升高。,"{'price': {'price': '￥6-￥46'}, 'notice': {'notice': '不合宜人群：有明显出血倾向的人群。  检查前禁忌：检查前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。体检前一天的晚八时以后，应禁食。  检查时要求：抽血时应放松心情，避免因恐惧造成血管的收缩、增加采血的困难。'}}"
催产素激惹试验,催产素激惹试验是利用催产素人为诱导宫缩，暨以观察胎心率与宫缩关系变化，进而推测胎盘机能的试验。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：内监测法因可避免干扰，图形清晰，但有导致宫内感染的可能，故需要严格无菌操作，试验后应用抗生素。压力导管避免触碰胎盘。  2、检查时要求：检查放松心情，检查可能会对身体及心理造成负担，应该积极面对，并积极配合检查。  不合宜人群：临近产期的孕妇。'}}"
卡托普利肾图试验,是通过下述原理进行的。卡托普利是新型抗药，主要作用是扩张外周血管，降低外周阻力使，但降的同时也减少了肾灌流量，使。滤过率下降的肾图特点是排泄高峰降低且延迟出现，排泄缓慢。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：严重肾功能损害。  检查前禁忌：注意正常的饮食，注意正常的作息，防止内分泌混乱。  检查时要求： 过程中保持坐位不变。'}}"
过氯酸盐释放试验,过氯酸盐释放试验是正常情况下，碘以离子形式从血中被摄取，进入甲状腺后就迅速进行有机化。首先在过氧化物酶的作用下被氧化成碘分子，碘分子进一步在碘化酶的作用下与酪氨酸结合成为有机碘。因此正常的甲状腺组织内，以离子形式存在的碘很少。当过氧化物酶缺乏或功能障碍时，进入甲状腺内的碘离子不能被氧化，甲状腺内就存在着大量的离子碘。过氯酸盐能阻止甲状腺摄取碘并促进碘离子从甲状腺释放。服用过氯酸盐后，碘离子会从甲状腺内被大量释放到血中。,"{'price': {'price': '￥58'}, 'notice': {'notice': '1、检查前禁忌：注意正常的饮食，注意正常的作息，防止内分泌混乱。  2、检查时要求：积极配合医生的要求。  不合宜人群：暂时不明。'}}"
维生素H,H是生物素、辅酶R，是水溶性维生素，也属于维生素B族。它是合成的必要物质，是脂肪和蛋白质正常代谢不可或缺的物质。是一种维持人体自然生长和正常人体机能所必须的水溶性维生素;是代谢脂肪及蛋白质不可或缺的物质，也是维持正常成长、发育及健康必要的营养素，无法经由人工合成。,"{'price': {'price': '￥29-￥70'}, 'notice': {'notice': '不合宜人群：无。  检查前禁忌：无。  检查时要求：积极配合医生的工作要求。'}}"
血浆因子Ⅷ抑制物定性,血浆因子Ⅷ抑制物定性测定是对人体内的血浆因子Ⅷ抑制物进行定性测定。因子Ⅷ抑制物是一种抗体，绝大多数属IgG，少数为IgG和IgM混合存在。通常以IgG的κ轻链型为多见，也有κ和λ轻链混合型。,"{'price': {'price': '￥20-￥80'}, 'notice': {'notice': '1、检查前禁忌：检查前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。体检前一天的晚八时以后，应禁食。  2、检查时要求：抽血时应放松心情，避免因恐惧造成血管的收缩、增加采血的困难。  不合宜人群：无。'}}"
血液及骨髓标本的细菌学检验,血液及骨髓标本的细菌学检验是对血液及骨髓标本进行氧化酶试验、触酶试验和硝酸盐还原试验等等进行判断出标本中所含的细菌类型与种类。,"{'price': {'price': ''}, 'notice': {'notice': '1.一般应在抗菌药物使用前采集血液标本，如果患者已用过抗菌药物或情况不明时，应使用硫酸镁肉汤增菌液，以中和四环素、链霉素、新霉素、多粘菌素等抗生素，并添加抗菌物质拮抗剂如5%对氨基苯甲酸(PABA)拮抗磺胺类、100IU/50ml青霉素酶破坏青霉素和加入0.03%～O.05 9/6聚茴香脑磺酸钠(SPS)灭活氨基糖苷类及多肽类抗生素。  2.对疑为波浪热、亚急性细菌性心内膜炎的患者，培养瓶应孵育至第四周，盲目翻种后无菌生长，方可报告阴性。  3.为了尽快发现病原菌，在7天的孵育期内应至少盲目翻种2次，第一次在标本孵育12～18h后。在以后的孵育期中应每天观察瓶内的变化，如有细菌生长现象，需及时接种和涂片染色观察报告。7天孵育后仍无细菌生长迹象，进行盲目接种。每次接种需氧培养均需接种羊血平板和巧克力琼脂平板;厌氧培养接种厌氧血琼脂平板和羊血琼脂平板，分别进行需氧和厌氧培养。  4.血液细菌学培养是诊断菌血症和败血症的病原学依据。常见的病原菌见表5—2。在同一患者的2份血液标本中检出同一细菌;或检出细菌的患者2～3周后血清中的相应抗体升高则可作出肯定的病原学结论。一般菌血症由一种细菌引起，但也有同时两种细菌的混合感染、两种细菌或细菌和真菌的先后交替感染情况，有时也会出现不常见的细菌，这些情况不能随意判定为污染菌。  5.采血次数及间隔在脑膜炎、细菌性肺炎等需马上开始抗菌治疗的急性发热性疾病;或急性骨髓炎、化脓性关节炎等需紧急手术的患者，应立即从两臂分别取2份标本做血液细菌培养。对心内膜炎患者，在24h内采血3次，每次间隔不少于30min;必要时次日再采血2次。对不明原因发热者2次抽血间隔60min;必要时于24～48h后再抽血2次。因为1次血培养不足以说明问题，且会遗漏阳性结果。'}}"
双视标检查法,是适合于性，在为病人检查斜视角时，先查第一斜视角，再查第二斜视角。这类检查法要求病人必须具备正常视网膜对应。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群： 不是麻痹性斜视的患者。  检查前禁忌：视网膜模糊。  检查时要求：配合好医生。'}}"
肝区腹膜摩擦感,肝区腹膜摩擦感检查是用于检查腹部肝脏是否正常的一项辅助检查方法。当检查者将手掌轻贴于被检查者肝区，让其做腹式呼吸动作，此时所感到的一种断续而粗糙的振动感。此征见于肝周围炎时。产生机制是由于肝表面和邻近的腹膜有纤维素性渗出物，二者相互摩擦所产生。如用听诊器听到，则称为肝区腹膜摩擦音。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：基本无不适合人群，但心理精神异常者应注意。  检查时要求： ①触诊时手掌应紧贴腹壁，随呼吸运动而上下起伏。吸气时，手指上抬的速度应落后于腹壁的抬起;呼气时，手指应在腹壁下陷前按压。②检查腹肌发达者，右手应置于腹直肌外缘向上触诊，避免将腹直肌腱误认为肝下缘。③如遇右腹饱满者，应考虑肝大因素，触诊时，右手应置于右锁骨中线在腹部垂直线平脐水平或自右髂前上棘位置，开始触诊。'}}"
酚妥拉明阻滞试验,酚妥拉明阻滞试验(Regitin试验)是通过下述原理进行的，酚妥拉明(即苄胺唑啉)是一种α-素能受体阻滞剂，可阻滞的α-受体效应，使因儿茶酚胺水平增高引起的持续性或阵发性迅速下降。因此通过对酚妥拉明的反应，可以判断高血压与的关系。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：  （1）试验前停用镇静剂至少2天，降压药至少3天，利血平至少14天。  （2）试验前患者平卧休息，周围环境应安静。  （3）每分钟测量血压一次，直至血压平稳，持续在22.7/14.7kpa(170/110mmHg)以上，方可进行试验。  2、检查时要求：积极配合医生的要求。  不合宜人群：暂时不明。'}}"
