illness_name,examination,examination_name
麻疹样红斑型药疹,Treatment_of_department,血液生化六项
肝著,Treatment_of_department,肝脏超声检查
肝著,Treatment_of_department,肝功能
肝著,Treatment_of_department,功能性肝脏体积
功能性呕吐,Treatment_of_department,腹部平片
功能性呕吐,Treatment_of_department,胃肠道功能动力学检查
功能性呕吐,Treatment_of_department,粪便隐血试验
输卵管结扎术后并发症,Treatment_of_department,X线碘油造影
输卵管结扎术后并发症,Treatment_of_department,输卵管酚磺酞通畅试验
输卵管结扎术后并发症,Treatment_of_department,输卵管通畅检查
五迟,Treatment_of_department,四肢的骨和关节平片
五迟,Treatment_of_department,肾功能
五迟,Treatment_of_department,肝脏超声检查
淋证,Treatment_of_department,腹部平片
淋证,Treatment_of_department,尿常规
淋证,Treatment_of_department,静脉尿路造影
肛廔,Treatment_of_department,肛门指检
内伤发热,Treatment_of_department,体温
颞骨和下颔骨关节异常,Treatment_of_department,颞下颌关节造影
颞骨和下颔骨关节异常,Treatment_of_department,滑膜液肉眼检查
营养缺乏性神经病变,Treatment_of_department,身体器官功能与营养
营养缺乏性神经病变,Treatment_of_department,自主神经功能检查
髋关节后脱位,Treatment_of_department,四肢的骨和关节平片
髋关节后脱位,Treatment_of_department,单腿站立试验
髋关节后脱位,Treatment_of_department,内拉通线检查
肩胛上神经卡压症,Treatment_of_department,肌电图
Morton跖头痛,Treatment_of_department,四肢的骨和关节平片
肘内翻,Treatment_of_department,屈肘试验
肩关节不稳定,Treatment_of_department,关节镜
肩关节不稳定,Treatment_of_department,四肢的骨和关节平片
肩关节不稳定,Treatment_of_department,梳头试验
特发性股骨头坏死,Treatment_of_department,四肢的骨和关节平片
特发性股骨头坏死,Treatment_of_department,放射性核素肾扫描
特发性股骨头坏死,Treatment_of_department,MRI
肠道感染后反应性关节炎,Treatment_of_department,四肢的骨和关节平片
肠道感染后反应性关节炎,Treatment_of_department,血清C反应蛋白
肠道感染后反应性关节炎,Treatment_of_department,白细胞数
长骨骨干结核,Treatment_of_department,四肢的骨和关节平片
长骨骨干结核,Treatment_of_department,血沉
长骨骨干结核,Treatment_of_department,MRI
色素性紫癜性苔藓样皮病,Treatment_of_department,血清卵泡刺激素
色素性紫癜性苔藓样皮病,Treatment_of_department,浆膜腔积液细胞学检查
色素性紫癜性苔藓样皮病,Treatment_of_department,血清鳞状上皮细胞癌抗原
痰浊眩晕,Treatment_of_department,眼震电图描记法
痰浊眩晕,Treatment_of_department,Frenzel氏眼镜检查法
痰浊眩晕,Treatment_of_department,裸眼检查法
尺管综合征,Treatment_of_department,肌电图
尺管综合征,Treatment_of_department,MRI
小儿泄泻,Treatment_of_department,粪便吞噬细胞
股外侧皮神经卡压综合征,Treatment_of_department,四肢的骨和关节平片
股外侧皮神经卡压综合征,Treatment_of_department,MRI
乙型肝炎病毒性关节炎,Treatment_of_department,血红蛋白
乙型肝炎病毒性关节炎,Treatment_of_department,血清类风湿因子
乙型肝炎病毒性关节炎,Treatment_of_department,抗核抗体
产后喘促,Treatment_of_department,产后检查
溃疡性结肠炎性关节炎,Treatment_of_department,便常规
溃疡性结肠炎性关节炎,Treatment_of_department,上消化道X线钡餐
溃疡性结肠炎性关节炎,Treatment_of_department,大生化检查
姜片虫病,Treatment_of_department,寄生虫检查的直接涂片法
姜片虫病,Treatment_of_department,虫卵计数法
姜片虫病,Treatment_of_department,粪便隐血试验
产后血虚热,Treatment_of_department,体温
雪盲,Treatment_of_department,眼科检查
雪盲,Treatment_of_department,视野检查
雪盲,Treatment_of_department,视力
阴茎痰核,Treatment_of_department,阴茎海绵体造影
多发性肌炎-皮肌炎,Treatment_of_department,健康体检
多发性肌炎-皮肌炎,Treatment_of_department,血清抗Ku抗体
多发性肌炎-皮肌炎,Treatment_of_department,肌电图
桡骨茎突部狭窄性腱鞘炎,Treatment_of_department,骨骼听诊
桡骨茎突部狭窄性腱鞘炎,Treatment_of_department,握拳尺偏试验
血疸,Treatment_of_department,肝功能
外伤后头痛,Treatment_of_department,头颅平片
中心性渗出性脉络膜视网膜炎,Treatment_of_department,眼底荧光血管造影
脑萎,Treatment_of_department,脑血流图
脑萎,Treatment_of_department,脑电图
复发性多软骨炎,Treatment_of_department,嗜酸性粒细胞数
复发性多软骨炎,Treatment_of_department,血小板计数
复发性多软骨炎,Treatment_of_department,WBC
症瘕,Treatment_of_department,盆腔和阴道B超
症瘕,Treatment_of_department,妇科常规检查
症瘕,Treatment_of_department,MRI
喉气囊肿,Treatment_of_department,纤维鼻咽镜
喉气囊肿,Treatment_of_department,耳鼻咽喉CT
喉气囊肿,Treatment_of_department,鼻咽部MRI
阳虚发热,Treatment_of_department,体温
抗磷脂抗体综合征,Treatment_of_department,血清抗磷脂抗体
抗磷脂抗体综合征,Treatment_of_department,血清抗肌内膜自身抗体
抗磷脂抗体综合征,Treatment_of_department,血清抗着丝粒抗体
髌骨骨软骨病,Treatment_of_department,四肢的骨和关节平片
巴特综合征,Treatment_of_department,尿常规
巴特综合征,Treatment_of_department,静脉尿路造影
巴特综合征,Treatment_of_department,尿钾
股神经卡压综合征,Treatment_of_department,闭孔内肌征
急淋,Treatment_of_department,血清卵泡刺激素
急淋,Treatment_of_department,浆膜腔积液细胞学检查
急淋,Treatment_of_department,血清鳞状上皮细胞癌抗原
精瘀证,Treatment_of_department,精液检查
髌骨不稳定,Treatment_of_department,关节镜
髌骨不稳定,Treatment_of_department,骨与关节MRI
髌骨不稳定,Treatment_of_department,正电子发射计算机断层扫描
目劄病,Treatment_of_department,眼底检查
目劄病,Treatment_of_department,眼科检查
目劄病,Treatment_of_department,眼功能
弹响肩胛,Treatment_of_department,四肢的骨和关节平片
弹响肩胛,Treatment_of_department,骨与关节MRI
弹响肩胛,Treatment_of_department,四肢CT
妇女咳嗽性遗尿,Treatment_of_department,盆底肌电图
阴部神经干痛,Treatment_of_department,脊椎平片
阴部神经干痛,Treatment_of_department,MRI
百合病,Treatment_of_department,脉搏
百合病,Treatment_of_department,面部色诊
跖管综合征,Treatment_of_department,四肢的骨和关节平片
跖管综合征,Treatment_of_department,肌电图
棘上韧带损伤,Treatment_of_department,莱切曼试验
棘上韧带损伤,Treatment_of_department,MRI
肺胀,Treatment_of_department,弥散容量
肺胀,Treatment_of_department,肺和胸膜听诊
肺胀,Treatment_of_department,肺和胸膜叩诊
跟骨骨骺骨软骨病,Treatment_of_department,四肢的骨和关节平片
硬肿症,Treatment_of_department,血小板计数
硬肿症,Treatment_of_department,3p试验
硬肿症,Treatment_of_department,凝血酶时间
踝关节结核,Treatment_of_department,四肢的骨和关节平片
踝关节结核,Treatment_of_department,MRI
夹色伤寒,Treatment_of_department,外裴氏试验
干血痨,Treatment_of_department,输卵管通畅检查
干血痨,Treatment_of_department,卵巢功能检查
干血痨,Treatment_of_department,子宫输卵管造影
喉痹,Treatment_of_department,咽鼓管荧光素试验
喉痹,Treatment_of_department,吞咽试验法
喉痹,Treatment_of_department,吞咽试验
外耳道疖肿,Treatment_of_department,耳镜检查法
外耳道疖肿,Treatment_of_department,外耳检查
肝热病,Treatment_of_department,WBC
肝热病,Treatment_of_department,凝血酶原时间
肘管综合征,Treatment_of_department,肌电图
肘管综合征,Treatment_of_department,普通透视检查
肺咳,Treatment_of_department,肺部检查
肺咳,Treatment_of_department,肺功能
肺咳,Treatment_of_department,痰液颜色
过敏性眼睑皮肤炎,Treatment_of_department,速发型变态反应皮肤测试
视网膜中央静脉阻塞,Treatment_of_department,血管造影
视网膜中央静脉阻塞,Treatment_of_department,眼底荧光血管造影
视网膜中央静脉阻塞,Treatment_of_department,血压测量
大疱性类天疱疮,Treatment_of_department,真菌组织病理学
大疱性类天疱疮,Treatment_of_department,血清抗桥粒自身抗体
大疱性类天疱疮,Treatment_of_department,血清抗表皮基底膜抗体
阴虚发热,Treatment_of_department,体温
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,Treatment_of_department,血清类风湿因子
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,Treatment_of_department,抗核抗体
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,Treatment_of_department,WBC
舌咽神经痛,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
舌咽神经痛,Treatment_of_department,血管造影
舌咽神经痛,Treatment_of_department,MRI
燥邪犯肺,Treatment_of_department,痰液常规检查
燥邪犯肺,Treatment_of_department,痰液量
燥邪犯肺,Treatment_of_department,痰液颜色
瘰疬,Treatment_of_department,PPD试验
瘰疬,Treatment_of_department,胸部CT
瘰疬,Treatment_of_department,胸部平片
多形性日光疹,Treatment_of_department,真菌组织病理学
多形性日光疹,Treatment_of_department,免疫病理检查
急性蜂窝组织炎,Treatment_of_department,白细胞数
荨麻疹型药疹,Treatment_of_department,尿常规
荨麻疹型药疹,Treatment_of_department,大生化检查
细菌性咽扁桃体炎,Treatment_of_department,石蕊牛乳试验
混合性结缔组织病,Treatment_of_department,尿常规
混合性结缔组织病,Treatment_of_department,血清类风湿因子
混合性结缔组织病,Treatment_of_department,大生化检查
宿醉,Treatment_of_department,血压测量
宿醉,Treatment_of_department,尿液镜检法
气胀,Treatment_of_department,腹部平片
气胀,Treatment_of_department,肝功能
气胀,Treatment_of_department,便常规
黄体功能不全性不孕,Treatment_of_department,不孕的基础体温
黄体功能不全性不孕,Treatment_of_department,不孕不育检查
黄体功能不全性不孕,Treatment_of_department,子宫内膜活检
肠结,Treatment_of_department,尿常规
肠结,Treatment_of_department,便常规
肠结,Treatment_of_department,上消化道X线钡餐
亚急性皮肤红斑狼疮,Treatment_of_department,尿常规
亚急性皮肤红斑狼疮,Treatment_of_department,皮肤试验
原发性甲状旁腺功能亢进症,Treatment_of_department,甲状旁腺激素试验
原发性甲状旁腺功能亢进症,Treatment_of_department,放射性核素肾图
慢性劳损性腰背痛,Treatment_of_department,腰背部检查
慢性劳损性腰背痛,Treatment_of_department,血沉
恶寒发热,Treatment_of_department,血清甲型肝炎抗原
恶寒发热,Treatment_of_department,血清甲型肝炎抗体
恶寒发热,Treatment_of_department,体温
膝关节结核,Treatment_of_department,关节镜
膝关节结核,Treatment_of_department,夫欧契试验
膝关节结核,Treatment_of_department,浮髌试验
惊风,Treatment_of_department,血清电解质
惊风,Treatment_of_department,颅脑CT
惊风,Treatment_of_department,MRI
剥脱性皮炎型药疹,Treatment_of_department,尿常规
剥脱性皮炎型药疹,Treatment_of_department,大生化检查
痞满,Treatment_of_department,纤维胃镜
痞满,Treatment_of_department,上消化道X线钡餐
痞满,Treatment_of_department,胃液总量
慢性劳损性颈背部筋膜纤维织炎,Treatment_of_department,血清类风湿因子
慢性劳损性颈背部筋膜纤维织炎,Treatment_of_department,脊椎平片
慢性劳损性颈背部筋膜纤维织炎,Treatment_of_department,红细胞沉率
牙痈,Treatment_of_department,咬合关系检查
落枕,Treatment_of_department,颈部MRI
落枕,Treatment_of_department,颈椎CT
风热犯肺,Treatment_of_department,痰液常规检查
风热犯肺,Treatment_of_department,痰培养
风热犯肺,Treatment_of_department,痰液量
干酪性鼻炎,Treatment_of_department,鼻粘膜及鼻腔分泌物
干酪性鼻炎,Treatment_of_department,鼻咽部MRI
坐板疮,Treatment_of_department,皮肤病的物理检查
坐板疮,Treatment_of_department,皮肤斑贴实验
坐板疮,Treatment_of_department,皮肤涂片显微镜检查
胸痹心痛,Treatment_of_department,动态心电图
胸痹心痛,Treatment_of_department,心电图
胸痹心痛,Treatment_of_department,白细胞数
闭经性头痛,Treatment_of_department,黄体酮试验
风湿寒性关节痛,Treatment_of_department,尿常规
风湿寒性关节痛,Treatment_of_department,一般摄片检查
红蝴蝶疮,Treatment_of_department,狼疮带试验
红蝴蝶疮,Treatment_of_department,抗核抗体
胃肠积液,Treatment_of_department,腹部叩诊音
胃肠积液,Treatment_of_department,腹水甘油三酯
千日疮,Treatment_of_department,尿常规
千日疮,Treatment_of_department,便常规
千日疮,Treatment_of_department,皮肤涂片显微镜检查
痰湿阻肺,Treatment_of_department,痰液常规检查
痰湿阻肺,Treatment_of_department,痰培养
痰湿阻肺,Treatment_of_department,痰液量
系统性血管炎,Treatment_of_department,血清抗内皮细胞抗体
系统性血管炎,Treatment_of_department,心电图
系统性血管炎,Treatment_of_department,胸部平片
固定性药疹,Treatment_of_department,尿常规
固定性药疹,Treatment_of_department,大生化检查
局限性硬皮病,Treatment_of_department,皮肤病理检查
体质性低血压,Treatment_of_department,血压测量
体质性低血压,Treatment_of_department,全身体检
鼓胀,Treatment_of_department,血清卵泡刺激素
鼓胀,Treatment_of_department,血清鳞状上皮细胞癌抗原
鼓胀,Treatment_of_department,凝血酶原时间
痰浊头痛,Treatment_of_department,回归热螺旋体
髋关节结核,Treatment_of_department,4字试验
髋关节结核,Treatment_of_department,髋关节超伸试验
髋关节结核,Treatment_of_department,MRI
骨蒸,Treatment_of_department,结核杆菌检查
骨蒸,Treatment_of_department,痰液细菌培养
放线菌病,Treatment_of_department,免疫病理检查
放线菌病,Treatment_of_department,涂片
放线菌病,Treatment_of_department,细胞组织化学染色
红斑性肢痛症,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
红斑性肢痛症,Treatment_of_department,尿常规
红斑性肢痛症,Treatment_of_department,血液生化六项
血清抗精子抗体阳性之不孕症,Treatment_of_department,精子运动轨迹
血清抗精子抗体阳性之不孕症,Treatment_of_department,睾丸活检
血清抗精子抗体阳性之不孕症,Treatment_of_department,精子制动试验
盆腔炎症性不孕症,Treatment_of_department,后穹窿穿刺术
盆腔炎症性不孕症,Treatment_of_department,盆腔充气造影
盆腔炎症性不孕症,Treatment_of_department,生育镜
儿童遗粪症,Treatment_of_department,便常规
儿童遗粪症,Treatment_of_department,胃肠道CT
咽结膜热,Treatment_of_department,血检查
咽结膜热,Treatment_of_department,眼底镜检查法
视网膜中央动脉阻塞,Treatment_of_department,血管造影
视网膜中央动脉阻塞,Treatment_of_department,眼底微血管检查
视网膜中央动脉阻塞,Treatment_of_department,眼底荧光血管造影
肱二头肌长头腱鞘炎,Treatment_of_department,肩胛骨检查
肱二头肌长头腱鞘炎,Treatment_of_department,反弓抗阻试验
肱二头肌长头腱鞘炎,Treatment_of_department,肱二头肌反射
气腹痛,Treatment_of_department,肠镜
气腹痛,Treatment_of_department,聚合酶链式反应
气腹痛,Treatment_of_department,液波震颤
阴道壁脱垂,Treatment_of_department,阴道触诊
阴道壁脱垂,Treatment_of_department,阴道窥器检查
阴道壁脱垂,Treatment_of_department,阴道前后壁膨出度
髋关节脱位,Treatment_of_department,四肢的骨和关节平片
髋关节脱位,Treatment_of_department,单腿站立试验
髋关节脱位,Treatment_of_department,内拉通线检查
功血,Treatment_of_department,排卵预测试纸
功血,Treatment_of_department,阴道细胞学检查
功血,Treatment_of_department,子宫颈黏液检查
半月板损伤,Treatment_of_department,关节镜
半月板损伤,Treatment_of_department,四肢的骨和关节平片
半月板损伤,Treatment_of_department,站立位研磨试验
功能性消化不良,Treatment_of_department,腹部平片
功能性消化不良,Treatment_of_department,胃充盈及排空功能
功能性消化不良,Treatment_of_department,胃排空测定和显像
膀胱炎,Treatment_of_department,尿常规
膀胱炎,Treatment_of_department,膀胱造影
膀胱炎,Treatment_of_department,泌尿系统CT
积滞,Treatment_of_department,胃部检查
积滞,Treatment_of_department,儿童生长发育检测
粉刺,Treatment_of_department,皮肤与组织寄生虫的病原检查
类风湿性关节炎,Treatment_of_department,血清类风湿因子
类风湿性关节炎,Treatment_of_department,关节检查
类风湿性关节炎,Treatment_of_department,血浆因子XIII缺乏筛选试验
缺铁性贫血,Treatment_of_department,异常红细胞形态
缺铁性贫血,Treatment_of_department,红细胞检查
缺铁性贫血,Treatment_of_department,血清铁蛋白
植物神经紊乱,Treatment_of_department,闭目直立试验
植物神经紊乱,Treatment_of_department,神经系统检查
植物神经紊乱,Treatment_of_department,脑电图
附件炎,Treatment_of_department,子宫与附件肿块
附件炎,Treatment_of_department,子宫及附件检查
附件炎,Treatment_of_department,阴道清洁度
子痫,Treatment_of_department,雌三醇
子痫,Treatment_of_department,胎儿体重预测
坐骨神经痛,Treatment_of_department,血清类风湿因子
坐骨神经痛,Treatment_of_department,踝反射
坐骨神经痛,Treatment_of_department,深反射检查
脚气,Treatment_of_department,尿维生素B1
荨麻疹,Treatment_of_department,皮肤病的物理检查
荨麻疹,Treatment_of_department,FLA-ABS试验
荨麻疹,Treatment_of_department,皮肤试验
便秘,Treatment_of_department,腹部平片
便秘,Treatment_of_department,便常规
便秘,Treatment_of_department,直肠镜
肩周炎,Treatment_of_department,引颈试验
肩周炎,Treatment_of_department,杜加斯征
肩周炎,Treatment_of_department,肩部压痛
糖尿病,Treatment_of_department,腰臀围比例
糖尿病,Treatment_of_department,血糖
糖尿病,Treatment_of_department,血脂
腰椎间盘突出,Treatment_of_department,脊柱压痛与叩击痛
腰椎间盘突出,Treatment_of_department,胸腹部垫枕试验
腰椎间盘突出,Treatment_of_department,脊柱检查
脱发,Treatment_of_department,毛发矿物质
脱发,Treatment_of_department,毛发
白癜风,Treatment_of_department,皮肤颜色
白癜风,Treatment_of_department,皮肤试验
强直性脊柱炎,Treatment_of_department,血清类风湿因子
强直性脊柱炎,Treatment_of_department,脊柱检查
强直性脊柱炎,Treatment_of_department,腰背部检查
骨质疏松,Treatment_of_department,血清骨钙素
骨质疏松,Treatment_of_department,维生素U
骨质疏松,Treatment_of_department,亚健康人群体检
痛经,Treatment_of_department,盆腔和阴道B超
痛经,Treatment_of_department,白带常规
痛经,Treatment_of_department,子宫输卵管造影
神经性皮炎,Treatment_of_department,皮肤试验
痛风,Treatment_of_department,血清尿酸
痛风,Treatment_of_department,骨与关节MRI
痛风,Treatment_of_department,尿酸
哮喘,Treatment_of_department,皮内试验
哮喘,Treatment_of_department,肺功能
哮喘,Treatment_of_department,皮肤划痕试验
肺结核,Treatment_of_department,肺部检查
肺结核,Treatment_of_department,胸腔积液微生物学检查
肺结核,Treatment_of_department,威廉征
灰指甲,Treatment_of_department,真菌培养
灰指甲,Treatment_of_department,皮肤真菌镜检
骨质增生,Treatment_of_department,脊柱活动度
骨质增生,Treatment_of_department,外科检查
骨质增生,Treatment_of_department,骨关节及软组织CT
疣,Treatment_of_department,HPV检查
玫瑰糠疹,Treatment_of_department,尿常规
玫瑰糠疹,Treatment_of_department,肝功能
玫瑰糠疹,Treatment_of_department,便常规
过敏性紫癜,Treatment_of_department,尿常规
过敏性紫癜,Treatment_of_department,便常规
过敏性紫癜,Treatment_of_department,束臂试验
银屑病,Treatment_of_department,血清白介素6
银屑病,Treatment_of_department,血清人白细胞抗原B27
银屑病,Treatment_of_department,皮肤试验
高尿酸血症,Treatment_of_department,尿酸
高尿酸血症,Treatment_of_department,血尿酸
奶癣,Treatment_of_department,皮肤病理检查
奶癣,Treatment_of_department,皮肤试验
股癣,Treatment_of_department,真菌培养
股癣,Treatment_of_department,皮肤真菌镜检
肾病综合征,Treatment_of_department,尿常规
肾病综合征,Treatment_of_department,检眼镜检查法
肾病综合征,Treatment_of_department,载脂蛋白A1\载脂蛋白B比值
脂溢性皮炎,Treatment_of_department,真菌组织病理学
脂溢性皮炎,Treatment_of_department,皮肤病的物理检查
肥胖症,Treatment_of_department,身体质量指数
肥胖症,Treatment_of_department,体脂率
肥胖症,Treatment_of_department,克托莱指数
帕金森,Treatment_of_department,SPECT显像
帕金森,Treatment_of_department,非必需微量元素
帕金森,Treatment_of_department,大生化检查
肠易激综合征,Treatment_of_department,肠道通过时间和压力
肠易激综合征,Treatment_of_department,胃肠道功能动力学检查
肠易激综合征,Treatment_of_department,胃钡餐造影
肝胆湿热,Treatment_of_department,甲种胎儿球蛋白试验
风热感冒,Treatment_of_department,体温
痱子,Treatment_of_department,皮损
急性腰扭伤,Treatment_of_department,腹部平片
急性腰扭伤,Treatment_of_department,腰背痛体格检查
急性腰扭伤,Treatment_of_department,脊椎平片
面瘫,Treatment_of_department,眼科检查
面瘫,Treatment_of_department,眼睑检查
面瘫,Treatment_of_department,面神经的运动检查
斑秃,Treatment_of_department,血清白介素2
斑秃,Treatment_of_department,微量元素
斑秃,Treatment_of_department,必需微量元素
脑积水,Treatment_of_department,颅脑MRI
脑积水,Treatment_of_department,X线头影测量
脑积水,Treatment_of_department,颅骨透照试验
骨折,Treatment_of_department,猩红热红疹消退转白试验
交感神经型颈椎病,Treatment_of_department,颈部活动度
交感神经型颈椎病,Treatment_of_department,痛觉
交感神经型颈椎病,Treatment_of_department,卧立试验
呕吐,Treatment_of_department,甲苯胺蓝纠正试验
呕吐,Treatment_of_department,血清卵泡刺激素
呕吐,Treatment_of_department,血清鳞状上皮细胞癌抗原
重症肌无力,Treatment_of_department,尿常规
重症肌无力,Treatment_of_department,血清抗肌球蛋白抗体
重症肌无力,Treatment_of_department,脑脊液一般性状
硬皮病,Treatment_of_department,血红蛋白
硬皮病,Treatment_of_department,血清抗硬皮病-70抗体
硬皮病,Treatment_of_department,抗核抗体
支气管肺炎,Treatment_of_department,儿童支气管镜
支气管肺炎,Treatment_of_department,痰液病原体
支气管肺炎,Treatment_of_department,痰培养
肾虚腰痛,Treatment_of_department,尿酸
肾虚腰痛,Treatment_of_department,尿醛固酮
肾虚腰痛,Treatment_of_department,尿亮氨酸氨基肽酶
蚕豆病,Treatment_of_department,变性球蛋白小体染色试验
肝阳上亢,Treatment_of_department,动态血压监测(ABPM)
肝阳上亢,Treatment_of_department,甲种胎儿球蛋白试验
肝阳上亢,Treatment_of_department,尿睾酮
腱鞘囊肿,Treatment_of_department,肩关节外展试验
腱鞘囊肿,Treatment_of_department,肩外展摆动试验
膝关节骨性关节炎,Treatment_of_department,关节镜
膝关节骨性关节炎,Treatment_of_department,四肢的骨和关节平片
膝关节骨性关节炎,Treatment_of_department,髋关节超伸试验
系统性红斑狼疮,Treatment_of_department,尿常规
系统性红斑狼疮,Treatment_of_department,狼疮细胞试验
系统性红斑狼疮,Treatment_of_department,血浆凝血酶调节蛋白活性
淋巴管炎,Treatment_of_department,血液生化六项
紧张性头痛,Treatment_of_department,肌电图
紧张性头痛,Treatment_of_department,MRI
紧张性头痛,Treatment_of_department,脑电图
病毒性支气管炎,Treatment_of_department,血液生化六项
病毒性支气管炎,Treatment_of_department,胸部平片
儿童遗尿症,Treatment_of_department,泌尿系统CT
儿童遗尿症,Treatment_of_department,脑电图
秃头,Treatment_of_department,头皮检查
秃头,Treatment_of_department,毛发
秃头,Treatment_of_department,内分泌检查
臂丛神经痛,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
臂丛神经痛,Treatment_of_department,颈椎CT
臂丛神经痛,Treatment_of_department,肢体血流图
白发,Treatment_of_department,毛发矿物质
白发,Treatment_of_department,毛发
手指屈肌腱鞘炎,Treatment_of_department,屈拇握拳试验
手指屈肌腱鞘炎,Treatment_of_department,拇收肌肌力试验
慢性疲劳综合症,Treatment_of_department,疲劳自测测试
创伤性关节炎,Treatment_of_department,四肢的骨和关节平片
创伤性关节炎,Treatment_of_department,骨与关节MRI
创伤性关节炎,Treatment_of_department,尿镁
黄水疮,Treatment_of_department,血清卵泡刺激素
黄水疮,Treatment_of_department,浆膜腔积液细胞学检查
黄水疮,Treatment_of_department,血清鳞状上皮细胞癌抗原
急性脊髓炎,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
急性脊髓炎,Treatment_of_department,脑脊液的化学检查
急性脊髓炎,Treatment_of_department,肌电图
脱臼,Treatment_of_department,四肢的骨和关节平片
脱臼,Treatment_of_department,骨与关节MRI
脱臼,Treatment_of_department,关节检查
皮肤囊肿,Treatment_of_department,皮肤病理检查
皮肤囊肿,Treatment_of_department,免疫病理检查
椎间盘突出症,Treatment_of_department,血清类风湿因子
椎间盘突出症,Treatment_of_department,健肢抬高试验
椎间盘突出症,Treatment_of_department,脊柱运动试验
输卵管积水,Treatment_of_department,X线碘油造影
输卵管积水,Treatment_of_department,输卵管通畅检查
输卵管积水,Treatment_of_department,输卵管镜
肠道菌群失调症,Treatment_of_department,粪便菌群失调
肠道菌群失调症,Treatment_of_department,粪便寄生虫
肠道菌群失调症,Treatment_of_department,乙状结肠镜检查
多形红斑,Treatment_of_department,免疫病理检查
多形红斑,Treatment_of_department,皮肤病的物理检查
多形红斑,Treatment_of_department,尿蛋白定量
痒疹,Treatment_of_department,皮损
痒疹,Treatment_of_department,嗜酸性粒细胞数
风湿性多肌痛,Treatment_of_department,关节镜
风湿性多肌痛,Treatment_of_department,血清类风湿因子
风湿性多肌痛,Treatment_of_department,肌电图
天疱疮,Treatment_of_department,血清胆碱酯酶
天疱疮,Treatment_of_department,血清抗桥粒自身抗体
筋膜炎,Treatment_of_department,免疫病理检查
筋膜炎,Treatment_of_department,嗜酸性粒细胞数
筋膜炎,Treatment_of_department,血液生化六项
反应性关节炎,Treatment_of_department,血清免疫球蛋白A
反应性关节炎,Treatment_of_department,血清免疫球蛋白G
反应性关节炎,Treatment_of_department,血清免疫球蛋白M
运动神经元病,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
运动神经元病,Treatment_of_department,颅脑MRI
运动神经元病,Treatment_of_department,颈部MRI
慢性腰背痛,Treatment_of_department,仰卧挺腹试验
慢性腰背痛,Treatment_of_department,腰部活动度
慢性腰背痛,Treatment_of_department,腰背痛体格检查
肾气不固,Treatment_of_department,尿沉渣结晶
肾气不固,Treatment_of_department,尿酸
肾气不固,Treatment_of_department,尿多巴胺
虚劳,Treatment_of_department,血液生化六项
虚劳,Treatment_of_department,心电图
胃寒呕吐,Treatment_of_department,血清甲型肝炎抗原
胃寒呕吐,Treatment_of_department,血清甲型肝炎抗体
胃寒呕吐,Treatment_of_department,尿对羟苯丙酮酸
葡萄球菌感染,Treatment_of_department,涂片
葡萄球菌感染,Treatment_of_department,痰培养+药敏试验
葡萄球菌感染,Treatment_of_department,痰液常规检查
肩胛背神经卡压症,Treatment_of_department,颈椎CT
肩胛背神经卡压症,Treatment_of_department,肌电图
斜颈,Treatment_of_department,头颅平片
斜颈,Treatment_of_department,脊椎平片
斜颈,Treatment_of_department,骨关节及软组织CT
克兰费尔特综合征,Treatment_of_department,涂片
克兰费尔特综合征,Treatment_of_department,黄体生成素
克兰费尔特综合征,Treatment_of_department,睾酮
大肠湿热,Treatment_of_department,直接涂片检查
潮热,Treatment_of_department,雌激素
肝火眩晕,Treatment_of_department,尿环磷酸鸟苷
肝火眩晕,Treatment_of_department,尿谷氨酰胺
肝火眩晕,Treatment_of_department,眼震电图描记法
药疹,Treatment_of_department,尿常规
淀粉样变病和淀粉样关节病,Treatment_of_department,动态心电图
淀粉样变病和淀粉样关节病,Treatment_of_department,心电图
其他晶体性关节病,Treatment_of_department,白细胞数
小儿吉兰-巴雷综合征,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
小儿吉兰-巴雷综合征,Treatment_of_department,肌电图
胁痛,Treatment_of_department,肝功能
迁延性昏迷,Treatment_of_department,颅脑MRI
迁延性昏迷,Treatment_of_department,颅脑CT
迁延性昏迷,Treatment_of_department,颅脑超声检查
复发性皮肤坏死性嗜酸粒细胞血管炎,Treatment_of_department,嗜酸性粒细胞数
复发性皮肤坏死性嗜酸粒细胞血管炎,Treatment_of_department,血清蛋白电泳
复发性皮肤坏死性嗜酸粒细胞血管炎,Treatment_of_department,血清免疫球蛋白D
脊椎结核并发窦道,Treatment_of_department,窦道及瘘管造影
脊椎结核并发窦道,Treatment_of_department,结核杆菌检查
脊椎结核并发窦道,Treatment_of_department,结核杆菌基因检测
松毛虫性骨关节炎,Treatment_of_department,尿镁
脊椎结核并发截瘫,Treatment_of_department,脊椎平片
脊椎结核并发截瘫,Treatment_of_department,MRI
苔藓样念珠状疹,Treatment_of_department,皮肤病的物理检查
苔藓样念珠状疹,Treatment_of_department,皮肤涂片显微镜检查
