name,detail,info_match
阴道成形术,是指任何修复阴道结构缺陷、构造或者再造阴道的手术过程。当阴道成形术的目的是为了于人体内构造一个新的阴道时，它有时候也被叫做新阴道成形术(neovaginoplasty)。,{'price': {'price': '￥280-￥2000'}}
断头术,(decapitation)是将切断胎颈部并将其分成胎头及躯干两部分，逐一将其娩出的手术。用断头钩切断胎颈，操作困难，对母体软损伤较多，已少用。线锯(图1)断胎颈操作简单、安全，有替代断头钩之势。,{'price': {'price': '￥350'}}
输卵管卵巢粘连松解术,在输卵管、粘连在、的病人中十分常见。多由感染、及既往手术所致。通常附件会固定于阔韧带后叶或侧盆壁。输卵管伞端往往被包裹。严重时附件可被包裹在直肠窝内，手术时极易损伤肠管。,{'price': {'price': '￥1400'}}
曼氏手术,是治疗安全、有效、简单、经济的手术方法之一，其最大特点是术式较简单，不需进入腹腔，对患者影响较少。此手术适用于垂1度或2度，年轻患者伴宫颈延长及阴道前后壁膨出，重度经电熨术治疗无效并希望保留子宫的患者。,{'price': {'price': '￥1500'}}
产钳术,产钳曾是唯一用来牵出活胎儿的器械，较胎头吸引器难于掌握，若使用不当，可造成母婴。目前，多在未成功时，才考虑应用。,{'price': {'price': '￥900'}}
引产,引产是指妊娠12周后，因母体或胎儿方面的原因，须用人工方法诱发子宫收缩而结束妊娠。根据引产时孕周，可分为中期引产（14～28周）和晚期妊娠引产（28周以后）。,{'price': {'price': ''}}
阴道横隔清除术,无孔者可出现周期性下而无月经初潮，孔小者可出现经血排流不畅的症状，横隔位于阴道中下段者可致性生活不满意。部分患者可无临床症状。,{'price': {'price': '￥1000'}}
胎头吸引术,(application of vacuum extracfor)是采用一种特制的吸引器置于胎头，形成负压后吸在胎头上面，通过牵引，协助娩出胎头的一种助产手术。,{'price': {'price': '￥900'}}
肩难产助产术,肩胎头娩出后，胎儿前肩被嵌顿于耻骨联合上方，用常规助产手法不能娩出胎儿双肩，称为。其术式称(operations for shoulder dystocia),{'price': {'price': '￥530-￥3100'}}
刮宫术,，即刮宫，清宫术是早期人工最常接纳的方式。清宫术虽然不需要开刀，但也是一种妇科手术，一定要严密消毒的情况下进行。,{'price': {'price': ''}}
穿颅术,(craniotomy)是用器械穿破胎儿头颅，排出颅内组织，使头颅组织缩小，从阴道的手术。,{'price': {'price': '￥350'}}
阴道紧缩术,就是针对女性生理变化，为提高夫妻性生活质量及治疗尿道、及而设计的一种妇科整形手术。手术根据患者的不同年龄、阴道松弛及会阴损伤的不同程度进行和使用私处细胞活力因子进行修补，通过手术修复损伤松弛的肌肉和筋膜，使阴道弹性增强，松紧度变得合适，解除了患者心理上和生理上的痛苦，并提高了生活质量，恢复了女性的自信心。同时有利于预防和治疗因盆底组织松弛而导致的及阴道前后壁膨出等疾患。,{'price': {'price': '￥1500'}}
人工破膜术,引产术是通过手术方法诱发收缩，而终止者。  引产指征：孕期由于孕妇或胎儿病情不宜继续妊娠而需择期终止妊娠者。常见的原因有：  1.妊高征/。  2.妊娠合并症不宜继续妊娠者，如慢性之疾患、、、病。  3.有胎盘功能减退者，如，等。  4.。  5.，。  6.胎儿畸形，。  7.也可因非医学原因而安排计划适时引产者，但目前已不提倡。  常用的方法有、及小等。  人工破膜是钳破或刺破胎膜，排出，使先露下降，刺激宫颈，引起子宫收缩，使宫口扩张。宫颈已成熟，儿头已入盆者，效果较好,{'price': {'price': '￥4-￥60'}}
产道血肿清除术,软可行切开血肿清除术，彻底止血。,{'price': {'price': '￥50-￥1100'}}
无痛人流,无痛人工流产术，是指将在孕10周以内的妊娠用人工的方法加上静脉麻醉终止妊娠的手术流产，同样是妇女在避孕失败后的一种补救措施，决不能因为这种方式痛苦小而作为节育的手段。,{'price': {'price': ''}}
宫颈环扎术,采用无缝合术缩小宫颈管内口以防治晚期和，称为,{'price': {'price': '￥1000'}}
手转胎头术,(manual ratation of felal head)是徒手纠正胎方位，为处理头位的重要操作，常与合并应用。,{'price': {'price': ''}}
输卵管结扎术,女性结扎手术又叫输卵管结扎术，是一项操作简单、副作用少，并且安全有效的绝育方法。这项手术的发展至今已有百年以上的历史，同时也是中国妇女最常采用的避孕方法之一。其避孕原理是把输卵管通道封闭，使卵子无法与精子结合，从而达到避孕的目的。只要输卵管不被接通了，女性结扎手术是一项具有永久性，一劳永逸的避孕方法。,{'price': {'price': ''}}
羊膜腔外引产术,将药物直接注入到羊膜腔内，方法简便易行，成功率高，感染率低，优于水囊引产和羊膜腔外注射药物引产。,{'price': {'price': ''}}
自然分娩,是方式的一种。满28周及以上，胎儿及附属物从临产开始到全部从母体娩出的过程，称为分娩。妊娠满28周至不满37足周期间分娩，称为。妊娠满37周至不满42足周期间分娩，称为足月产；妊娠满42周及以后分娩称为过期产。    临产开始的标志为规律且逐渐增强的子宫收缩，持续30秒或30秒以上，间隙5～6分钟，并伴随进行性宫颈管消失，宫口扩张和胎先露部下降。用强镇静药物不能抑制临产。    总产程即分娩全过程，是指从开始出现规律宫缩直到胎儿娩出。分为3个产程  第一产程：指临产开始直至宫口完全扩张即开全为止。初产妇的宫颈较紧，宫口扩张缓慢，需11～12小时；经产妇宫颈较松，宫口扩张较快，需6～8小时。  第二产程：从宫口完全扩张到胎儿娩出的过程。初产妇需1～2小时，不应超过2小时；经产妇通常数分钟即可完成，也有长达1小时者，但不应超过1小时。  第三产程：从胎儿娩出后到胎盘胎膜娩出，即胎盘剥离和娩出的过程，需5～15分钟，不应超过30分钟。,{'price': {'price': '￥550'}}
leep刀,LEEP刀亦称超高频电波刀，是近年发展起来的专门用来微创性诊断和治疗宫颈疾病的专业技术。是经由电极尖端产生3.8兆HZ的高频电波，于接触身体后，由于组织本身阻抗，吸收此高频电波而瞬间产生，以完成处理。,{'price': {'price': '￥1000'}}
子宫畸形矫形术,适用于：1.畸形引起的不孕，已排除其他不孕原因。2.子宫中隔，双子宫而宫腔均小，其容积不足以容纳正常发育的胎儿。3. 月经过多、等，久治无效者。,{'price': {'price': '￥1200'}}
腹腔镜手术,"腹腔镜手术是一门新发展起来的微创方法，是未来手术方法发展的一个必然趋势。随着工业制造技术的突飞猛进，相关学科的融合为开展新技术、新方法奠定了坚定的基础，加上医生越来越娴熟的操作，使得许多过去的开放性手术现在已被腔内手术取而代之，大大增加了手术选择机会。后腹腔镜手术传统方法是在病人腰部作三个1厘米的小切口，各插入一个叫做""trocar""的管道状工作通道，以后一切操作均通过这三个管道进行；再用特制的加长手术器械在电视监视下完成与开放手术同样的步骤，达到同样的手术效果。",{'price': {'price': '￥500-￥2650'}}
子宫内膜电切术,电切术与传统手术相比具有不开腹，明显缩短了术后恢复的时间，无切口，极大地减少了日后剖宫产机率。,{'price': {'price': '￥800'}}
子宫翻出复位术,用于慢性者，由于翻出时间过久，宫颈已形成缩窄环，一般需进行经阴式或腹式。,{'price': {'price': '￥150'}}
直肠阴道瘘修补术,的病因与相似，常见于产伤、手术和放射性创伤。  根据孔与肛门或阴道口的距离，分为低位和高位瘘孔。均表现为有大便自阴道溢出，严重时大便不能自控。,{'price': {'price': '￥1570'}}
可视无痛人流,采用短效麻醉药，静注后40秒内病人进入睡眠状态。5至10分钟内，手术便在全套可视检测系统的监控、指引下顺利完成。女性完全在睡眠状态下轻松地接受手术。分类：超导可视无痛：结合先进的，将无痛人流技术发挥到极致，在千层洁净手术室完成。定位精确，无不适感，彻底避免了术后感染。超导可视（微创）无痛人流：利用直视腔镜，结合特效药物，患者在梦中完成手术。手术吸宫准确、彻底，无痛苦，不损伤，安全无副作用，随治随走。微管可视无痛人流：所谓“微管可视无痛人流”，就是用一根质地柔软的微管，在高科技腔镜的指引下，医师凭借针孔里的“千里”，直观、轻松地将微管抵达孕囊，在不扩张宫颈口的情况下，把体内的孕囊吸出来。整个手术时间只须三分钟。无需住院，随时可以行走。,{'price': {'price': ''}}
阴道-腹式联合修补术,复杂的或较大的，暴露困难，需经阴道-腹部途径才能完成修补手术。,{'price': {'price': '￥2000'}}
乙状结肠人工阴道成形术,1.。  2.或，阴道大部分或全部切除术。,{'price': {'price': '￥2000'}}
盆腔腹膜阴道成形术,或，阴道大部分或全部切除者。,{'price': {'price': '￥2000'}}
阴茎背神经阻断术,是针对于仅由龟头神经过于敏感引起的顽固性而采取的治疗方法。背是一种微创手术，针对海绵体肌外侧的背神经，在男性器官切口上切开一个2-3毫米长、0.5毫米深的微小切口，有选择性的阻断背神经的分支，减低龟头皮肤的敏感程度。整个手术都不会触及海绵体和血管，手术无痛，出血量极少，在2-3天内即可完全愈合。接受背神经阻断术后，可以降低男性器官头的背性，提高射精刺激阀，延长射精潜伏期，从而提高患者的夫妻生活质量。,{'price': {'price': ''}}
前列腺穿刺活检术,用于对怀疑癌症患者的检查。,{'price': {'price': '￥200'}}
精索静脉高位结扎术,属治疗的精典术式，经美国FDA临床100万例患者验证，国际上治疗精索导致不育症的成熟技术。手术只需在腹部开两个1.0—2.0厘米左右小切口，确保手术并发症发生机率受到有效控制，减少到最低限度。此外，小切口保证了术后恢复更快，成功率更高，患者在当天就可下床活动。,{'price': {'price': '￥1040'}}
高位隐睾下降固定术,滑动和游走睾丸是的特殊类型。前者睾丸位于外环扣高度，通过手法操作可使其下降至阴囊，但因为精索较短，松手后睾丸又回到原来的位置。游走睾丸的精索很长，由于异常的睾提肌或未闭合的鞘突使睾丸在阴囊内或阴囊外游走而可扪及。主要治疗方法是。,{'price': {'price': '￥700-￥1200'}}
阴茎延长术,是根据不同男士的生理特点和（或）延长需求，取适当位置切断阴茎上的浅悬韧带和深悬韧带，使埋藏在体内的那段阴茎海绵体分离出来，采用内填外拔的缝合技术，使阴茎体外部分延长3-5厘米。这种手术不仅可使阴茎延伸至接近正常的长度，而且有正常的勃起和感觉功能。极大地提高了男性性生活质量。,{'price': {'price': '￥1500'}}
包皮手术,包皮手术 就是对过长的包皮进行切除，即在阴茎背部直切一个口，然后在横向剪一圈多余的包皮。包皮过长会引起早泄， 包皮过长不及时治疗往往会影响夫妻间性生活的美满，因为过长的包皮将男性龟头--男性最为敏感的部位被覆盖，使得在性交过程中不能得到较强烈的刺激，故造成性生活的不协调。包皮手术术后，良好的护理方法可以避免术后感染，有利于伤口更快恢复。,{'price': {'price': '￥200-￥500'}}
精索静脉曲张切除术,精索回流示意图是指精索里的静脉因回流受阻，而出现的盘曲扩张。是青壮年常见的疾病，是指因精索静脉血流淤积而造成精索蔓状丛(静脉血管丛)血管扩张，迂曲和变长。发病率为男性人群为10-15%，在中占15-20%。  精索切除术主要有经髂窝腹膜后和经腹股沟管两种途径，加做分流术并无必要。手术失败原因多为漏扎静脉分支和损伤精索内所致。,{'price': {'price': '￥400-￥550'}}
包皮环切术,包皮环切术是是指将阴茎上面的多余包皮进行切除，使阴茎头外露出来，是治疗包茎、包皮过长及防止其并发症的有效治疗方法，是一种治疗包皮包茎的小手术，手术过程大约20～30分钟，一般不需要住院，手术的危险性较小。包皮环切术方法甚多，最常用者为包皮内外板一次环切法，其次为内外板分别环切法。是开放手术，手术的目的是通过手术让阴茎头彻底暴露出来，这样就不会因为留死角而导致感染。,{'price': {'price': '￥160-￥230'}}
阴茎假体植入术,阴茎假体植入法从1936年在美国就已经开展了，只是当时没有令人满意的好材料，后来随着医学领域随着高科技的发展，这种假体的材料不断地得到更新，高质量的假体不断问世。现在假体的一般有三种：硬性，半硬性和可膨胀胀性假体。为了提高手术的成功率和患者的满意度，现在大多数医生和患者都会选择用可膨胀性假体。,{'price': {'price': '￥160-￥1000'}}
阴茎部分切除术,局限于阴茎头附近，可行。,{'price': {'price': '￥80-￥1100'}}
输精管结扎术,是一种简单、安全、可靠的绝育手术，是计划生育的主要手术之一。输精管术仅仅阻断精子的输送通道，使精子淤积于坠睾尾部，以后液化吸收。输精管结扎术后10多年又行吻合者，仍能恢复生育能力，证明该手术曲细精管上皮并无影响，对间质细胞的男性激素分泌更无妨碍，因此术后男性第二性征不会发生变化，也不会影响性功能和体力。,{'price': {'price': '￥400-￥550'}}
睑板腺囊肿切除术,当睑板腺分泌物的正常排出管道发生阻塞时，腺体分泌物不能正常排出而发生潴留淤积，刺激腺体及周围发生慢性炎性性改变，称为睑板腺囊肿(chalazion)。成人和儿童均可发病，但以儿童多见。临床特点为发生于睑板的无痛性肿块，质地硬，不红，与组织无粘连。与肿块相对应范围内的结膜表面，结膜面粗糙。但较大的多很难自行消退，因此治疗应采用。,{'price': {'price': ''}}
腮腺切除术,腮腺癌是发生于腮腺的恶性肿瘤，属于中发生率最高的一种恶性肿瘤。临床多于无意中或体验时发现，以垂为中心的下方或后方有的无痛性肿块，多呈状，表面平整或略圆，质地硬度不一，活动，大小一般为3-5厘米，有包膜，病史长，除局部酸外，无、区域及其他不适。少见，以恶性为多，其次为粘液表皮样肿瘤、腺癌、、等。临床表现为病程短，生长较快，病变部常有，麻木不适，肿块较硬，与深部组织粘连，活动性差，，部分病人有部分或全部面神经，浸润可溃破，创口不愈，分泌物恶臭，可发生颈结转移或远处转移(、骨、肝、脑等)。  现代医学对本病的病因，目前尚未明确。有学者认为与病毒或感染有关。临床诊断主要依据病史、症状、全身及局部检查;唾腺X线造影可见主、支导管被挤扭曲、扩张、狭窄性断续、中断;腺泡充盈不良或缺损或造影剂外溢呈片状;主导管梗塞时，支导管及腺体全部不显影。活体组织针吸或术中取活体组织作冰冻切片病理检查可确诊。  现代医学对本病的治疗主要采用外科手术切除。据报道腮腺癌术后的5年生存率在95%左右。 当患者的恶性肿瘤已侵犯周围组织，术后边缘遗留有残存癌时，则应考虑辅加放射治疗。  本病属于中医学的“腮疮”、“”和“石疽”等范畴。祖国医学认为本病是因热毒内蕴，气血瘀滞，痰湿所致。,{'price': {'price': '￥1580-￥2200'}}
小梁切除术,药物和激光治疗不能阻止进行性视神经损伤和的各类。由于手术技术的改进和抗代谢药物的应用，后的水平可与全层巩膜穿通滤过术后的压水平相近，因此现在小梁切除术几乎可以适用于所有需要做眼外滤过术的青光眼。,{'price': {'price': '￥750-￥1720'}}
准分子激光屈光性角膜切削术,准分子激光手术就是用准分子激光通过对角膜瓣下基质层进行屈光性切削，从而降低瞳孔区的角膜曲率，达到矫正近视的目的（通俗来看就是把角膜当成一种透明材料，通过切削作成了一副镜片）。可矫正200度－2000度的近视，从目前临床结果观察，此手术是矫正高度近视眼常用的术式。,{'price': {'price': ''}}
牙槽骨整形术,处理因槽骨畸形而影响了牙龈的生理外形者，可用骨整形，术后并不降低骨的高度。,{'price': {'price': '￥40-￥2800'}}
下鼻甲部分切除术,慢性肥厚性患者行 ，下甲切除多少的问题文献中意见不统一 ，多主张少切除 ，以免发生。下鼻甲切除越多 ，发生鼻的潜在危险性越大。说明行下鼻甲切除术在保证症状改善的前提下 ，切除应宁少勿多。,{'price': {'price': '￥80-￥330'}}
单纯睾丸切除术,切除术可在局部麻醉下施行，在术後三至八小时内便可将血清中之男性素降至去势的浓度，是最传统、快速与有效的治疗法。  古代皇宫里的太监，就是因为在青春发育期以前阉割了睾丸，所以成年以后失去了性生活能力。现在是不可能再发生幼年阉割睾丸的事了。不过，当罹患、重度、睾丸结核时，需要切除睾丸。得了、时，为了降低雄激素水平，控制病情，也需要切除睾丸。这些人睾丸切除以后，是否还能过性生活呢?  如果是切除一侧睾丸，睾丸酮的分泌显然是减少了一半，血中睾丸酮的水平降低了，但是，另一侧睾丸健在，其功能仍存。而且，日久以后，这侧睾丸酮的分泌量多少还会有些代偿性增加。所以，切除单边睾丸，绝大多数人阴茎仍能勃起，仍能保持完好的性功能，照样能生儿育女。如果是双侧睾丸均切除，那么，体内睾丸酮的来源就会断绝，血中睾丸酮的水平就会骤减甚至消失。此时，由皮质分泌的少量的雄激素，无论从质量上还是数量上，都无法与睾丸所分泌的睾丸酮相比，因此，性生活的能力就丧失了。不过，随着医学水平的提高，如果能在阴茎海绵体内注射罂粟碱、酚妥拉明、素E1等血管活性药物;或者通过手术，在阴茎海绵体内置入阴茎假体，支撑阴茎。,{'price': {'price': '￥730'}}
翼状胬肉切除术,1.进行性。  2.翼状胬肉达区或已遮盖瞳孔区者。  3.翼状胬肉影响球运动或影响美容者。,{'price': {'price': '￥30-￥700'}}
超声乳化白内障吸除术,一般来说，凡适合作囊外摘除术的病例，均可行超声乳化吸除术。但在病例选择上，应根据自身技术条件，确定相对选择标准。  下面一些情况，应作选择时参考：  1. 术前散大瞳孔至少不小于6mm为安全。初学者切不可选择小瞳孔病例。  2. 角膜完全透明是作好超声乳化术的基本条件。角膜局限性混浊、及有其他影响其透明性的病变，均不宜作本手术。  3.前房深度 术中必须保持前房有足够深度，故顽固性浅前房者，在选择病例时应作慎重考虑。  4.核硬度 初学者应选择核硬度适宜的病例，随着熟练程度的不断提高，可不断扩大选择范围。,{'price': {'price': '￥2700'}}
鼻息肉摘除术,空气通过狭窄的腔（如鼻中隔弯曲等），在其邻近组织产生负压，使血管外液体压力降低，增加了组织，过多的液体在筛窦或上颌窦疏松黏膜积水而形成。儿童多发性息肉应考虑病，也称胶稠性黏液病,{'price': {'price': '￥80-￥550'}}
泪道冲洗术,作为的一种方法。检查泪道是否通过、有否分泌物。为手术前清洗泪道或验证手术后泪道是否通畅。,{'price': {'price': '￥3-￥13'}}
鼻中隔矫正术,1.显著，影响腔通气、引流者。  2.鼻中隔嵴突致经常或者。,{'price': {'price': '￥500-￥800'}}
鼻前庭囊肿摘除术,适合者。,{'price': {'price': '￥100-￥490'}}
泪囊鼻腔吻合术,适用于所有慢性。,{'price': {'price': '￥780'}}
扁桃体摘除术,是科中常用的也是基本的手术。要求将整个扁桃体连同包膜完整切除，以治疗反复发生的，具有一定效果。但是对于扁桃体摘除术还是要采取重视和谨慎的态度，否则可以产生并发症，甚至造成严重的后果。,{'price': {'price': '￥100-￥400'}}
歪鼻矫正术,是一种部畸形，由外伤或鼻部软骨和骨组织发育不良而引起。按歪曲的部位，临床上可以分为下列两种，可用手术加以矫正。  1.软骨部歪曲 歪曲在鼻骨以下软骨部，主要是在鼻的下部和鼻尖部。  2.骨部歪曲 歪曲多在鼻梁上部和鼻根处，多由骨组织不对称所造成。  上述两种类型有时可以同时存在，即整个外鼻、鼻根至鼻尖部都呈歪曲现象。,{'price': {'price': '￥1200'}}
扁桃体挤切术,具有器械简便，仅需一把挤切刀和一块压板，即可手术，手术时间短等优点，惟要较熟练地掌握这一手术有一定的难度。手术前必需了解扁桃体的解剖及能熟练的掌握剥离法。否则贸然采用挤切法时，会带来较多组织损伤，甚至扁桃体残留等不良后果。,{'price': {'price': '￥50-￥400'}}
唇裂修复术,先天性一般分为单侧唇裂和双侧唇裂。根据裂隙程度又分为唇红裂、不完全唇裂和完全性唇裂。完全性唇性的特点包括：裂隙呈三角形，患侧翼偏平，鼻端低平，鼻翼内外脚间距加宽，外脚低下，鼻小柱斜向裂侧，双侧唇裂鼻小柱短。或并有口轮匝肌裂开，错位。  唇裂修复要求为：①精确解剖对位，修复裂隙。②重建口轮匝肌的方向。③重建鼻基底、唇峰、唇珠。④修复鼻孔及鼻端。,{'price': {'price': '￥890-￥1300'}}
口腔-上颌窦瘘管修补术,上颌窦多是因拔术中牙根移位造成，或在即刻修补口腔上颌窦交通后创口裂开;也可能出现于上颌术后。,{'price': {'price': '￥360-￥450'}}
鼻粘连解除术,腔粘连是内窥镜手术后最常见的并发症，明显阻碍疾病痊愈和影响手术疗效。正确清理术腔和及时解除粘连是关键。,{'price': {'price': ''}}
鼻腔堵塞术,1.经用烧灼、明胶海绵贴敷、麻黄素或素棉片收敛等方法处理，出血仍未能控制者。  2.腔手术如摘除、鼻甲切除、鼻内肿瘤切除、鼻中隔矫正、鼻内刮筛等术后，术腔出血不易止住者。,{'price': {'price': ''}}
半喉切除术,其目的在于既切除部癌肿，又能保留发声的功能。但其适当范围较窄，应严格掌握，切不可为了保留喉的生理功能，而遗留癌肿，造成不可挽救的复发。  从胚胎、解剖和临床病理学的研究，可以选择部分合适的病例作半喉切除术。声门上区起源于原始，室带、会厌及杓会厌皱襞来自第四鳃弓，声带及声门下区来自气管上端。且声查，可以作半喉切除术，并不违背癌肿的根治原则，而获得预期的效果。  会厌前间隙位于骨与声带的前连合之间，状如锥体，其底向上，两侧为舌骨会厌、舌骨甲状、甲状会厌膜和韧带，其尖部在声带的前连合上区、声门上区的癌肿常向该区发展，有时临床检查为局限于会厌根部的癌肿，而显微镜检查已有癌肿扩展至室带，且会厌癌易有颈部结转移，因此，半喉切除术应包括全部会厌前间隙，必要时，还应作根治性。若自舌骨下作咽部切开，仅切去会厌，癌肿极易复发。  半喉切除术方法甚多，如上半喉切除术、前侧位半喉切除术、斜角位半喉切除术等，其中以横位上半喉切除术较为实用，故本文对此术作重点叙述。,{'price': {'price': '￥1730'}}
鼻腔乳头状瘤摘除术,腔内局限的乳头状瘤。,{'price': {'price': '￥41-￥750'}}
视网膜裂孔电凝术,巩膜板层切开后，巩膜瓣下裂孔部位巩膜床的凝固;巩膜上裂孔位置标记。,{'price': {'price': '￥800'}}
种植牙,指的是一种以植入骨组织内的下部结构为基础来支持、固位上部修复体的缺牙修复方式。它包括下部的支持种植体（dental implant）和上部的牙修复体（dental prosthesis， implant-supported）两部分。它采用人工材料（如金属、陶瓷等）制成种植体（一般类似牙根形态），经手术方法植入组织内（通常是上下颌）并获得骨组织牢固的固位支持，通过特殊的装置和方式连接支持上部的牙修复体。可以获得与天然牙功能、结构以及美观效果十分相似的修复效果，已经成为越来越多缺牙患者的首选修复方式。,{'price': {'price': '￥500'}}
上颌窦根治术,颌面部外伤后，上颌窦壁、塌陷，引起，软组织疝入，骨片残留窦腔内等，可经此手术途径整复。,{'price': {'price': '￥120-￥2600'}}
扁桃体周围脓肿切开引流术,有前上、后上两种类型。一般在扁桃体周围炎5～6d后成熟时，可行切开引流术。,{'price': {'price': '￥150-￥290'}}
蝶窦手术,蝶窦的疾病并非少见。蝶窦的炎症常与后组筛窦的炎症同时存在。蝶窦和蝶窦真菌病也有发现。早期蝶窦的疾病无特征性临床表现。由于放射诊断学的进步，尤其是ct和mr应用于临床以后，蝶窦疾病的发现也较前增多。蝶窦疾病的治疗以手术治疗为主，其目的是根除，开放窦腔，以达到通气引流。,{'price': {'price': '￥800-￥1300'}}
全喉切除术,当部发生肿瘤恶变，危及声带时，应行，避免癌细胞扩散。,{'price': {'price': '￥320-￥2000'}}
喉裂开术,早期声带瘤，如病变局限于一侧声带的中段，前端未侵及前连合，后部未波及声突，声带运动正常者(图1)，可作。术后虽发声沙哑，尚能一般谈话，呼吸和饮食亦无妨碍，其五年生存率与采用放射疗法相似，均可达90%以上。  若癌肿部位已达前连合处或甚至超过前连合侵及对侧声带(图2)，常规的裂开术已不适应，可选用前连合喉裂开术。,{'price': {'price': '￥160-￥1200'}}
上颌骨切除术,根据国内资料，统计分析，占鼻部恶性肿瘤的40.3%，占全身恶性肿瘤的1.2%。Lewis等(1972)分析鼻腔及癌772例，约30%发生于鼻腔，70%发生于鼻窦，其中以发生于上颌窦者最多，占58%。本病多见于50岁以上，男女发病比为2∶1。  多采用治疗。上颌骨切除术是耳鼻科医生处理以上颌窦为主的恶性肿瘤常用的手术。近年来随着外科技术的发展，其基本术式有较大变通。,{'price': {'price': '￥320-￥1800'}}
人工耳蜗,（英文写法：cochlear implantsystem），又称人造、电子蜗。人工耳蜗是一种替代人耳功能的电子装置，它可以帮助患有重度、极重度的成人和儿童恢复或提供听的感觉。这里的重度、极重度耳聋患者是指双耳听阈大于90分贝（dBHL）听力级以上，配戴大功率助听器无效的人。人工耳蜗技术开始于50年代，经过数十年的发展，特别是随着生物医学工程等高新技术的出现，已经从实验研究进入临床应用，成为目前全聋患者恢觉的惟一有效的治疗方法。据统计，全球现在约有5万多耳聋患者使用了人工耳蜗。,{'price': {'price': '￥3000'}}
鼻中隔穿孔修补术,由于各种原因所造成的。,{'price': {'price': '￥140-￥1000'}}
上颌骨部分截除术,1.上颌骨源性恶性肿瘤，局限于牙槽突。  2.局限于上颌窦底壁的肿瘤。  3.硬肿瘤侵犯上颌窦的底壁，或硬腭的低度恶性肿瘤;如牙釉质瘤、圆柱瘤、上皮样癌和等。,{'price': {'price': '￥240-￥1280'}}
放射状角膜切开术,1.年龄18～20岁以上，近两年屈光度增加<2.0d者。  2.屈光状态 屈光度-2.00d～-6.00d。  3.职业 对从事剧烈运动、飞行员、消防、会计及微机操作等职业者，应慎重考虑手术。  4.除外部有关疾病，如、、、、低、感染性眼部病变及严重眼内病变等。  5.心理异常者，应慎重手术。,{'price': {'price': '￥400-￥1570'}}
半舌切除术,是最常见的，男性多于女性。癌多数为鳞癌，尤其在舌前2/3部位，腺癌较少见，多位于舌根部，舌根部有时也可发生上皮癌及未分化癌。舌癌多发生于舌缘，其次为舌尖、舌背及舌根等处，常为型或浸润型。一般恶性程度较高，生长快，浸润性较强，常波及舌肌，致使，使说话、进食及吞均发生困难。舌癌向后可以侵犯舌弓及扁桃体，晚期舌癌可蔓延至口底及颌骨，使全舌固定。,{'price': {'price': '￥60-￥4100'}}
鼻外筛窦切除术,筛骨迷路由多个小气房组成，变异较大，且位于各窦的中心，与眶、颅前窝仅隔一薄骨板，紧密相邻，它体积不大而位置较深，故施行筛窦手术，若不谙解剖，盲目粗鲁，则有相当的困难和危险性;但另一方面，由于慢性化脓性筛窦炎是一种常见、多发病，筛窦病变不彻底清除，常常成为妨碍其他症治愈及造成屡发的重要因素之一，因此筛窦开放或切除手术又有其必要性，是鼻科临床医师应该掌握的手术，如果做到认真、谨慎小心、记住要领、随机应变，则也能达到熟能生巧、得心应手。筛窦切除手术的途径有鼻内、鼻外及经上颌窦三种，是其中一种。,{'price': {'price': '￥500-￥760'}}
前房穿刺术,1.诊断性适用于下列情况  ⑴有微生物感染征象，急需确定感染性质。  ⑵需要确定部疾患免疫学病因。  ⑶需做微量元素分析以确定性质或了解眼内某种元素代谢状况。  ⑷眼内原发或转移性肿瘤，需做房水细胞学诊断。  ⑸其他有诊断意义的房水测定。,{'price': {'price': '￥80-￥868'}}
虹膜粘连分离术,1.膨隆，与内皮广泛相贴者。  2.虹膜与角膜有束状、带状前粘连，有新一的管生长，有反复活动性虹膜炎者。  3.虹膜与角膜粘连并有纤维束与玻璃体粘连，有牵拉性危险者。  4.虹膜粘连影响形状，瞳孔移位，影响内手术操作者。  5.虹膜前粘连引起角膜变形、起皱、内陷者。,{'price': {'price': '￥450-￥1510'}}
鼓膜修补术,鼓膜成形术亦称，系利用组织移植修复鼓膜穿孔的一种手术。其目的为提高听力及防止经鼓膜穿孔所致的中感染。鼓膜穿孔较小，且证实听骨链正常者，仅用腐蚀及贴补法就能使鼓膜愈合。这种鼓膜修补不属本节所论及的鼓膜成形术的范畴。,{'price': {'price': '￥1000-￥1200'}}
鼻内筛窦切除术,筛骨迷路由多个小气房组成，变异较大，且位于各窦的中心，与眶、颅前窝仅隔一薄骨板，紧密相邻，它体积不大而位置较深，故施行筛窦手术，若不谙解剖，盲目粗鲁，则有相当的困难和危险性;但另一方面，由于慢性化脓性筛窦炎是一种常见、多发病，筛窦病变不彻底清除，常常成为妨碍其他症治愈及造成屡发的重要因素之一，因此筛窦开放或切除手术又有其必要性，是鼻科临床医师应该掌握的手术，如果做到认真、谨慎小心、记住要领、随机应变，则也能达到熟能生巧、得心应手。筛窦切除手术的途径有鼻内、鼻外及经上颌窦三种；其中一种就是。,{'price': {'price': '￥650-￥870'}}
眼球摘除术,球摘除手术是眼科手术的一种。是一项破坏性手术，其目的是解除无眼的、防止恶性肿瘤扩散和改善容貌。由于术后为终身残愈，术前必须明确诊断，并经病人及家属签名同意手术，办理合法术前手续，方可进行手术。,{'price': {'price': '￥80-￥600'}}
虹膜切除术,包括周边和光学切除术，特别适合于有虹膜的病例。,{'price': {'price': '￥200-￥1200'}}
