illness_name,pathogenic_site,parts_name
乳腺癌皮肤转移,Treatment_of_department,皮肤
胆囊类癌,Treatment_of_department,胆
外耳道乳头状瘤,Treatment_of_department,耳
阴道腺癌,Treatment_of_department,阴道
男性尿道癌,Treatment_of_department,阴茎
横纹肌肉瘤,Treatment_of_department,全身
多发性内分泌腺瘤Ⅱ型,Treatment_of_department,甲状腺
多发性内分泌腺瘤Ⅱ型,Treatment_of_department,全身
骨嗜酸性肉芽肿,Treatment_of_department,骨
气管肿瘤,Treatment_of_department,气管
主动脉瘤,Treatment_of_department,血液血管
腹膜间皮瘤,Treatment_of_department,腹膜
乳管内乳头状瘤,Treatment_of_department,乳房
胃泌素瘤,Treatment_of_department,胃
泌乳素瘤,Treatment_of_department,颅脑
腺瘤,Treatment_of_department,全身
畸胎瘤,Treatment_of_department,全身
骨肿瘤,Treatment_of_department,骨
乳房纤维腺瘤,Treatment_of_department,乳房
上颌窦恶性肿瘤,Treatment_of_department,鼻
阴道壁息肉,Treatment_of_department,阴道
滑膜肉瘤,Treatment_of_department,全身
嗜铬细胞瘤,Treatment_of_department,肾上腺
外阴癌,Treatment_of_department,外阴
巴来特(Barrett)食管,Treatment_of_department,食管
肾错构瘤,Treatment_of_department,肾
神经纤维瘤,Treatment_of_department,周围神经系统
神经纤维瘤,Treatment_of_department,全身
睾丸癌,Treatment_of_department,睾丸
胰腺囊肿,Treatment_of_department,胰腺
老年人肺癌,Treatment_of_department,肺
肉瘤,Treatment_of_department,皮肤
肉瘤,Treatment_of_department,全身
膀胱肿瘤,Treatment_of_department,膀胱
脑胶质瘤,Treatment_of_department,颅脑
脑膜瘤,Treatment_of_department,颅脑
肝脏肿瘤,Treatment_of_department,肝
睾丸肿瘤,Treatment_of_department,睾丸
高泌乳素血症,Treatment_of_department,女性生殖
高泌乳素血症,Treatment_of_department,乳房
慢性淋巴细胞白血病,Treatment_of_department,淋巴
慢性淋巴细胞白血病,Treatment_of_department,血液血管
慢性淋巴细胞白血病,Treatment_of_department,骨髓
脂溢性角化病,Treatment_of_department,皮肤
动脉瘤,Treatment_of_department,全身
动脉瘤,Treatment_of_department,血液血管
卵巢肿瘤,Treatment_of_department,卵巢
肺部良性肿瘤,Treatment_of_department,肺
骨肉瘤,Treatment_of_department,骨
恶性黑色素瘤,Treatment_of_department,皮肤
宫颈上皮内瘤变,Treatment_of_department,子宫
腮腺混合瘤,Treatment_of_department,口
神经鞘瘤,Treatment_of_department,周围神经系统
老年人前列腺癌,Treatment_of_department,前列腺
颈部淋巴结转移癌,Treatment_of_department,颈部
绝经后子宫内膜癌,Treatment_of_department,子宫
宫颈腺癌,Treatment_of_department,子宫
甲状腺乳头状癌,Treatment_of_department,甲状腺
表皮囊肿,Treatment_of_department,颅脑
甲状腺微小癌,Treatment_of_department,甲状腺
霍奇金淋巴瘤,Treatment_of_department,淋巴
阴道癌,Treatment_of_department,阴道
小儿白血病,Treatment_of_department,血液血管
滋养细胞肿瘤,Treatment_of_department,女性生殖
眼眶肉瘤,Treatment_of_department,眼
非霍奇金淋巴瘤,Treatment_of_department,淋巴
基底细胞癌,Treatment_of_department,皮肤
肾盂癌,Treatment_of_department,肾
宫颈复发癌,Treatment_of_department,子宫
肛门周围癌,Treatment_of_department,肛门
急性骨髓性白血病,Treatment_of_department,血液血管
皮肤恶性黑色素瘤,Treatment_of_department,皮肤
肠息肉,Treatment_of_department,肠
浆细胞瘤,Treatment_of_department,骨
神经内分泌肿瘤,Treatment_of_department,颅脑
神经内分泌肿瘤,Treatment_of_department,周围神经系统
神经内分泌肿瘤,Treatment_of_department,其他
睑板腺癌,Treatment_of_department,眼
瘢痕癌,Treatment_of_department,全身
副乳乳腺癌,Treatment_of_department,乳房
食管平滑肌瘤,Treatment_of_department,食管
神经纤维瘤病,Treatment_of_department,皮肤
神经纤维瘤病,Treatment_of_department,周围神经系统
恶性纤维组织细胞瘤,Treatment_of_department,骨
咽喉部肿瘤,Treatment_of_department,咽喉
女性尿道癌,Treatment_of_department,尿道
宫颈浸润癌,Treatment_of_department,子宫
纵隔肿瘤,Treatment_of_department,纵膈
输尿管肿瘤,Treatment_of_department,输尿管
髓母细胞瘤,Treatment_of_department,颅脑
男性乳腺癌,Treatment_of_department,乳房
卵泡囊肿,Treatment_of_department,卵巢
骨软骨瘤,Treatment_of_department,骨
胸腺癌,Treatment_of_department,纵膈
胰腺肿瘤,Treatment_of_department,胰腺
胃肠道癌,Treatment_of_department,胃
胃肠道癌,Treatment_of_department,肠
残胃癌,Treatment_of_department,胃
淋巴瘤样丘疹病,Treatment_of_department,皮肤
淋巴瘤样丘疹病,Treatment_of_department,淋巴
颅内动脉瘤,Treatment_of_department,颅脑
腮腺恶性肿瘤,Treatment_of_department,面部
腮腺恶性肿瘤,Treatment_of_department,口
颅咽管瘤,Treatment_of_department,颅脑
绝经期乳腺癌,Treatment_of_department,乳房
绝经期乳腺癌,Treatment_of_department,卵巢
听神经瘤,Treatment_of_department,颅脑
炎性乳腺癌,Treatment_of_department,乳房
鬼胎,Treatment_of_department,子宫
腺样囊性癌,Treatment_of_department,口
恶性葡萄胎,Treatment_of_department,子宫
骨瘤,Treatment_of_department,骨
癌性神经肌病,Treatment_of_department,周围神经系统
癌性神经肌病,Treatment_of_department,肌肉
癌性神经肌病,Treatment_of_department,全身
腱鞘巨细胞瘤,Treatment_of_department,手部
腱鞘巨细胞瘤,Treatment_of_department,足部
皮赘,Treatment_of_department,皮肤
皮赘,Treatment_of_department,颈部
胆囊良性肿瘤,Treatment_of_department,胆
毛细血管瘤,Treatment_of_department,血液血管
原位癌,Treatment_of_department,眼
皮脂腺腺瘤,Treatment_of_department,面部
皮脂腺腺瘤,Treatment_of_department,颈部
皮脂腺腺瘤,Treatment_of_department,皮肤
老年人胃癌,Treatment_of_department,胃
鳞状细胞癌,Treatment_of_department,全身
早期乳腺癌,Treatment_of_department,乳房
胸腺瘤,Treatment_of_department,胸部
原发性肝癌,Treatment_of_department,肝
老年人慢性疾病性贫血,Treatment_of_department,血液血管
老年人慢性疾病性贫血,Treatment_of_department,骨髓
子宫内膜癌,Treatment_of_department,子宫
老年人肥厚型心肌病,Treatment_of_department,心脏
老年人肥厚型心肌病,Treatment_of_department,肌肉
老年人上腔静脉受压综合征,Treatment_of_department,心脏
老年人上腔静脉受压综合征,Treatment_of_department,血液血管
老年性皮肤萎缩,Treatment_of_department,皮肤
老年人钙化性瓣膜病,Treatment_of_department,心脏
老年人脊髓亚急性联合变性,Treatment_of_department,脊髓
老年人急性呼吸窘迫综合征,Treatment_of_department,肺
老年人急性呼吸窘迫综合征,Treatment_of_department,全身
老年人乳腺癌,Treatment_of_department,乳房
老年人酒精性心脏病,Treatment_of_department,心脏
老年人酒精性心脏病,Treatment_of_department,颅脑
老年人高钙血症,Treatment_of_department,血液血管
老年人高钙血症,Treatment_of_department,全身
老年人院内获得性肺炎,Treatment_of_department,肺
绝经与阿尔茨海默病综合征,Treatment_of_department,卵巢
绝经与阿尔茨海默病综合征,Treatment_of_department,颅脑
老年人急性非淋巴细胞白血病,Treatment_of_department,血液血管
老年人肺脓肿,Treatment_of_department,鼻
老年人肺脓肿,Treatment_of_department,口
老年人原发性骨髓纤维化,Treatment_of_department,骨髓
老年人肺性脑病,Treatment_of_department,颅脑
老年人肺性脑病,Treatment_of_department,肺
老年人肺性脑病,Treatment_of_department,全身
老年人病态窦房结综合征,Treatment_of_department,心脏
老年人先天性心血管疾病,Treatment_of_department,心脏
老年人厌氧菌性肺炎,Treatment_of_department,肺
老年人真性红细胞增多症,Treatment_of_department,血液血管
老年人高渗性非酮症糖尿病昏迷,Treatment_of_department,胰腺
老年人高渗性非酮症糖尿病昏迷,Treatment_of_department,全身
老年人期前收缩,Treatment_of_department,心脏
血管瘤,Treatment_of_department,皮肤
血管瘤,Treatment_of_department,全身
老年人环咽肌功能障碍,Treatment_of_department,食管
老年人心房扑动,Treatment_of_department,心脏
老年人代谢性酸中毒,Treatment_of_department,血液血管
老年人代谢性酸中毒,Treatment_of_department,全身
老年人糖尿病乳酸性中毒,Treatment_of_department,全身
老年人肝性脑病,Treatment_of_department,肝
老年人肝性脑病,Treatment_of_department,颅脑
老年人急腹症,Treatment_of_department,腹部
老年人急腹症,Treatment_of_department,全身
鼻咽癌,Treatment_of_department,鼻
结肠癌,Treatment_of_department,肠
甲状腺癌,Treatment_of_department,甲状腺
白血病,Treatment_of_department,血液血管
老年人酒精性肝病,Treatment_of_department,肝
直肠癌,Treatment_of_department,肠
食道癌,Treatment_of_department,食管
肺癌,Treatment_of_department,肺
胃癌,Treatment_of_department,胃
宫颈癌,Treatment_of_department,子宫
乳腺癌,Treatment_of_department,乳房
前列腺癌,Treatment_of_department,前列腺
子宫肌瘤,Treatment_of_department,子宫
甲状腺瘤,Treatment_of_department,甲状腺
黑色素瘤,Treatment_of_department,皮肤
淋巴瘤,Treatment_of_department,淋巴
膀胱癌,Treatment_of_department,膀胱
口腔癌,Treatment_of_department,口
脂肪瘤,Treatment_of_department,其他
肝癌,Treatment_of_department,肝
卵巢癌,Treatment_of_department,卵巢
大肠癌,Treatment_of_department,肠
淋巴癌,Treatment_of_department,淋巴
肠癌,Treatment_of_department,肠
乳房纤维瘤,Treatment_of_department,乳房
垂体瘤,Treatment_of_department,颅脑
牙龈癌,Treatment_of_department,口
舌癌,Treatment_of_department,口
胆管癌,Treatment_of_department,胆
胆管癌,Treatment_of_department,肝
贲门癌,Treatment_of_department,胃
多发性骨髓瘤,Treatment_of_department,全身
胰腺癌,Treatment_of_department,胰腺
胆囊癌,Treatment_of_department,胆
皮肤癌,Treatment_of_department,皮肤
脑瘤,Treatment_of_department,颅脑
胃肠神经官能症,Treatment_of_department,胃
胃肠神经官能症,Treatment_of_department,肠
肾癌,Treatment_of_department,肾
老年人原发性高血压引起的良性小动脉肾硬化,Treatment_of_department,肾
老年人原发性高血压引起的良性小动脉肾硬化,Treatment_of_department,血液血管
老年人原发性恶性高血压引起的恶性小动脉肾硬化,Treatment_of_department,肾
老年人原发性恶性高血压引起的恶性小动脉肾硬化,Treatment_of_department,血液血管
老年性慢性硬膜下血肿,Treatment_of_department,颅脑
老年性慢性硬膜下血肿,Treatment_of_department,血液血管
老年人终末期肺炎,Treatment_of_department,肺
老年人终末期肺炎,Treatment_of_department,全身
咽部乳头状瘤,Treatment_of_department,咽喉
老年人稳定型心绞痛,Treatment_of_department,心脏
老年人神经梅毒,Treatment_of_department,颅脑
老年人风湿性心脏病,Treatment_of_department,心脏
老年人风湿性心脏病,Treatment_of_department,免疫系统
老年人脑血栓形成,Treatment_of_department,颅脑
老年人脑血栓形成,Treatment_of_department,血液血管
老年人败血症,Treatment_of_department,血液血管
痴呆综合征,Treatment_of_department,颅脑
老年人泌尿系结石,Treatment_of_department,肾
老年人泌尿系结石,Treatment_of_department,输尿管
老年人泌尿系结石,Treatment_of_department,膀胱
老年人脑出血,Treatment_of_department,颅脑
老年人肥胖症,Treatment_of_department,全身
老年人短暂性大脑缺血性发作,Treatment_of_department,颅脑
老年人短暂性大脑缺血性发作,Treatment_of_department,血液血管
老年人低血压,Treatment_of_department,心脏
糖尿病乳酸性酸中毒,Treatment_of_department,全身
老年人食管裂孔疝,Treatment_of_department,胸部
老年眩晕,Treatment_of_department,颅脑
老年人糖尿病,Treatment_of_department,胰腺
老年人慢性支气管炎,Treatment_of_department,肺
老年人心力衰竭,Treatment_of_department,心脏
老年人心力衰竭,Treatment_of_department,全身
老年人急性淋巴细胞白血病,Treatment_of_department,血液血管
老年人肺炎,Treatment_of_department,肺
老年人高血压,Treatment_of_department,血液血管
老年人高血压,Treatment_of_department,全身
老年人骨质疏松,Treatment_of_department,骨
老年人骨质疏松,Treatment_of_department,全身
腰腿痛,Treatment_of_department,腰部
腰腿痛,Treatment_of_department,下肢
老年人腔隙性脑梗死,Treatment_of_department,颅脑
老年人腔隙性脑梗死,Treatment_of_department,血液血管
老年人痛风,Treatment_of_department,血液血管
老年人痛风,Treatment_of_department,关节
老年人痛风,Treatment_of_department,肾
老年人肺心病,Treatment_of_department,心脏
老年人肺心病,Treatment_of_department,肺
老年便秘,Treatment_of_department,腹部
老年人椎基底动脉供血不足,Treatment_of_department,颅脑
老年人肺气肿,Treatment_of_department,肺
老年人胃食管反流病,Treatment_of_department,食管
老年人胃食管反流病,Treatment_of_department,胃
老年肺炎,Treatment_of_department,肺
老年股骨头坏死,Treatment_of_department,盆腔
老年股骨头坏死,Treatment_of_department,下肢骨
老年人急性胰腺炎,Treatment_of_department,胰腺
老年人支气管哮喘,Treatment_of_department,肺
老年人支气管哮喘,Treatment_of_department,血液血管
老年人急性左心衰竭,Treatment_of_department,心脏
老年人急性左心衰竭,Treatment_of_department,全身
老年男性性功能障碍,Treatment_of_department,男性生殖
老年男性性功能障碍,Treatment_of_department,心理
老年人肝硬化,Treatment_of_department,肝
老年人过敏性紫癜,Treatment_of_department,血液血管
老年人过敏性紫癜,Treatment_of_department,免疫系统
老年人肾病综合征,Treatment_of_department,肾
老年人肾病综合征,Treatment_of_department,血液血管
老年人前列腺增生症,Treatment_of_department,前列腺
老年人甲状腺功能低下,Treatment_of_department,甲状腺
老年人特发性肺纤维化,Treatment_of_department,肺
老年人缺铁性贫血,Treatment_of_department,血液血管
老年甲状腺功能减退症,Treatment_of_department,甲状腺
老年静脉血栓症,Treatment_of_department,血液血管
老年人低钠血症,Treatment_of_department,血液血管
老年人低钠血症,Treatment_of_department,全身
老年人低血糖症,Treatment_of_department,血液血管
老年人低血糖症,Treatment_of_department,全身
老年人正常压力脑积水,Treatment_of_department,颅脑
老年人低钾血症,Treatment_of_department,血液血管
老年人低钾血症,Treatment_of_department,全身
老年性癫痫,Treatment_of_department,颅脑
老年人肠易激综合征,Treatment_of_department,肠
老年人甲减性心脏病,Treatment_of_department,心脏
老年人甲减性心脏病,Treatment_of_department,甲状腺
老年人心脏传导阻滞,Treatment_of_department,心脏
老年人心脏传导阻滞,Treatment_of_department,其他
老年人脑栓塞,Treatment_of_department,颅脑
老年人脑栓塞,Treatment_of_department,血液血管
老年人骨关节炎,Treatment_of_department,关节
老年人脂肪肝,Treatment_of_department,肝
老年人支气管扩张,Treatment_of_department,肺
老年人细菌性脑膜炎,Treatment_of_department,颅脑
老年人缺血性心肌病,Treatment_of_department,心脏
老年人缺血性心肌病,Treatment_of_department,肌肉
老年人缺血性心肌病,Treatment_of_department,血液血管
老年人结肠息肉,Treatment_of_department,肠
老年人胆石症,Treatment_of_department,胆
老年人甲亢性心脏病,Treatment_of_department,心脏
老年人甲亢性心脏病,Treatment_of_department,甲状腺
老年人消化性溃疡,Treatment_of_department,肠
老年人消化性溃疡,Treatment_of_department,胃
老年人支原体肺炎,Treatment_of_department,肺
老年人心脑综合征,Treatment_of_department,颅脑
老年人心脑综合征,Treatment_of_department,心脏
老年人慢性肾盂肾炎,Treatment_of_department,肾
老年褥疮,Treatment_of_department,皮肤
老年人结节病,Treatment_of_department,肺
老年人结节病,Treatment_of_department,淋巴
老年人无症状性心肌缺血,Treatment_of_department,心脏
老年人无症状性心肌缺血,Treatment_of_department,血液血管
老年人急性阑尾炎,Treatment_of_department,肠
老年人炎症性肠病,Treatment_of_department,肠
老年人免疫性血小板减少性紫癜,Treatment_of_department,血液血管
老年人免疫性血小板减少性紫癜,Treatment_of_department,免疫系统
老年人缺血性结肠炎,Treatment_of_department,肠
老年人缺血性结肠炎,Treatment_of_department,血液血管
老年人低血糖昏迷,Treatment_of_department,血液血管
老年人不稳定型心绞痛,Treatment_of_department,心脏
老年人糖尿病肾病,Treatment_of_department,肾
老年人糖尿病肾病,Treatment_of_department,胰腺
老年人尿崩症,Treatment_of_department,颅脑
老年人尿崩症,Treatment_of_department,肾
老年人吸入性肺炎,Treatment_of_department,肺
老年人白细胞减少症和粒细胞缺乏症,Treatment_of_department,血液血管
老年人呼吸衰竭,Treatment_of_department,肺
老年人呼吸衰竭,Treatment_of_department,全身
老年人糖尿病周围神经病,Treatment_of_department,胰腺
老年人糖尿病周围神经病,Treatment_of_department,周围神经系统
老年女性膀胱颈梗阻,Treatment_of_department,膀胱
老年人颅内压增高,Treatment_of_department,颅脑
老年人阵发性室上性心动过速,Treatment_of_department,心脏
老年人甲状腺功能亢进危象,Treatment_of_department,甲状腺
老年人甲状腺功能亢进危象,Treatment_of_department,全身
老年人睡眠呼吸暂停综合征,Treatment_of_department,肺
老年人睡眠呼吸暂停综合征,Treatment_of_department,气管
老年人上消化道出血,Treatment_of_department,胃
老年人上消化道出血,Treatment_of_department,食管
老年人上消化道出血,Treatment_of_department,胆
老年性舞蹈病,Treatment_of_department,颅脑
老年人高钾血症,Treatment_of_department,血液血管
老年人高钾血症,Treatment_of_department,全身
老年人蛛网膜下腔出血,Treatment_of_department,颅脑
老年人蛛网膜下腔出血,Treatment_of_department,血液血管
老年人急性肾功能衰竭,Treatment_of_department,肾
老年人急性肾功能衰竭,Treatment_of_department,全身
老年人再生障碍性贫血,Treatment_of_department,血液血管
老年人再生障碍性贫血,Treatment_of_department,骨髓
老年人甲状腺功能亢进症,Treatment_of_department,甲状腺
老年人血管性痴呆,Treatment_of_department,颅脑
老年人血管性痴呆,Treatment_of_department,血液血管
老年人分水岭脑梗死,Treatment_of_department,颅脑
老年人分水岭脑梗死,Treatment_of_department,血液血管
老年人运动神经元病,Treatment_of_department,颅脑
老年人运动神经元病,Treatment_of_department,脊髓
老年人运动神经元病,Treatment_of_department,周围神经系统
老年挛缩,Treatment_of_department,肌肉
老年人骨髓增生异常综合征,Treatment_of_department,血液血管
老年人变异型心绞痛,Treatment_of_department,心脏
老年人室性心动过速,Treatment_of_department,心脏
老年人血栓性疾病,Treatment_of_department,血液血管
老年人假膜性小肠结肠炎,Treatment_of_department,肠
老年人糖尿病性心脏病,Treatment_of_department,血液血管
肝肾综合征,Treatment_of_department,肾
肝肾综合征,Treatment_of_department,肝
肝肾综合征,Treatment_of_department,血液血管
乙型肝炎病毒相关性肾炎,Treatment_of_department,肾
乙型肝炎病毒相关性肾炎,Treatment_of_department,肝
老年人颈性眩晕,Treatment_of_department,颈部
老年人颈性眩晕,Treatment_of_department,血液血管
密集物症体恐惧,Treatment_of_department,心理
恐尖症,Treatment_of_department,心理
胆汁性肝硬化,Treatment_of_department,肝
结婚恐惧症,Treatment_of_department,心理
异装癖,Treatment_of_department,心理
职业妇女病,Treatment_of_department,心理
臭汗恐惧症,Treatment_of_department,心理
甲状腺功能亢进性肝病,Treatment_of_department,甲状腺
甲状腺功能亢进性肝病,Treatment_of_department,肝
寄生虫妄想,Treatment_of_department,心理
搜索依赖症,Treatment_of_department,心理
疾病恐怖,Treatment_of_department,心理
幽闭恐惧症,Treatment_of_department,心理
老年人睡眠障碍,Treatment_of_department,颅脑
老年人睡眠障碍,Treatment_of_department,心理
时差综合症,Treatment_of_department,头部
时差综合症,Treatment_of_department,腹部
老年抑郁症,Treatment_of_department,心理
小儿神经性厌食,Treatment_of_department,心理
强迫性回忆,Treatment_of_department,心理
乡愁综合症,Treatment_of_department,心理
神经官能性表皮剥脱,Treatment_of_department,皮肤
神经官能性表皮剥脱,Treatment_of_department,心理
家庭高尚病,Treatment_of_department,心理
退休丈夫综合征,Treatment_of_department,心理
面红和面红恐惧症,Treatment_of_department,心理
疯狂购物症,Treatment_of_department,心理
微笑抑郁症,Treatment_of_department,面部
压力强迫症,Treatment_of_department,心理
神经性厌食症与神经性贪食症,Treatment_of_department,颅脑
现代病,Treatment_of_department,心理
反复发作抑郁症,Treatment_of_department,心理
反复发作抑郁症,Treatment_of_department,颅脑
小儿阅读障碍,Treatment_of_department,心理
职业倦怠症,Treatment_of_department,心理
绝经与抑郁症,Treatment_of_department,心理
小儿注意缺陷障碍,Treatment_of_department,心理
黄疸,Treatment_of_department,皮肤
黄疸,Treatment_of_department,全身
生育恐惧症,Treatment_of_department,心理
职业枯竭,Treatment_of_department,心理
酒精肝,Treatment_of_department,肝
肝性脑病,Treatment_of_department,颅脑
肝性脑病,Treatment_of_department,肝
肝囊肿,Treatment_of_department,肝
蜘蛛痣,Treatment_of_department,血液血管
脂肪肝,Treatment_of_department,肝
肝硬化,Treatment_of_department,肝
家庭主妇综征合征,Treatment_of_department,心理
周末焦虑症,Treatment_of_department,心理
单次发作抑郁症,Treatment_of_department,心理
肝纤维化,Treatment_of_department,肝
密码综合症,Treatment_of_department,心理
小儿学校恐怖症,Treatment_of_department,心理
考后综合症,Treatment_of_department,心理
雅皮士流感,Treatment_of_department,全身
小儿分离性焦虑症,Treatment_of_department,心理
空巢综合症,Treatment_of_department,心理
群体性癔症,Treatment_of_department,心理
深海恐惧症,Treatment_of_department,心理
心原性肝硬化,Treatment_of_department,肝
心原性肝硬化,Treatment_of_department,心脏
青春期强迫症,Treatment_of_department,心理
青春期强迫症,Treatment_of_department,全身
原发性胆汁性肝硬化,Treatment_of_department,肝
肝脓肿,Treatment_of_department,肝
肝肺综合症,Treatment_of_department,肝
肝肺综合症,Treatment_of_department,肺
骨关节炎,Treatment_of_department,关节
肝性脊髓病,Treatment_of_department,脊髓
肝性脊髓病,Treatment_of_department,肝
肝性脊髓病,Treatment_of_department,血液血管
心绞痛,Treatment_of_department,心脏
成功后抑郁症,Treatment_of_department,心理
药物性肝硬化,Treatment_of_department,肝
肝硬化性肾损害,Treatment_of_department,肾
肝硬化性肾损害,Treatment_of_department,肝
老年性阴道炎,Treatment_of_department,阴道
屏幕脸,Treatment_of_department,面部
白内障,Treatment_of_department,眼
心肌梗塞,Treatment_of_department,心脏
高血压,Treatment_of_department,血液血管
高血压,Treatment_of_department,心脏
动脉硬化,Treatment_of_department,血液血管
冠心病,Treatment_of_department,心脏
冠心病,Treatment_of_department,血液血管
反社会人格障碍,Treatment_of_department,心理
恐缩症,Treatment_of_department,心理
变性,Treatment_of_department,其他
网瘾,Treatment_of_department,心理
口吃,Treatment_of_department,颅脑
恋物癖,Treatment_of_department,心理
恐艾症,Treatment_of_department,心理
偏执性精神障碍,Treatment_of_department,心理
性变态,Treatment_of_department,心理
癔症,Treatment_of_department,心理
神经衰弱,Treatment_of_department,全身
性病神经症,Treatment_of_department,心理
小儿抽动秽语综合征,Treatment_of_department,心理
压力上瘾症,Treatment_of_department,心理
晚睡强迫症,Treatment_of_department,心理
性高潮障碍,Treatment_of_department,女性生殖
性高潮障碍,Treatment_of_department,男性生殖
性高潮障碍,Treatment_of_department,其他
性厌恶,Treatment_of_department,女性生殖
性厌恶,Treatment_of_department,男性生殖
性厌恶,Treatment_of_department,其他
神经质,Treatment_of_department,心理
男性更年期综合症,Treatment_of_department,全身
电脑狂躁症,Treatment_of_department,心理
小儿情感交叉擦腿综合征,Treatment_of_department,心理
淋病后综合征,Treatment_of_department,尿道
淋病后综合征,Treatment_of_department,心理
洁癖,Treatment_of_department,心理
儿童学习能力障碍,Treatment_of_department,心理
拖延症,Treatment_of_department,心理
恋童癖,Treatment_of_department,心理
儿童期精神障碍及精神发育迟缓,Treatment_of_department,颅脑
纵膈感染,Treatment_of_department,纵膈
腹壁血栓性静脉炎,Treatment_of_department,腹膜
胸壁皮下气肿,Treatment_of_department,胸部
腰骶部脂肪疝,Treatment_of_department,腰部
急性血源性骨髓炎,Treatment_of_department,骨髓
晶体脱位,Treatment_of_department,眼
寰枢椎脱位,Treatment_of_department,脊柱
寰枢椎脱位,Treatment_of_department,脊髓
多发性内分泌肿瘤综合征Ⅰ型,Treatment_of_department,全身
同型胱氨酸尿症,Treatment_of_department,全身
脊髓神经鞘瘤,Treatment_of_department,脊髓
先天性副舟骨,Treatment_of_department,足部
先天性副舟骨,Treatment_of_department,关节
肾静脉血栓,Treatment_of_department,肾
肾静脉血栓,Treatment_of_department,血液血管
鼻窦气压性创伤,Treatment_of_department,鼻
耳源性脑脓肿,Treatment_of_department,颅脑
耳源性脑脓肿,Treatment_of_department,耳
多基因遗传病,Treatment_of_department,其他
心-耳综合征,Treatment_of_department,耳
心-耳综合征,Treatment_of_department,心脏
肩关节结核,Treatment_of_department,关节
营养不良性肝硬化,Treatment_of_department,肝
胰腺脓肿,Treatment_of_department,胰腺
先天性厚甲症,Treatment_of_department,皮肤
先天性长结肠,Treatment_of_department,肠
创伤性骨化性肌炎,Treatment_of_department,骨
单基因遗传病,Treatment_of_department,其他
小肠疝气,Treatment_of_department,肠
肾动脉瘤,Treatment_of_department,肾
肾动脉瘤,Treatment_of_department,血液血管
骨盆直肠脓肿,Treatment_of_department,肠
先天性尺桡骨融合,Treatment_of_department,上肢骨
胆道出血,Treatment_of_department,胆
胆道出血,Treatment_of_department,肝
肛膜闭锁,Treatment_of_department,肛门
髂静脉压迫综合征,Treatment_of_department,盆骨
髂静脉压迫综合征,Treatment_of_department,血液血管
充血性脾肿大,Treatment_of_department,脾
咽喉部外伤,Treatment_of_department,咽喉
噪声病,Treatment_of_department,耳
噪声病,Treatment_of_department,全身
股后肌劳损,Treatment_of_department,大腿
气管及食管异物,Treatment_of_department,气管
气管及食管异物,Treatment_of_department,食管
异物肉芽肿,Treatment_of_department,皮肤
异物肉芽肿,Treatment_of_department,免疫系统
三尖瓣下移畸形,Treatment_of_department,心脏
贝壳甲综合征,Treatment_of_department,手部
贝壳甲综合征,Treatment_of_department,足部
贝壳甲综合征,Treatment_of_department,骨
痉挛性脑瘫,Treatment_of_department,颅脑
老人腹股沟斜疝,Treatment_of_department,腹部
小儿颅脑损伤,Treatment_of_department,颅脑
室间隔膜部瘤,Treatment_of_department,心脏
食管失弛缓症,Treatment_of_department,食管
限制型心脏病,Treatment_of_department,心脏
心肌梗塞并发心室间隔穿破,Treatment_of_department,心脏
妊娠性急性阑尾炎,Treatment_of_department,肠
脑膨出,Treatment_of_department,颅脑
脑膨出,Treatment_of_department,颅骨
单心室,Treatment_of_department,心脏
急性化脓性腱鞘炎,Treatment_of_department,上肢
急性化脓性腱鞘炎,Treatment_of_department,下肢
进行性脊髓性肌萎缩症,Treatment_of_department,脊髓
心脏黏液瘤,Treatment_of_department,心脏
肺动脉口狭窄,Treatment_of_department,心脏
肾积脓,Treatment_of_department,肾
蛔虫性肠梗阻,Treatment_of_department,肠
深覆合,Treatment_of_department,口
巨细胞动脉炎,Treatment_of_department,血液血管
血管网织细胞瘤,Treatment_of_department,血液血管
小儿尿崩症,Treatment_of_department,颅脑
肠系膜上动脉综合征,Treatment_of_department,肠系膜
肠系膜上动脉综合征,Treatment_of_department,血液血管
肠血管瘤,Treatment_of_department,肠
耳源性脑积水,Treatment_of_department,颅脑
耳源性脑积水,Treatment_of_department,耳
心脏内粘液瘤,Treatment_of_department,心脏
梗阻性尿路疾病,Treatment_of_department,输尿管
梗阻性尿路疾病,Treatment_of_department,膀胱
梗阻性尿路疾病,Treatment_of_department,尿道
伸指肌腱损伤,Treatment_of_department,手部
胃切除术后并发症,Treatment_of_department,胃
单纯肾异位,Treatment_of_department,肾
胆管良性狭窄,Treatment_of_department,胆
胆管良性狭窄,Treatment_of_department,肝
多发性消化道息肉综合征,Treatment_of_department,胃
多发性消化道息肉综合征,Treatment_of_department,肠
尿道憩室,Treatment_of_department,尿道
移行脊椎,Treatment_of_department,脊柱
移行脊椎,Treatment_of_department,关节
肩峰下撞击征,Treatment_of_department,肩部
肩峰下撞击征,Treatment_of_department,关节
颞下颌关节强直,Treatment_of_department,口
颞下颌关节强直,Treatment_of_department,颅骨
蔓状血管瘤,Treatment_of_department,血液血管
正常颅压脑积水,Treatment_of_department,颅脑
脊髓血管病,Treatment_of_department,脊髓
限制型心肌病,Treatment_of_department,心脏
小腿红绀病,Treatment_of_department,小腿
小腿红绀病,Treatment_of_department,皮肤
掌指关节脱位,Treatment_of_department,手部
掌指关节脱位,Treatment_of_department,关节
