illness_name,regular_medication,medication_name
大脑镰旁脑膜瘤,Treatment_of_department,苦参碱氯化钠注射液
网膜囊肿,Treatment_of_department,甘油氯化钠注射液
网膜囊肿,Treatment_of_department,注射用异环磷酰胺
食管肉瘤,Treatment_of_department,甘露聚糖肽胶囊
食管肉瘤,Treatment_of_department,依托泊苷软胶囊
食管肉瘤,Treatment_of_department,抗癌平丸
浆细胞白血病,Treatment_of_department,醋酸泼尼松片
浆细胞白血病,Treatment_of_department,乌苯美司胶囊
血管纤维瘤,Treatment_of_department,注射用盐酸平阳霉素
血管纤维瘤,Treatment_of_department,栓塞微粒球
毛囊瘤,Treatment_of_department,平消片
外阴纤维肉瘤,Treatment_of_department,复方红豆杉胶囊
外阴纤维肉瘤,Treatment_of_department,止痛化癥胶囊
透明细胞汗腺腺瘤,Treatment_of_department,注射用盐酸平阳霉素
透明细胞汗腺腺瘤,Treatment_of_department,氟尿嘧啶注射液
转移性胸膜肿瘤,Treatment_of_department,甲磺酸伊马替尼胶囊
转移性胸膜肿瘤,Treatment_of_department,注射用培美曲塞二钠
残胃淋巴瘤,Treatment_of_department,重组人干扰素α1b注射液
Gardner综合征,Treatment_of_department,维生素C片
十二指肠良性肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
角化棘皮瘤,Treatment_of_department,甲氨蝶呤
尤文氏肉瘤,Treatment_of_department,环磷酰胺
肠系膜肿瘤,Treatment_of_department,阿魏化痞膏
肠系膜肿瘤,Treatment_of_department,注射用雷替曲塞
胰岛素瘤,Treatment_of_department,醋酸奥曲肽注射液
胰岛素瘤,Treatment_of_department,氟尿嘧啶注射液
宫颈微小型浸润癌,Treatment_of_department,平消胶囊
宫颈微小型浸润癌,Treatment_of_department,复方环磷酰胺片
急性髓细胞白血病,Treatment_of_department,注射用甲氨蝶呤
急性髓细胞白血病,Treatment_of_department,乌苯美司胶囊
遗传性乳腺癌-卵巢癌综合征,Treatment_of_department,醋酸甲羟孕酮分散片
遗传性乳腺癌-卵巢癌综合征,Treatment_of_department,胸腺五肽
遗传性乳腺癌-卵巢癌综合征,Treatment_of_department,醋酸甲羟孕酮片
平滑肌肉瘤,Treatment_of_department,注射用达卡巴嗪
平滑肌肉瘤,Treatment_of_department,平消片
乳房外湿疹样癌,Treatment_of_department,醋酸戈舍瑞林缓释植入剂
乳房外湿疹样癌,Treatment_of_department,注射用重组人白介素-2(125Ala)
慢性泪腺炎,Treatment_of_department,氧氟沙星眼膏
慢性泪腺炎,Treatment_of_department,乳酸左氧氟沙星滴眼液
乳腺纤维肉瘤,Treatment_of_department,乳癖消片
乳腺纤维肉瘤,Treatment_of_department,乳核散结片
囊状淋巴管瘤,Treatment_of_department,复方斑蝥胶囊
囊状淋巴管瘤,Treatment_of_department,消癌平片
原发气管支气管肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
膀胱腺癌,Treatment_of_department,注射用重组人白介素-2(125Ala)
膀胱腺癌,Treatment_of_department,注射用羟喜树碱
心肌梗塞并发左心室室壁瘤,Treatment_of_department,酒石酸美托洛尔片
心肌梗塞并发左心室室壁瘤,Treatment_of_department,华法林钠片
精索恶性肿瘤,Treatment_of_department,毛冬青片
精索恶性肿瘤,Treatment_of_department,迈之灵片
脉络膜黑色素瘤,Treatment_of_department,重组人白介素-2注射液
脉络膜黑色素瘤,Treatment_of_department,注射用达卡巴嗪
原发性腹膜癌,Treatment_of_department,强力康颗粒
原发性腹膜癌,Treatment_of_department,注射用异环磷酰胺
食管血管瘤,Treatment_of_department,注射用盐酸平阳霉素
食管血管瘤,Treatment_of_department,伽玛射线立体定向回转聚焦放疗机
食管血管瘤,Treatment_of_department,陀螺旋转式钴60立体定向放射治疗系统
肝海绵状血管瘤,Treatment_of_department,平消胶囊
肝海绵状血管瘤,Treatment_of_department,二十五味獐牙菜丸
阑尾肿瘤,Treatment_of_department,阿魏化痞膏
阑尾肿瘤,Treatment_of_department,注射用雷替曲塞
大肠类癌,Treatment_of_department,注射用奥沙利铂
大肠类癌,Treatment_of_department,盐酸伊立替康注射液
卵巢未成熟畸胎瘤,Treatment_of_department,平消胶囊
卵巢未成熟畸胎瘤,Treatment_of_department,氟尿嘧啶片
老年人甲状腺癌,Treatment_of_department,羟基脲片
老年人甲状腺癌,Treatment_of_department,左甲状腺素钠片
阴囊癌,Treatment_of_department,甲氨蝶呤片
阴囊癌,Treatment_of_department,注射用盐酸米托蒽醌
小儿肾母细胞瘤,Treatment_of_department,刺五加脑灵液
肺癌皮肤转移,Treatment_of_department,阿魏化痞膏
肺癌皮肤转移,Treatment_of_department,康艾注射液
脑结核瘤,Treatment_of_department,盐酸乙胺丁醇片
中耳癌,Treatment_of_department,平消胶囊
中耳癌,Treatment_of_department,西黄丸
淋巴管瘤,Treatment_of_department,复方斑蝥胶囊
淋巴管瘤,Treatment_of_department,六甲蜜胺胶囊
耳部恶性肿瘤,Treatment_of_department,司莫司汀胶囊
耳部恶性肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
外阴乳头状瘤,Treatment_of_department,桂枝茯苓胶囊
外阴乳头状瘤,Treatment_of_department,GP系列特种光宫颈糜烂与盆腔炎治疗仪
外阴乳头状瘤,Treatment_of_department,妇科千金片
精囊恶性肿瘤,Treatment_of_department,甲氨蝶呤片
精囊恶性肿瘤,Treatment_of_department,注射用盐酸米托蒽醌
腹膜转移癌,Treatment_of_department,强力康颗粒
腹膜转移癌,Treatment_of_department,热化疗灌注机
腹膜转移癌,Treatment_of_department,注射用异环磷酰胺
壶腹周围癌,Treatment_of_department,鸦胆子油软胶囊
壶腹周围癌,Treatment_of_department,抗癌平丸
颌骨癌,Treatment_of_department,平消胶囊
颌骨癌,Treatment_of_department,华蟾素胶囊
多形性脂肪瘤,Treatment_of_department,平消胶囊
绝经后子宫颈癌,Treatment_of_department,平消胶囊
绝经后子宫颈癌,Treatment_of_department,复方斑蝥胶囊
鼻咽癌的眼部病变,Treatment_of_department,甘露聚糖肽片
鼻咽癌的眼部病变,Treatment_of_department,注射用氨磷汀
泌尿道肿瘤,Treatment_of_department,平消胶囊
泌尿道肿瘤,Treatment_of_department,平消片
泌尿道肿瘤,Treatment_of_department,氟康唑分散片
复发性卵巢恶性肿瘤,Treatment_of_department,胸腺五肽
复发性卵巢恶性肿瘤,Treatment_of_department,重组人干扰素α2b注射液
复发性卵巢恶性肿瘤,Treatment_of_department,醋酸甲地孕酮分散片
星形细胞瘤,Treatment_of_department,替尼泊苷注射液
星形细胞瘤,Treatment_of_department,替莫唑胺胶囊
肾母细胞瘤,Treatment_of_department,新福菌素注射液
肾母细胞瘤,Treatment_of_department,复方环磷酰胺片
肾母细胞瘤,Treatment_of_department,注射用放线菌素D
子宫颈平滑肌瘤,Treatment_of_department,平消胶囊
子宫颈平滑肌瘤,Treatment_of_department,参一胶囊
口腔菜花状乳头瘤病,Treatment_of_department,注射用盐酸平阳霉素
口腔菜花状乳头瘤病,Treatment_of_department,甲氨蝶呤片
骨巨细胞瘤,Treatment_of_department,散寒活络丸
骨巨细胞瘤,Treatment_of_department,麝香风湿片
颈部囊状淋巴管瘤,Treatment_of_department,依托泊苷软胶囊
颈部囊状淋巴管瘤,Treatment_of_department,转移因子口服溶液
纤维肉瘤,Treatment_of_department,甲磺酸伊马替尼胶囊
纤维肉瘤,Treatment_of_department,注射用异环磷酰胺
上颌窦癌,Treatment_of_department,平消胶囊
上颌窦癌,Treatment_of_department,转移因子口服溶液
老年人胰腺癌,Treatment_of_department,注射用丝裂霉素
老年人胰腺癌,Treatment_of_department,抗癌平丸
十二指肠类癌,Treatment_of_department,注射用奥沙利铂
十二指肠类癌,Treatment_of_department,盐酸伊立替康注射液
小儿急性淋巴细胞性白血病,Treatment_of_department,硫唑嘌呤片
小儿急性淋巴细胞性白血病,Treatment_of_department,醋酸泼尼松片
小儿急性淋巴细胞性白血病,Treatment_of_department,注射用盐酸伊达比星
鼻血管瘤,Treatment_of_department,注射用盐酸平阳霉素
十二指肠腺癌,Treatment_of_department,阿莫西林胶囊
十二指肠腺癌,Treatment_of_department,兰索拉唑肠溶片
脑干肿瘤,Treatment_of_department,注射用盐酸尼莫司汀
隆突性皮肤纤维肉瘤,Treatment_of_department,甲磺酸伊马替尼胶囊
隆突性皮肤纤维肉瘤,Treatment_of_department,注射用异环磷酰胺
阴囊炎性癌,Treatment_of_department,甲氨蝶呤片
阴囊炎性癌,Treatment_of_department,注射用盐酸米托蒽醌
转移性骨肿瘤,Treatment_of_department,强力康颗粒
转移性骨肿瘤,Treatment_of_department,注射用氨磷汀
大肠腺瘤,Treatment_of_department,注射用雷替曲塞
大肠腺瘤,Treatment_of_department,康艾注射液
骨淋巴管瘤,Treatment_of_department,复方斑蝥胶囊
骨淋巴管瘤,Treatment_of_department,注射用香菇多糖
胃类癌瘤,Treatment_of_department,甘露聚糖肽胶囊
胃类癌瘤,Treatment_of_department,注射用羟喜树碱
老年人食管癌,Treatment_of_department,珍香胶囊
老年人食管癌,Treatment_of_department,消癌平片
胃恶性淋巴瘤,Treatment_of_department,复方斑蝥胶囊
胃恶性淋巴瘤,Treatment_of_department,甘露聚糖肽胶囊
胃恶性淋巴瘤,Treatment_of_department,注射用羟喜树碱
肺转移瘤,Treatment_of_department,益肺清化颗粒
肺转移瘤,Treatment_of_department,伽玛射线立体定向回转聚焦放疗机
肺转移瘤,Treatment_of_department,益肺清化膏
结肠类癌,Treatment_of_department,阿魏化痞膏
结肠类癌,Treatment_of_department,注射用雷替曲塞
神经元肿瘤和神经元与神经胶质混合性肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
粘液表皮样癌,Treatment_of_department,灵芝孢子粉胶囊
黏膜白斑,Treatment_of_department,蜂胶口腔膜
黏膜白斑,Treatment_of_department,复方白芷酊
软组织肉瘤,Treatment_of_department,注射用核糖核酸Ⅱ
软组织肉瘤,Treatment_of_department,甲氨蝶呤片
疣状癌,Treatment_of_department,注射用卡铂
疣状癌,Treatment_of_department,注射用胸腺肽
肾上腺意外瘤,Treatment_of_department,阿替洛尔片
肾上腺意外瘤,Treatment_of_department,盐酸普萘洛尔片
软组织肿瘤,Treatment_of_department,异环磷酰胺
软组织肿瘤,Treatment_of_department,聚焦超声肿瘤治疗系统
软组织肿瘤,Treatment_of_department,一次性使用活检针
骨样骨瘤,Treatment_of_department,平消胶囊
骨样骨瘤,Treatment_of_department,香茯益血口服液
阴道恶性肿瘤,Treatment_of_department,注射用盐酸平阳霉素
阴道恶性肿瘤,Treatment_of_department,复方醋酸甲羟孕酮胶囊
阴道恶性肿瘤,Treatment_of_department,消癌平片
混合瘤,Treatment_of_department,平消胶囊
混合瘤,Treatment_of_department,平消片
肺部少见的恶性肿瘤,Treatment_of_department,注射用盐酸吉西他滨
肺部少见的恶性肿瘤,Treatment_of_department,消癌平片
原发性腮腺淋巴瘤,Treatment_of_department,注射用盐酸平阳霉素
Kaposis肉瘤,Treatment_of_department,复方环磷酰胺片
Kaposis肉瘤,Treatment_of_department,氯氧喹胶囊
神经胶质瘤,Treatment_of_department,地塞米松
神经胶质瘤,Treatment_of_department,伽玛射线立体定向放射治疗系统
神经胶质瘤,Treatment_of_department,苦参碱氯化钠注射液
外阴表皮内瘤变,Treatment_of_department,咪喹莫特乳膏
外阴表皮内瘤变,Treatment_of_department,维A酸乳膏
膈肌麻痹,Treatment_of_department,呼吸机
膈肌麻痹,Treatment_of_department,注射用腺苷钴胺
老年人原发性肝癌,Treatment_of_department,斑蝥酸钠维生素B6注射液
老年人原发性肝癌,Treatment_of_department,拉米夫定片
老年急性白血病,Treatment_of_department,注射用环磷腺苷
老年急性白血病,Treatment_of_department,注射用羟喜树碱
老年急性白血病,Treatment_of_department,乌苯美司胶囊
肝母细胞瘤,Treatment_of_department,复方环磷酰胺片
肝母细胞瘤,Treatment_of_department,鸦胆子油口服乳液
肝母细胞瘤,Treatment_of_department,注射用异环磷酰胺
前列腺肉瘤,Treatment_of_department,前列腺摘除器械包
前列腺肉瘤,Treatment_of_department,明目地黄丸
前列腺肉瘤,Treatment_of_department,杞菊地黄丸
颌面部淋巴管瘤,Treatment_of_department,复方环磷酰胺片
颌面部淋巴管瘤,Treatment_of_department,依托泊苷软胶囊
鼻恶性肉芽肿,Treatment_of_department,甘露聚糖肽片
乳腺脂肪肉瘤,Treatment_of_department,注射用胸腺五肽
乳腺脂肪肉瘤,Treatment_of_department,乳核内消液
外阴上皮样肉瘤,Treatment_of_department,妇宝颗粒
外阴上皮样肉瘤,Treatment_of_department,止痛化癥胶囊
腺淋巴瘤,Treatment_of_department,重组人干扰素α1b注射液
基底细胞腺瘤,Treatment_of_department,依托泊苷软胶囊
基底细胞腺瘤,Treatment_of_department,华蟾素胶囊
外阴疣状癌,Treatment_of_department,华蟾素片
外阴疣状癌,Treatment_of_department,止痛化癥胶囊
恶性间皮瘤,Treatment_of_department,复方八维甲睾酮胶囊
鼻咽肉瘤,Treatment_of_department,转移因子口服溶液
汗腺癌,Treatment_of_department,塞替派注射液
汗腺癌,Treatment_of_department,抗癌平丸
颅骨骨瘤,Treatment_of_department,平消胶囊
颅骨骨瘤,Treatment_of_department,华蟾素胶囊
大肠恶性淋巴瘤,Treatment_of_department,消癌平口服液
大肠恶性淋巴瘤,Treatment_of_department,红归胶囊
大肠恶性淋巴瘤,Treatment_of_department,消癌平片
卵巢纤维瘤,Treatment_of_department,平消胶囊
卵巢纤维瘤,Treatment_of_department,复方环磷酰胺片
鼻咽血管纤维瘤,Treatment_of_department,至灵胶囊
鼻咽血管纤维瘤,Treatment_of_department,威麦宁胶囊
乳腺叶状囊肉瘤,Treatment_of_department,平消胶囊
乳腺叶状囊肉瘤,Treatment_of_department,注射用胸腺五肽
外阴早期浸润性鳞癌,Treatment_of_department,妇宝颗粒
外阴早期浸润性鳞癌,Treatment_of_department,止痛化癥胶囊
肿瘤性息肉,Treatment_of_department,甲氨蝶呤片
肿瘤性息肉,Treatment_of_department,注射用甲氨蝶呤
食管乳头状瘤,Treatment_of_department,消癌平丸
胸腺囊肿,Treatment_of_department,环孢素软胶囊
胸腺囊肿,Treatment_of_department,环孢素注射液
胃平滑肌瘤,Treatment_of_department,注射用去甲斑蝥酸钠
胃平滑肌瘤,Treatment_of_department,和胃平肝丸
胃平滑肌瘤,Treatment_of_department,栓塞颗粒
卵巢交界性肿瘤,Treatment_of_department,散结镇痛胶囊
卵巢交界性肿瘤,Treatment_of_department,十三味红花丸
软骨肉瘤,Treatment_of_department,注射用盐酸多柔比星
软骨肉瘤,Treatment_of_department,转移因子口服溶液
皮脂腺癌,Treatment_of_department,注射用盐酸平阳霉素
皮脂腺癌,Treatment_of_department,氟尿嘧啶注射液
椎管内神经鞘瘤,Treatment_of_department,苦参碱氯化钠注射液
乳头状囊腺瘤,Treatment_of_department,复方斑蝥胶囊
乳头状囊腺瘤,Treatment_of_department,消癌平片
阴道鳞状上皮癌,Treatment_of_department,复方环磷酰胺片
阴道鳞状上皮癌,Treatment_of_department,注射用顺铂
阴道鳞状上皮癌,Treatment_of_department,维生素B4片
大汗腺癌,Treatment_of_department,注射用重组人干扰素α2a
粘液癌,Treatment_of_department,可调式鼻腔清洗器
粘液癌,Treatment_of_department,左旋甲状腺素钠
粘液癌,Treatment_of_department,鼻腔冲洗器
外阴卡波西肉瘤,Treatment_of_department,妇宝颗粒
外阴卡波西肉瘤,Treatment_of_department,止痛化癥胶囊
融合性网状乳头瘤病,Treatment_of_department,氟尿嘧啶乳膏
融合性网状乳头瘤病,Treatment_of_department,氟尿嘧啶注射液
类癌综合征,Treatment_of_department,醋酸奥曲肽注射液
类癌综合征,Treatment_of_department,注射用醋酸兰瑞肽
类癌综合征,Treatment_of_department,抗癌平丸
鼻/鼻型T/NK细胞淋巴瘤,Treatment_of_department,重组人促红素注射液(CHO细胞)
鼻/鼻型T/NK细胞淋巴瘤,Treatment_of_department,注射用红色诺卡氏菌细胞壁骨架
毛母质瘤,Treatment_of_department,除脂生发片
毛母质瘤,Treatment_of_department,滋补生发片
颌骨造釉细胞瘤,Treatment_of_department,复方斑蝥胶囊
颌骨造釉细胞瘤,Treatment_of_department,抗癌平丸
鲍恩病,Treatment_of_department,维生素A软胶囊
肺错构瘤,Treatment_of_department,复方斑蝥胶囊
肺错构瘤,Treatment_of_department,华蟾素胶囊
老年人慢性淋巴细胞白血病,Treatment_of_department,复方环磷酰胺片
老年人慢性淋巴细胞白血病,Treatment_of_department,注射用磷酸氟达拉滨
伴有脂肪瘤样痣的褶皱皮肤,Treatment_of_department,消风止痒颗粒
内生性软骨瘤,Treatment_of_department,转移因子注射液
家族性甲状腺非髓样癌,Treatment_of_department,羟基脲片
家族性甲状腺非髓样癌,Treatment_of_department,左甲状腺素钠片
血管球瘤,Treatment_of_department,注射用盐酸平阳霉素
肛管直肠恶性黑色素瘤,Treatment_of_department,重组人干扰素α2b注射液
纤维瘤病,Treatment_of_department,注射用重组人白介素-2(Ⅰ)
表皮松解性棘皮瘤,Treatment_of_department,维A酸乳膏
胶质母细胞瘤,Treatment_of_department,替莫唑胺胶囊
乳腺癌皮肤转移,Treatment_of_department,胸腺五肽
乳腺癌皮肤转移,Treatment_of_department,转移因子口服溶液
乳腺癌皮肤转移,Treatment_of_department,榄香烯注射液
胆囊类癌,Treatment_of_department,替加氟注射液
胆囊类癌,Treatment_of_department,消癌平片
外耳道乳头状瘤,Treatment_of_department,注射用卡铂
外耳道乳头状瘤,Treatment_of_department,注射用胸腺肽
阴道腺癌,Treatment_of_department,还原型谷胱甘肽片
阴道腺癌,Treatment_of_department,维生素B4片
阴道腺癌,Treatment_of_department,抗癌平丸
男性尿道癌,Treatment_of_department,注射用重组人白介素-2(Ⅰ)
男性尿道癌,Treatment_of_department,替尼泊苷注射液
横纹肌肉瘤,Treatment_of_department,依托泊苷软胶囊
横纹肌肉瘤,Treatment_of_department,氨非咖片
骨嗜酸性肉芽肿,Treatment_of_department,注射用硫酸链霉素
骨嗜酸性肉芽肿,Treatment_of_department,注射用盐酸多西环素
气管肿瘤,Treatment_of_department,消癌平口服液
气管肿瘤,Treatment_of_department,止咳橘红丸
气管肿瘤,Treatment_of_department,痰咳净散
主动脉瘤,Treatment_of_department,洋参保肺口服液
主动脉瘤,Treatment_of_department,大动脉覆膜支架系统
主动脉瘤,Treatment_of_department,参芍片
腹膜间皮瘤,Treatment_of_department,复方斑蝥胶囊
腹膜间皮瘤,Treatment_of_department,热化疗灌注机
腹膜间皮瘤,Treatment_of_department,抗癌平丸
乳管内乳头状瘤,Treatment_of_department,平消胶囊
乳管内乳头状瘤,Treatment_of_department,平消片
胃泌素瘤,Treatment_of_department,雷贝拉唑钠肠溶胶囊
胃泌素瘤,Treatment_of_department,西咪替丁片
胃泌素瘤,Treatment_of_department,奥美拉唑肠溶胶囊
泌乳素瘤,Treatment_of_department,甲磺酸溴隐亭片
泌乳素瘤,Treatment_of_department,调经促孕丸
泌乳素瘤,Treatment_of_department,止痛化癥胶囊
腺瘤,Treatment_of_department,甲巯咪唑片
腺瘤,Treatment_of_department,西黄丸
腺瘤,Treatment_of_department,甲磺酸溴隐亭片
骨肿瘤,Treatment_of_department,复方红豆杉胶囊
骨肿瘤,Treatment_of_department,鸦胆子油口服乳液
骨肿瘤,Treatment_of_department,华蟾素胶囊
乳房纤维腺瘤,Treatment_of_department,散结乳癖膏
乳房纤维腺瘤,Treatment_of_department,乳块消颗粒
乳房纤维腺瘤,Treatment_of_department,乳核散结胶囊
阴道壁息肉,Treatment_of_department,桂枝茯苓胶囊
阴道壁息肉,Treatment_of_department,止痛化癥胶囊
滑膜肉瘤,Treatment_of_department,依托泊苷软胶囊
滑膜肉瘤,Treatment_of_department,转移因子口服溶液
滑膜肉瘤,Treatment_of_department,注射用甲泼尼龙琥珀酸钠
嗜铬细胞瘤,Treatment_of_department,阿替洛尔片
嗜铬细胞瘤,Treatment_of_department,乌拉地尔缓释片
嗜铬细胞瘤,Treatment_of_department,呋塞米片
外阴癌,Treatment_of_department,注射用盐酸平阳霉素
外阴癌,Treatment_of_department,消癌平片
巴来特(Barrett)食管,Treatment_of_department,西咪替丁片
巴来特(Barrett)食管,Treatment_of_department,射频消融系统
巴来特(Barrett)食管,Treatment_of_department,奥美拉唑肠溶胶囊
神经纤维瘤,Treatment_of_department,复方环磷酰胺片
神经纤维瘤,Treatment_of_department,依托泊苷软胶囊
睾丸癌,Treatment_of_department,甲氨蝶呤片
睾丸癌,Treatment_of_department,卡铂注射液
胰腺囊肿,Treatment_of_department,一次性使用吸引活检针
胰腺囊肿,Treatment_of_department,甲硝唑片
老年人肺癌,Treatment_of_department,消癌平糖浆
老年人肺癌,Treatment_of_department,消癌平片
肉瘤,Treatment_of_department,平消胶囊
肉瘤,Treatment_of_department,复方环磷酰胺片
肉瘤,Treatment_of_department,甲氨蝶呤片
膀胱肿瘤,Treatment_of_department,注射用盐酸吉西他滨
膀胱肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
脑胶质瘤,Treatment_of_department,卡莫司汀注射液
脑胶质瘤,Treatment_of_department,替莫唑胺胶囊
脑膜瘤,Treatment_of_department,葡萄糖氯化钠注射液
脑膜瘤,Treatment_of_department,甘露聚糖肽注射液
脑膜瘤,Treatment_of_department,卡莫司汀注射液
肝脏肿瘤,Treatment_of_department,复方红豆杉胶囊
肝脏肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
睾丸肿瘤,Treatment_of_department,注射用环磷酰胺
睾丸肿瘤,Treatment_of_department,十六味马蔺子丸
睾丸肿瘤,Treatment_of_department,注射用异环磷酰胺
高泌乳素血症,Treatment_of_department,舍雷肽酶肠溶片
高泌乳素血症,Treatment_of_department,胞磷胆碱钠葡萄糖注射液
高泌乳素血症,Treatment_of_department,甲磺酸溴隐亭片
慢性淋巴细胞白血病,Treatment_of_department,甲氨蝶呤片
慢性淋巴细胞白血病,Treatment_of_department,注射用磷酸氟达拉滨
慢性淋巴细胞白血病,Treatment_of_department,乌苯美司胶囊
脂溢性角化病,Treatment_of_department,维A酸片
脂溢性角化病,Treatment_of_department,复方氟米松软膏
脂溢性角化病,Treatment_of_department,维A酸乳膏
动脉瘤,Treatment_of_department,复方环磷酰胺片
动脉瘤,Treatment_of_department,氨甲环酸片
动脉瘤,Treatment_of_department,消癌平片
卵巢肿瘤,Treatment_of_department,六甲蜜胺片
卵巢肿瘤,Treatment_of_department,复方红豆杉胶囊
卵巢肿瘤,Treatment_of_department,盐酸伊立替康
肺部良性肿瘤,Treatment_of_department,螺内酯片
肺部良性肿瘤,Treatment_of_department,呋塞米注射液
骨肉瘤,Treatment_of_department,平消胶囊
骨肉瘤,Treatment_of_department,转移因子口服溶液
恶性黑色素瘤,Treatment_of_department,司莫司汀胶囊
恶性黑色素瘤,Treatment_of_department,羟基脲片
宫颈上皮内瘤变,Treatment_of_department,复方环磷酰胺片
宫颈上皮内瘤变,Treatment_of_department,复方斑蝥胶囊
宫颈上皮内瘤变,Treatment_of_department,重组人干扰素α2b阴道泡腾胶囊
腮腺混合瘤,Treatment_of_department,注射用盐酸平阳霉素
神经鞘瘤,Treatment_of_department,红霉素肠溶片
神经鞘瘤,Treatment_of_department,苦参碱氯化钠注射液
老年人前列腺癌,Treatment_of_department,前列通瘀胶囊
老年人前列腺癌,Treatment_of_department,前列回春丸
颈部淋巴结转移癌,Treatment_of_department,重组人干扰素α1b注射液
颈部淋巴结转移癌,Treatment_of_department,重组人干扰素α2b注射液
绝经后子宫内膜癌,Treatment_of_department,复方环磷酰胺片
绝经后子宫内膜癌,Treatment_of_department,醋酸甲地孕酮分散片
绝经后子宫内膜癌,Treatment_of_department,醋酸甲羟孕酮片
宫颈腺癌,Treatment_of_department,复方红豆杉胶囊
宫颈腺癌,Treatment_of_department,宫颈癌片
表皮囊肿,Treatment_of_department,注射用盐酸平阳霉素
表皮囊肿,Treatment_of_department,氟尿嘧啶注射液
甲状腺微小癌,Treatment_of_department,甲状腺片
霍奇金淋巴瘤,Treatment_of_department,利妥昔单抗注射液
霍奇金淋巴瘤,Treatment_of_department,重组人干扰素α-2b注射液
霍奇金淋巴瘤,Treatment_of_department,注射用盐酸表柔比星
阴道癌,Treatment_of_department,重组人干扰素α2b阴道泡腾胶囊
阴道癌,Treatment_of_department,重组人干扰素α2a栓
小儿白血病,Treatment_of_department,盐酸多柔比星
小儿白血病,Treatment_of_department,注射用重组人干扰素α1b
小儿白血病,Treatment_of_department,乌苯美司胶囊
滋养细胞肿瘤,Treatment_of_department,平消胶囊
滋养细胞肿瘤,Treatment_of_department,平消片
滋养细胞肿瘤,Treatment_of_department,养正合剂
眼眶肉瘤,Treatment_of_department,盐酸环丙沙星滴眼液
眼眶肉瘤,Treatment_of_department,红霉素眼膏
非霍奇金淋巴瘤,Treatment_of_department,重组人粒细胞刺激因子注射液
非霍奇金淋巴瘤,Treatment_of_department,利妥昔单抗注射液
基底细胞癌,Treatment_of_department,重组人干扰素α2b注射液
基底细胞癌,Treatment_of_department,注射用重组人干扰素α2a
肾盂癌,Treatment_of_department,氯氧喹胶囊
肾盂癌,Treatment_of_department,醋酸甲羟孕酮分散片
宫颈复发癌,Treatment_of_department,平消胶囊
宫颈复发癌,Treatment_of_department,复方斑蝥胶囊
宫颈复发癌,Treatment_of_department,重组人干扰素α2b阴道泡腾胶囊
肛门周围癌,Treatment_of_department,注射用雷替曲塞
肛门周围癌,Treatment_of_department,鬼臼毒素酊
急性骨髓性白血病,Treatment_of_department,甲氨蝶呤片
急性骨髓性白血病,Treatment_of_department,注射用重组人白介素-11
急性骨髓性白血病,Treatment_of_department,乌苯美司胶囊
皮肤恶性黑色素瘤,Treatment_of_department,重组人干扰素α1b注射液
皮肤恶性黑色素瘤,Treatment_of_department,注射用重组人干扰素α2b(假单胞菌)
皮肤恶性黑色素瘤,Treatment_of_department,卡莫司汀
肠息肉,Treatment_of_department,金嗓散结丸
肠息肉,Treatment_of_department,小金丸
肠息肉,Treatment_of_department,平消片
浆细胞瘤,Treatment_of_department,复方斑蝥胶囊
浆细胞瘤,Treatment_of_department,消癌平片
神经内分泌肿瘤,Treatment_of_department,注射用醋酸兰瑞肽
神经内分泌肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
睑板腺癌,Treatment_of_department,博尔宁胶囊
睑板腺癌,Treatment_of_department,卡培他滨片
睑板腺癌,Treatment_of_department,金菌灵胶囊
瘢痕癌,Treatment_of_department,哈西奈德溶液
瘢痕癌,Treatment_of_department,复方倍氯米松樟脑乳膏(曾用名:无极膏)
副乳乳腺癌,Treatment_of_department,多西他赛注射液
食管平滑肌瘤,Treatment_of_department,依托泊苷注射液
食管平滑肌瘤,Treatment_of_department,消癌平糖浆
恶性纤维组织细胞瘤,Treatment_of_department,依托泊苷软胶囊
恶性纤维组织细胞瘤,Treatment_of_department,替莫唑胺胶囊
咽喉部肿瘤,Treatment_of_department,医用钬激光治疗机
女性尿道癌,Treatment_of_department,注射用重组人白介素-2(Ⅰ)
女性尿道癌,Treatment_of_department,替尼泊苷注射液
宫颈浸润癌,Treatment_of_department,宫颈癌片
纵隔肿瘤,Treatment_of_department,平消胶囊
纵隔肿瘤,Treatment_of_department,甲氨蝶呤片
输尿管肿瘤,Treatment_of_department,输尿管支架及导管套件
输尿管肿瘤,Treatment_of_department,注射用磷酸氟达拉滨
髓母细胞瘤,Treatment_of_department,复方环磷酰胺片
髓母细胞瘤,Treatment_of_department,参丹散结胶囊
髓母细胞瘤,Treatment_of_department,仙蟾片
男性乳腺癌,Treatment_of_department,己烯雌酚片
男性乳腺癌,Treatment_of_department,次硝酸铋
卵泡囊肿,Treatment_of_department,慈航片
卵泡囊肿,Treatment_of_department,雌二醇(E2)诊断试剂盒(化学发光法)
卵泡囊肿,Treatment_of_department,消结安口服液
